respond_id,collector_id,start_date,end_date,ip_address,consent,eagle_reference,age18,attempt_us,attempt_ca,find_out,find_out_other,see,first_time,date_first,location,number_of_attempts,leave_home_code,home_code,observation_duration,private_vehicle,rental_vehicle,plane,train,other_transport,carpool,number_passengers,primary_purpose,overnight,n_nights,accomodation_friend,accomodation_hotel,accomodation_campground,accomodation_airbnb,accomodation_vrbo,accomodation_none,accomodation_other,accomodation_location,eat,dine_fast_food,dine_fast_casual,dine_sit_down,dine_other,number_dine_out,list_life,list_country,list_state,list_province,list_county,list_ebird,list_idk,list_none,list_other,motivation_photography,motivation_rarity,motivation_vagrant,motivation_life_list,motivation_unlikely,motivation_other,birding_experience,birding_time,bird_organization,gas_cost,gas_cost_new,airfare_cost,airfare_cost_new,meal_cost,meal_cost_new,lodging_cost,lodging_cost_new,donation5,donation25,donation50,donation75,donation100,donation200,age,gender,gender_other,race,marital_status,marital_status_other,hourly_wage,highest_education,highest_education_other,employment_status,twitch_frequency,other_birding,other_nature,other_nature_01,other_nature_02,other_nature_03,puffin_tour,revisit,ebird,other_database,other_database_name,twitter,facebook,n_birders_visit1,n_birders_visit2,n_birders_visit3,comments
13292915510,414399709,2022-01-28T11:40:49Z,2022-01-28T11:52:55Z,73.142.146.208,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,16-Jan-22,"Southport, Maine",Two,Yes,3103,120,Private vehicle,NA,NA,NA,NA,No,2,No,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Freeport, Maine",Brought own snacks but ate main meals out,NA,NA,Sit down,NA,2,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),40,No,35,35.00,NA,,100,100.00,120,120.00,No,No,No,No,No,No,45-54,Woman,NA,White or Caucasian,Married,NA,35,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,No,NA,NA,NA,No,Unlikely,No,No,NA,No,Yes,50,30,NA,NA
13292912924,414399709,2022-01-28T11:39:47Z,2022-01-28T11:52:04Z,71.161.201.216,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,22-Jan-22,Pemaquid/Bristol Maine,Three or more,Yes,4530,480,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,3,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),25,No,$35 ,35.00,NA,,$100 ,100.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Doctoral degree or equivalent,NA,Retired,"Less than once a year, on average",No,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,100,300,500+,NA
13292886322,414399709,2022-01-28T11:28:47Z,2022-01-28T11:42:33Z,173.63.81.161,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),Rare Bird Alert,Yes,Yes,January 12 2022,Booth Bay Harbor Maine,Three or more,Yes,7920,180,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Boothbay Harbor Me,Primarily ate out (dine-in and/or take-out),NA,NA,NA,Take out and breakfast at B&B,2,NA,NA,NA,NA,NA,NA,NA,NA,lower 48,NA,NA,NA,Adding a species to your life list,NA,NA,Expert birder (can identify >300 bird species without a field guide),47 years,Yes,$100 ,100.00,NA,,$175 ,175.00,380,380.00,Yes,Yes,No,No,No,No,65+,Man,NA,White or Caucasian,Other (please specify),Domestic partner,retired,Doctoral degree or equivalent,NA,Retired,1-3 times,Yes,Yes,Touring local parks,Snowy Owl at Biddeford Pool,Walking along the ocean,No,Somewhat likely,No,No,NA,No,Yes,20,30,80,NA
13292873495,414399709,2022-01-28T11:24:11Z,2022-01-28T11:38:17Z,65.96.197.56,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),MA birding email,Yes,Yes,Jan-08-2021,4538,One,Yes,1966,30,Private vehicle,NA,NA,NA,NA,No,0,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),3,No,60,60.00,NA,,45,45.00,0,0.00,No,Yes,Yes,Yes,Yes,No,25-34,Man,NA,White or Caucasian,Single,NA,0,Bachelor's degree or equivalent,NA,Unemployed,"Less than once a year, on average",Yes,No,Pemaquid Point birding,NA,NA,No,Likely,Yes,Yes,iNaturalist,No,Yes,50,NA,NA,"Also car broke down. Towed via AAA and $450 to a local garage in Newcastle, ME"
13292853793,414399709,2022-01-28T11:15:27Z,2022-01-28T11:28:47Z,71.255.94.40,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,16-Jan-22,"West Boothbay Harbor, ME 04575",One,Yes,8879,45,NA,Rental vehicle,NA,NA,NA,No,My wife,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4011,Primarily ate out (dine-in and/or take-out),Fast food,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,No,110,110.00,NA,,80,80.00,free,0.00,No,No,No,No,No,No,55-64,Man,NA,I would rather not say,Married,NA,100,High School,NA,Retired,4-7 times,No,Yes,Tried for Otters near Portland,NA,NA,No,Very unlikely,No,No,x,No,Yes,120,NA,NA,"Unless you own a business, you don't want this eagle anywhere near your house."
13292854957,414399709,2022-01-28T11:15:56Z,2022-01-28T11:28:11Z,68.163.96.90,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,January 13th,Boothbay Harbor Maine,One,Yes,1940,180,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I used to keep a list, now I don't.",NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),Over fifty years,Yes,$30 ,30.00,Na,,0,0.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Bachelor's degree or equivalent,NA,Retired,1-3 times,Yes,No,NA,NA,NA,Yes,Very likely,No,No,NA,No,Yes,100,NA,NA,We live in Massachusetts only 2 1/2 hours away. We go to Maine often.
13292858354,414399709,2022-01-28T11:18:07Z,2022-01-28T11:26:20Z,66.66.236.242,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,02-Jan-22,"Georgetown, ME",One,Yes,4364,30,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,NA,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,NA,NA,Expert birder (can identify >300 bird species without a field guide),50 years,Yes,10,10.00,0,0.00,45,45.00,0,0.00,Yes,No,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,0,High School,NA,Retired,>10 times,No,No,NA,NA,NA,NA,Somewhat unlikely,No,No,NA,No,Yes,150,NA,NA,NA
13292840701,414399709,2022-01-28T11:10:37Z,2022-01-28T11:15:38Z,174.242.68.127,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,1 21 22,Boothbay,One,Yes,4073,60,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,NA,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,3,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,I am not a birder (can identify a few species in my yard),NA,No,80,80.00,Na,,200,200.00,Na,,No,No,No,No,No,No,35-44,Man,NA,White or Caucasian,Married,NA,60,High School,NA,Self-employed,"Less than once a year, on average",No,No,NA,NA,NA,No,Likely,No,No,NA,No,Yes,NA,NA,NA,NA
13292809649,414399709,2022-01-28T10:58:28Z,2022-01-28T11:06:54Z,74.75.56.13,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,21-Jan-22,4554,One,Yes,4653,210,Private vehicle,NA,NA,NA,NA,No,N/A,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,Coffee Shop,1,Life list,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),7,No,60,60.00,NA,,7,7.00,NA,,Yes,Yes,Yes,Yes,Yes,No,18-24,Woman,NA,White or Caucasian,Single,NA,13.1,Bachelor's degree or equivalent,NA,Student,1-3 times,No,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,No,40,NA,NA,NA
13292792688,414399709,2022-01-28T10:51:09Z,2022-01-28T11:03:53Z,172.56.23.205,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,"Dec. 31, 2021","Georgetown, me",One,Yes,3867,180,Private vehicle,NA,NA,NA,NA,No,No carpool,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Packed food for all meals,NA,NA,NA,NA,NA,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,Wildlife photography,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),5,Yes,$20.00 ,20.00,Na,,Na,,Na,,No,No,No,No,No,No,65+,Man,NA,White or Caucasian,Married,NA,Retired,Master's degree or equivalent,NA,Retired,1-3 times,Yes,Yes,Picked up seafood,Bird watch,"Bird watch, site 2",No,Very likely,Yes,Yes,"NH Audubon, local chapter, watchlist",No,Yes,200,NA,NA,Good luck.  Please post/send me results.  stevelauermann@aol.com
13292782498,414399709,2022-01-28T10:47:51Z,2022-01-28T11:00:44Z,96.230.103.47,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,02-Jan-22,"Georgetown, Maine",One,Yes,1845,120,Private vehicle,NA,NA,NA,NA,Yes,4,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, Maine",Brought own snacks but ate main meals out,NA,NA,Sit down,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,I just mark off birds in a guidebook to North America. Any birds I've seen outside of the U.S. are by memory.,NA,NA,NA,NA,NA,Rarity plus the fact it is one of the largest eagles in the world.,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,No,40,40.00,NA,,130,130.00,100,100.00,Yes,Yes,No,No,No,No,45-54,Man,NA,White or Caucasian,Married,NA,NA,Master's degree or equivalent,NA,Self-employed,"Less than once a year, on average",No,No,NA,NA,NA,No,Likely,No,No,NA,Yes,Yes,200,100,NA,NA
13292798105,414399709,2022-01-28T10:53:53Z,2022-01-28T10:59:13Z,73.16.105.212,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,22-Jan-22,BoothBay,One,Yes,3867,15,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Na,Primarily ate out (dine-in and/or take-out),Fast food,NA,NA,NA,2,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,No,$50 ,50.00,Na,,35,35.00,Na,,Yes,Yes,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,$30 ,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,60,NA,NA,NA
13292779969,414399709,2022-01-28T10:46:51Z,2022-01-28T10:58:55Z,32.215.131.232,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,"January 21, 2022; January 22, 2022","Boothbay Harbor, ME",Two,Yes,6403,120,Private vehicle,NA,NA,NA,NA,Yes,one,Yes,Yes,two,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Boothbay Harbor, ME",Brought own snacks but ate main meals out,NA,NA,Sit down,NA,3,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,NA,Adding a species to your life list,NA,NA,Expert birder (can identify >300 bird species without a field guide),12,No,$50.00 ,50.00,NA,,$100.00 ,100.00,$280.00 ,280.00,Yes,Yes,No,No,No,No,65+,Woman,NA,White or Caucasian,Single,NA,NA,Master's degree or equivalent,NA,Self-employed,>10 times,Yes,Yes,Shorebird viewing & photography,Landscape photography,Forest walks,No,Likely,No,No,NA,No,Yes,100,300,400,We also stopped at the Chamber of Commerce for information and purchased items in a number of the local shops.
13292784402,414399709,2022-01-28T10:48:06Z,2022-01-28T10:57:03Z,24.198.188.158,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,13-Jan-22,"Boothbay Harbor, Maine",One,Yes,4355,10,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Packed food for all meals,NA,NA,NA,NA,NA,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),43,Yes,$12 ,12.00,na,,0,0.00,0,0.00,No,No,No,No,No,No,65+,Woman,NA,I would rather not say,Married,NA,retired,Bachelor's degree or equivalent,NA,Retired,"Less than once a year, on average",No,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,15,NA,NA,NA
13292781182,414399709,2022-01-28T10:46:29Z,2022-01-28T10:55:40Z,69.50.62.227,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,21-Jan-22,"Southport, Maine",One,Yes,5647,240,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4538,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,4,Life list,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),12,No,50,50.00,Na,,150,150.00,120,120.00,Yes,Yes,No,No,No,No,35-44,Woman,NA,White or Caucasian,Married,NA,17,High School,NA,Employed - full time,1-3 times,Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,100,NA,NA,NA
13292788580,414399709,2022-01-28T10:49:25Z,2022-01-28T10:54:57Z,76.23.222.141,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,Na,Harpswell,One,Yes,4530,30,Private vehicle,NA,NA,NA,NA,Yes,Suppose we did. Family of 3,No,No,0,NA,NA,NA,NA,NA,I did not use accommodations,We are locals,Na,Packed food for all meals,NA,NA,NA,Na,0,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,NA,"Bored, was something new to do",I am not a birder (can identify a few species in my yard),0,No,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13292725380,414399709,2022-01-28T10:26:09Z,2022-01-28T10:37:32Z,76.100.116.76,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,15-Jan-22,"Boothbay, ME",One,Yes,21701,90,Private vehicle,NA,NA,NA,NA,No,n/a,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4538,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,2,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),6,Yes,144,144.00,n/a,,100,100.00,300,300.00,No,No,No,No,No,No,35-44,Prefer not to say,NA,I would rather not say,NA,NA,NA,Master's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,birding at state parks,NA,NA,No,Very likely,Yes,No,n/a,No,Yes,30,50,NA,"I hope this isn't some kind of initiative to start charging fees to see rare birds. Wildlife are for all to enjoy, not just those with wealth. Charging a fee to see a rare bird would turn rare birds into nothing more than a profit margin."
13292651745,414399709,2022-01-28T09:57:54Z,2022-01-28T10:12:00Z,24.233.99.119,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,16-Jan-22,"Boothbay Harbor, ME",Three or more,Yes,4073,15,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),25,No,90,90.00,Na,,60,60.00,Na,,Yes,Yes,No,No,No,No,35-44,Man,NA,White or Caucasian,Married,NA,21,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,No,NA,NA,NA,No,Likely,Yes,No,NA,No,Yes,25,20,40,"We made our first trip up to Georgetown, ME with a couple of friends on 1/1/22, did not see the eagle. We made a second trip with same friends to Boothbay Harbor on 1/15/22, did not see the eagle. My wife and I made a second trip to Boothbay Harbor on 1/16 and we finally caught a not-great glimpse of the eagle, but it counts!"
13292642128,414399709,2022-01-28T09:54:13Z,2022-01-28T10:05:36Z,130.111.215.135,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,"Jan. 16, 2022","Boothbay, ME",Two,Yes,4468,20,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both: made meals and ate out,NA,NA,Sit down,NA,1,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,Wildlife photography,NA,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),1,No,40,40.00,NA,,50,50.00,NA,,No,No,No,No,No,No,45-54,Man,NA,White or Caucasian,Married,NA,NA,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Ice skating on local lakes,NA,NA,No,Somewhat likely,No,No,NA,No,Yes,100,100,NA,Thanks
13292621919,414399709,2022-01-28T09:46:05Z,2022-01-28T09:49:04Z,67.255.27.48,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,NA,One,Yes,4274,NA,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),NA,No,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13292547108,414399709,2022-01-28T09:15:58Z,2022-01-28T09:25:15Z,70.105.229.172,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,31-Dec-21,"Georgetown, ME",Three or more,Yes,4032,60,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Both: made meals and ate out,NA,NA,Sit down,NA,2,Life list,NA,State list,NA,NA,NA,NA,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),20,Yes,20,20.00,NA,,60,60.00,0,0.00,Yes,No,No,No,No,No,35-44,Woman,NA,White or Caucasian,Single,NA,32,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Birding,Picking up litter,NA,No,Neither likely nor unlikely,No,No,NA,No,No,300,100,150,People parked their cars like jerks!
13292534551,414399709,2022-01-28T09:11:35Z,2022-01-28T09:21:20Z,174.196.202.94,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,08-Jan-22,"West Boothbay, ME",One,Yes,4551,60,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,I just journal my sightings personally,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),5,Yes,10,10.00,NA,,0,0.00,0,0.00,Yes,Yes,No,No,No,No,45-54,Woman,NA,White or Caucasian,Married,NA,25,Master's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Birding,Hiking,Photography,No,Very likely,No,No,NA,No,Yes,25,NA,NA,It was a gift to see this magnificent bird. So thankful.
13292501225,414399709,2022-01-28T08:58:51Z,2022-01-28T09:06:43Z,67.244.51.214,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,02-Jan-22,"Georgetown Island, Maine",One,Yes,4101,30,Private vehicle,NA,NA,NA,NA,No,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,Visiting a beautiful area,Intermediate birder (can identify >100 but <300 bird species without a field guide),1,No,10,10.00,NA,,0,0.00,0,0.00,NA,No,No,No,No,No,25-34,Man,NA,White or Caucasian,Single,NA,30,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Went to nearby state park,NA,NA,No,Very likely,Yes,No,NA,No,No,50,NA,NA,NA
13292493263,414399709,2022-01-28T08:56:01Z,2022-01-28T09:06:25Z,108.35.10.105,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,Yes,Yes,12-Jan-22,Boothbay Harbor Maine,One,Yes,8824,45,Private vehicle,NA,NA,NA,NA,No,1,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, Maine",Both: made meals and ate out,NA,NA,Sit down,NA,1,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),48,Yes,$75 ,75.00,NA,,$20 ,20.00,$98 ,98.00,Yes,No,No,No,No,No,65+,Man,NA,White or Caucasian,Married,NA,$83 ,Master's degree or equivalent,NA,Employed - part time,4-7 times,No,No,NA,NA,NA,No,Very unlikely,Yes,No,NA,No,No,40,NA,NA,NA
13292470616,414399709,2022-01-28T08:47:36Z,2022-01-28T08:55:32Z,76.119.93.176,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,02-Jan-22,"Georgetown, ME",One,Yes,4032,30,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,NA,General store,1,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),5,No,20,20.00,NA,,15,15.00,0,0.00,Yes,Yes,Yes,Yes,Yes,No,35-44,Man,NA,White or Caucasian,Married,NA,30,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Hike,NA,NA,No,Somewhat likely,No,No,NA,No,Yes,100,NA,NA,NA
13292466023,414399709,2022-01-28T08:45:34Z,2022-01-28T08:47:36Z,130.64.247.6,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,No,I did not see the eagle,NA,booth harbor ME,One,Yes,1536,120,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13292434575,414399709,2022-01-28T08:33:26Z,2022-01-28T08:45:04Z,161.11.160.156,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,22-Jan-22,4554,One,Yes,12486,140,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Both: made meals and ate out,NA,NA,Sit down,NA,1,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),6,No,35,35.00,NA,,25,25.00,0,0.00,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Single,NA,17,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,No,NA,NA,NA,No,Likely,No,No,NA,No,No,60,NA,NA,NA
13292389551,414399709,2022-01-28T08:17:07Z,2022-01-28T08:39:45Z,155.47.185.136,"I agree, start questionnaire",I understand,Yes,Yes,No,Newsletter,NA,Yes,Yes,12/31/2021,"Georgetown, Maine",One,Yes,4627,180,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,Bought snacks there,1,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),3,Yes,20,20.00,NA,,10,10.00,NA,,Yes,No,No,No,No,No,18-24,Man,NA,White or Caucasian,Single,NA,I’m a student,Bachelor's degree or equivalent,NA,Student,1-3 times,Yes,No,NA,NA,NA,No,Somewhat likely,Yes,No,NA,No,No,200,NA,NA,NA
