respondent_ID,IP_Address,bad_response,first_date,date_text,location_attempt,how_many_trips,leave_home,home_zip,minutes_observed,travel_mode_1,travel_mode_2,travel_mode_3,travel_mode_4,travel_mode_5,carpool,carpool_count,primary_purpose,overnight,overnight_count,accomodation_1,accomodation_2,accomodation_3,accomodation_4,accomodation_5,accomodation_6,accomodation_7,accomodation_location,food,dining_type_1,dining_type_2,dining_type_3,dining_type_4,dine_out_count,bird_list_1,bird_list_2,bird_list_3,bird_list_4,bird_list_5,bird_list_6,bird_list_7,bird_list_8,bird_list_9,motivation_1,motivation_2,motivation_3,motivation_4,motivation_5,motivation_6,birding_experience,years_birding,bird_org,gas_expense,airfare_expense,meal_expense,accomodation_expense,donation_5,donation_25,donation_50,donation_75,donation_100,donation_200,age,gender_1,gender_2,race,marital_status_1,marital_status_2,hourly_wage,education_1,education_2,employment_status,vagrant_travel_freq,other_birding,other_natural,natural_activities_1,natural_activities_2,natural_activities_3,puffin,revist,ebird,other_database,which_other_database,twitter,facebook,how_many_other_birders_1,how_many_other_birders_2,how_many_other_birders_3
13291250499,98.118.49.109,,,Jan-00-1900,"Somerset, Massachusetts",One,Yes,1109,,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,Life list,Country list,State list,,County list,,,,,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),1,Yes,0,NA,0,0,Yes,Yes,Yes,Yes,Yes,Yes,25-34,Non-binary / non-conforming,,White or Caucasian,Single,,0,Other (please specify),JD,Unemployed,>10 times,Yes,No,,,,,Very unlikely,Yes,No,,,,6,,
13291255320,73.61.89.64,,,Jan-00-1900,"Boothbay Harbor, Maine",Two,Yes,3824,300,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,,Fast Casual,,,1,Life list,Country list,State list,,,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),3,Yes,30,0,10,0,Yes,Yes,Yes,Yes,Yes,No,25-34,Woman,,White or Caucasian,Single,,12,Bachelor's degree or equivalent,,Student,1-3 times,Yes,No,,,,No,Very likely,No,No,,,,8,40,
13291249521,71.184.135.199,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,,1945,20,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,Once,,,,,,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),1,No,60,NA,50,NA,Yes,Yes,Yes,Yes,Yes,No,55-64,Man,,White or Caucasian,Married,,140,Doctoral degree or equivalent,,Employed - full time,>10 times,Yes,No,NA,,,No,Very likely,Yes,No,NA,No,Yes,50,,
13291255193,72.93.255.71,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",One,Yes,2043,15,Private vehicle,,,,,Yes,1,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),Fast food,,,,1,,,,,,I only keep lists on eBird,,,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),2,Yes,50,NA,50,0,Yes,Yes,No,No,No,No,35-44,Woman,,White or Caucasian,Married,,22,Doctoral degree or equivalent,,Employed - full time,>10 times,No,No,,,,No,Very likely,Yes,No,,No,Yes,50,,
13291252756,96.252.91.68,,9-Jan-22,Jan-09-2022,"Boothbay Harbor, Maine",Three or more,Yes,1749,10,Private vehicle,,,,,No,NA,Yes,Yes,7,,Hotel/Motel/Inn,,,,,,"Freeport, Maine, USA",Primarily ate out (dine-in and/or take-out),,Fast Casual,Sit down,,5,Life list,,,,,,,,,Wildlife photography,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,No,O,Na,200,400,Yes,Yes,Yes,Yes,Yes,No,18-24,Woman,,White or Caucasian,Single,,15,High School,,Employed - part time,1-3 times,Yes,Yes,Hiking ,,,No,Likely,No,No,Na,No,Yes,15,25,
13291228276,74.77.170.19,,12-Jan-22,Jan-12-2022,"Georgetown, Maine",Three or more,Yes,4260,40,Private vehicle,,,,,Yes,4,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,Sit down,,3,Life list,,,,,,,,,,,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,Yes,120,NA,100,0,Yes,No,No,No,No,No,35-44,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Self-employed,4-7 times,Yes,No,,,,No,Very likely,No,No,NA,No,Yes,100,7,45
13291232289,69.206.50.237,,22-Jan-22,Jan-22-2022,"Bristol, Maine ",One,Yes,12561,185,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,Sit down,,1,Life list,,,,,I only keep lists on eBird,,,,,,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),14,No,23,NA,30,0,Yes,Yes,No,No,No,No,25-34,Woman,,White or Caucasian,Single,,17,Master's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Somewhat likely,Yes,No,,No,No,60,,
13291215166,216.21.198.111,,,Jan-00-1900,"Boothbay Harbor, Maine",Three or more,Yes,4551,140,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,,NA,,,,,,,,,,,,,I don't know what a bird list is,,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),48,No,,,,,,,,,,,45-54,Woman,,White or Caucasian,Single,,NA,Bachelor's degree or equivalent,,Self-employed,"Less than once a, on average",No,No,,,,No,,No,No,,No,No,4,100,75
13291225327,71.235.181.126,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,2045,60,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,N/A,0,Life list,,State list,,,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),4,Yes,30,N/A,0,0,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Woman,,White or Caucasian,Single,,13,Master's degree or equivalent,,Unemployed,1-3 times,Yes,Yes,Birding,Hiking ,Viewing non-avian wildlife,No,Likely,Yes,No,N/A,No,No,50,,
13291214035,174.242.77.239,,,Jan-00-1900,"Pemaquid Harbor, Maine",One,Yes,4530,,Private vehicle,,,,,No,1,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,Curiosity,Beginner birder (can identify <100 bird species without a field guide),3,No,8,NA,0,0,Yes,No,No,No,No,No,65+,Woman,,White or Caucasian,Single,,NA,Master's degree or equivalent,,Retired,"Less than once a, on average",Yes,Yes,Sightseeing,Photography,Walking,No,Very likely,No,No,,No,No,75,,
13291206398,216.21.200.143,,22-Jan-22,Jan-22-2022,4558,Two,No,4558,60,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,,NA,,,,,,,Life list,,,,,,,,Year list,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),35,Yes,3,Na,Na,Na,Yes,Yes,No,No,No,No,65+,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Retired,"Less than once a, on average",No,No,,,,,,No,No,,No,Yes,40,150,
13291193903,71.176.123.216,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,13027,,Private vehicle,,,,,No,NA,Yes,Yes,4,,Hotel/Motel/Inn,,,,,,4538,Both: made meals and ate out,,Fast Casual,,,2,Life list,,,,,,,,,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),20,Yes,85,NA,120,575,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,Asian or Pacific Islander,Married,,25,Bachelor's degree or equivalent,,Retired,1-3 times,Yes,Yes,Hiking trails,,,No,Very likely,,,,,,35,10,
13290841554,174.242.65.102,,2-Jan-22,Jan-02-2022,4548,One,Yes,10025,180,Private vehicle,,,,,Yes,3,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,4011,Brought own snacks but ate main meals out,,,Sit down,,1,Life list,,State list,,County list,I only keep lists on eBird,,,,,Rarity of the species,,,,,Expert birder (can identify >300 bird species without a field guide),19,Yes,50,NA,50,65,Yes,Yes,No,No,No,No,65+,Woman,,Asian or Pacific Islander,Single,,65,Bachelor's degree or equivalent,,Employed - full time,>10 times,Yes,No,,,,No,Very likely,Yes,No,,Yes,No,120,40,
13291212001,174.210.224.45,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291190552,38.101.95.18,,,Jan-00-1900,"Boothbay Harbor, Maine",One,Yes,6109,0,Private vehicle,,,,,No,NA,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,4556,Primarily ate out (dine-in and/or take-out),,,Sit down,,2,,,State list,,,,,,,,Rarity of the species,,,,,Beginner birder (can identify <100 bird species without a field guide),17,No,110,NA,96,165,Yes,No,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,0,High School,,Unemployed,4-7 times,Yes,Yes,Visited lighthouse,,,No,Very likely,No,No,,No,Yes,60,,
13290986946,208.117.90.83,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291157628,67.244.57.57,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",Three or more,Yes,4102,480,Private vehicle,,,,,Yes,2 people x 3 separate times,Yes,Yes,2,,,,AirBnB,,,,4537,Brought own snacks but ate main meals out,,,Sit down,,3,Life list,,State list,,,,,,"I am not a manic list keeper, but I do use bird",,Rarity of the species,,,Unlikely you would encounter the bird again,"I also am interested in the whole bird nerd phenomenon, and I enjoyed talking to the people and finding out where they traveled from",Intermediate birder (can identify >100 but <300 bird species without a field guide),30,Yes,125,,130,500,Yes,Yes,No,No,No,No,55-64,Woman,,White or Caucasian,Other (please specify),domestic partner,30,Bachelor's degree or equivalent,,Employed - part time,"Less than once a, on average",Yes,Yes,Traveled and observed birds at Reid State Park and Southport,,,No,Likely,No,No,,No,Yes,100,,
13291169185,130.111.213.183,,16-Jan-22,Jan-16-2022,"Boothbay Harbor, Maine",One,Yes,4469,20,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,1,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,Yes,25,NA,30,0,Yes,Yes,No,No,No,No,65+,Woman,,White or Caucasian,Married,,200,Doctoral degree or equivalent,,Employed - full time,1-3 times,Yes,Yes,Birding,Photography,,No,Somewhat likely,No,No,NA,No,No,100,,
13291181336,24.147.44.37,,,Jan-00-1900,,,,2779,,,,,,,NA,NA,,No,NA,,,,,,I did not use accommodations,,NA,,,,,,,,,,,,,I don't know what a bird list is,,,,Rarity of the species,,,,,I am not a birder (can identify a few species in my yard),0,No,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291175747,96.252.100.163,,2-Jan-22,Jan-02-2022,"Georgetown, Maine",One,Yes,1983,60,Private vehicle,,,,,Yes,3,Yes,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291158501,67.253.88.96,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",One,Yes,4282,180,Private vehicle,,,,,NA,0,Yes,No,0,,,,,,I did not use accommodations,,NA,,,,,None,0,Life list,,,,,,,,,,,,,,I like birds,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,No,12,Na,Na.. ate at home ,Na,No,No,No,No,No,No,45-54,Man,,White or Caucasian,Married,,25,High School,,Employed - full time,"Less than once a, on average",Yes,Yes,Beach combing,Hiking,Gathered wood for knife handles ,No,Likely,No,No,,No,Yes,50,,
13291176777,172.58.221.40,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291163759,98.2.211.84,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",Two,Yes,4110,10,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,,,2,,,,,,I only keep lists on eBird,,,,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,,,Beginner birder (can identify <100 bird species without a field guide),3,Yes,0,NA,30,NA,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Man,,White or Caucasian,Married,,60,Master's degree or equivalent,,Self-employed,1-3 times,Yes,Yes,Hiking,,,No,Likely,Yes,No,NA,No,No,40,20,
13291171995,174.192.199.106,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291153057,66.24.150.19,,13-Jan-22,Jan-13-2022,"Boothbay Harbor, Maine",Two,Yes,4614,121,Private vehicle,,,,,Yes,2,Yes,Yes,3,Friend/relative's home,,,,,,,4537,Both: made meals and ate out,,,,one lunch and one roast chicken take out from supermarket and one pizza dinner take out,3,Life list,,,,,,,,,Wildlife photography,,,Adding a species to your life list,,helping my elderly Dad see the bird,Beginner birder (can identify <100 bird species without a field guide),2,No,45,na,60,0,Yes,No,No,No,No,No,55-64,Woman,,White or Caucasian,Married,,35,Bachelor's degree or equivalent,,Retired,"Less than once a, on average",Yes,No,,,,No,Somewhat likely,No,No,,No,Yes,0,200,
13291168568,174.212.1.251,,,Jan-00-1900,,One,Yes,32256,,,Rental vehicle,,,,No,NA,Yes,Yes,2,,Hotel/Motel/Inn,,,,,,NA,Primarily ate out (dine-in and/or take-out),,Fast Casual,Sit down,,4,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291145594,73.17.57.188,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",Three or more,Yes,4079,30,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,,N/A,NA,Packed food for all meals,,,,NA,NA,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),35,Yes,15 gallons,NA,0,0,Yes,Yes,No,No,No,No,65+,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,"Less than once a, on average",Yes,No,,,,Yes,Very likely,Yes,No,,No,No,25,30,30
13291144144,98.4.140.178,,21-Jan-22,Jan-21-2022,"Bristol, Maine ",One,Yes,4347,45,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Brought own snacks but ate main meals out,,,,,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),20,No,5,NA,0,0,Yes,No,No,No,No,No,35-44,Woman,,White or Caucasian,Single,,27,Master's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,Yes,Tide pooling,,,No,Neither likely nor unlikely,No,No,,No,No,30,,
13291152024,24.146.187.169,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291121082,69.54.17.81,,1/22/2022,Jan-22-2022,"New Harbor, Maine",One,Yes,5871,1,Private vehicle,,,,,Yes,2,Yes,Yes,1,Friend/relative's home,,,,,,,4079,Both: made meals and ate out,,,,Pizza takeout,1,Life list,,,,,,,,,,,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,No,55,NA,50,0,Yes,Yes,Yes,Yes,Yes,No,55-64,Woman,,White or Caucasian,Married,,42,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,Yes,Sea duck and bald and golden eagle identification ,,,No,Likely,No,No,,No,No,200,20,
13291129863,96.30.179.93,,11/3/2021,Nov-03-2021,"Falmouth, Nova Scotia",One,Yes,,80,Private vehicle,,,,,Yes,3,Yes,No,NA,,,,,,,,NA,Brought own snacks but ate main meals out,Fast food,,,,1,Life list,Country list,,Province list,,,,,,,,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,,,Expert birder (can identify >300 bird species without a field guide),55,Yes,15CAD,NA,6CAD,NA,Yes,No,No,No,No,No,55-64,Man,,White or Caucasian,Married,,NA,High School,,Retired,>10 times,Yes,No,,,,,Likely,Yes,Yes,iNaturalist,Yes,Yes,25,,
13291132036,64.222.209.42,,Jan-22-2022,Jan-22-2022,"Pemaquid Harbor, Maine",One,Yes,4453,120,Private vehicle,,,,,Yes,2,Yes,Yes,2,Friend/relative's home,,,,,,,"Portland, Maine, USA",Brought own snacks but ate main meals out,,Fast Casual,Sit down,,1,,,,,,,,I don't keep bird lists,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,,I am not a birder (can identify a few species in my yard),0.5,No,0,na,25,0,Yes,Yes,No,No,No,No,25-34,Woman,,White or Caucasian,Single,,15,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Likely,No,No,,No,No,,,
13291127071,67.253.26.160,,,Jan-00-1900,"Pemaquid Point, Maine",One,Yes,4841,15,Private vehicle,,,,,Yes,2,Yes,No,NA,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,,,I don't keep bird lists,,,,,,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),5,No,5,Na,0,0,Yes,Yes,No,No,No,No,35-44,Woman,,White or Caucasian,Single,,80,Master's degree or equivalent,,Employed - full time,"Less than once a, on average",No,No,,,,No,Very likely,No,No,,No,No,20,,
13291132868,76.173.11.119,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291110139,174.192.4.47,,,Jan-00-1900,"Bristol, Maine ",Two,Yes,6483,100,Private vehicle,,,,,No,NA,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Rockland, Maine, USA",Both: made meals and ate out,Fast food,,,,2,Life list,,State list,,,,,,,,Rarity of the species,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),19,Yes,100,NA,70,130,Yes,Yes,Yes,Yes,Yes,Yes,35-44,Woman,,White or Caucasian,Married,,120,Doctoral degree or equivalent,,Employed - full time,1-3 times,Yes,No,,,,No,Likely,Yes,No,,No,Yes,30,150,
13291098911,74.75.193.142,,31-Dec-21,Dec-31-2021,"Georgetown, Maine",Two,Yes,4915,210,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,,,Sit down,,1,,,,,,I only keep lists on eBird,,,,,,,,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),55,Yes,65,NA,40,0,Yes,Yes,Yes,Yes,Yes,No,65+,Man,,White or Caucasian,Married,,30,Master's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Neither likely nor unlikely,Yes,No,NA,No,Yes,250,7,
13291090385,75.136.93.57,,20-Dec-21,Dec-20-2021,2726,One,Yes,1605,45,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,,,,,,0,Life list,,,,,,,,,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),3,Yes,16,NA,O,0,Yes,Yes,No,No,No,No,25-34,Man,,Asian or Pacific Islander,Single,,20,Master's degree or equivalent,,Employed - full time,>10 times,No,No,,,,No,Somewhat unlikely,No,No,,No,No,40,,
13291090742,24.198.211.130,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",Three or more,Yes,4345,45,Private vehicle,,,,,No,0,Yes,No,0,,,,,,I did not use accommodations,,NA,Primarily ate out (dine-in and/or take-out),,,Sit down,,2,,,,,,I only keep lists on eBird,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,Unlikely you would encounter the bird again,It was within an hour from my house.,Intermediate birder (can identify >100 but <300 bird species without a field guide),4,Yes,30,NA,60,0,Yes,No,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,26,Doctoral degree or equivalent,,Employed - full time,1-3 times,Yes,Yes,Photography,Birding,Walking/hiking with dog,No,Very likely,No,No,NA,No,Yes,50,75,50
13291087574,98.11.130.51,,,Jan-00-1900,4538,Three or more,No,4538,,Private vehicle,,,,,Yes,2,Yes,No,NA,,,,,,I did not use accommodations,,NA,,,,,,0,,,,,,,,I don't keep bird lists,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),10,No,10,N/a,0,0,Yes,Yes,No,No,No,No,45-54,Woman,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,"Less than once a, on average",No,No,,,,No,,No,No,,,,,,
13291027378,151.203.62.181,,12/31/2021,Dec-31-2021,"Five Islands, Maine",Three or more,Yes,1775,360,Private vehicle,Rental vehicle,,,,Yes,3,Yes,Yes,3,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Both: made meals and ate out,,,,Grocery store ,5,Life list,,,,,,,,,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),15,Yes,150,NA,150,475,Yes,Yes,Yes,Yes,Yes,No,65+,Man,,White or Caucasian,Married,,85,Bachelor's degree or equivalent,,Self-employed,>10 times,Yes,Yes,Photograph shorebirds ,Photograph raptors  ,"Meet and socialize with other photographers, birders, and local people. ",No,Very likely,No,No,NA,No,Yes,60,50,15
13291072135,104.28.78.127,,15-Jan-22,Jan-15-2022,"Boothbay Harbor, Maine",One,Yes,18974,180,Private vehicle,,,,,Yes,2,Yes,Yes,1,,Hotel/Motel/Inn,,,,,,"Bath, Maine, USA",Packed food for all meals,,,,,,Life list,,,,,I only keep lists on eBird,,,,,Rarity of the species,,,Unlikely you would encounter the bird again,,Intermediate birder (can identify >100 but <300 bird species without a field guide),15,Yes,80,Na,20,160,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,,White or Caucasian,Married,,NA,Bachelor's degree or equivalent,,Employed - full time,"Less than once a, on average",Yes,No,,,,No,Unlikely,Yes,No,,Yes,Yes,60,,
13291064857,74.104.156.151,,24-Jan-22,Jan-24-2022,"Boothbay Harbor, Maine",One,Yes,2474,80,Private vehicle,,,,,No,NA,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,NA,0,Life list,,,,,I only keep lists on eBird,,,,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),12,No,40,NA,0,0,Yes,Yes,No,No,No,No,18-24,Man,,White or Caucasian,Single,,NA,Bachelor's degree or equivalent,,Employed - full time,8-10 times,Yes,No,,,,No,Somewhat likely,Yes,No,,No,No,20,,
13291058260,174.202.67.43,,21-Jan-22,Jan-21-2022,"Boothbay Harbor, Maine",One,Yes,46143,360,Private vehicle,,,,,Yes,3,Yes,Yes,3,,Hotel/Motel/Inn,,,,,,"Boothbay Harbor, Maine, USA",Brought own snacks but ate main meals out,Fast food,,Sit down,,6,Life list,Country list,State list,,County list,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),18,Yes,300,NA,500,300,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Woman,,I would rather not say,Single,,12,High School,,Student,1-3 times,Yes,No,,,,No,Very likely,Yes,No,,No,Yes,50,150,
13291056318,75.69.17.199,,2-Jan-22,Jan-02-2022,4548,Two,Yes,4086,90,Private vehicle,,,,,Yes,3,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,,0,,,,,,I only keep lists on eBird,,,,,,,Adding a species to your life list,,,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,No,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291032224,67.253.119.49,,1-Jan-22,Jan-01-2022,"Georgetown, Maine",One,Yes,4210,5,Private vehicle,,,,,Yes,2,Yes,No,0,,,,,,I did not use accommodations,,NA,Packed food for all meals,,,,NA,0,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),3,No,6,NA,0,0,Yes,Yes,No,No,No,No,18-24,Woman,,White or Caucasian,Single,,0,Bachelor's degree or equivalent,,Unemployed,"Less than once a, on average",No,No,,,,No,Likely,No,No,,No,Yes,100,,
13291055401,198.57.92.154,,,Jan-00-1900,,,,,,,,,,,NA,NA,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291012406,65.96.35.165,,6-Jan-22,Jan-06-2022,"Boothbay Harbor, Maine",Two,Yes,4032,300,Private vehicle,,,,,No,NA,Yes,No,NA,,,,,,I did not use accommodations,,NA,Both: made meals and ate out,,Fast Casual,,,1,Life list,,,,,,,,,,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,,Beginner birder (can identify <100 bird species without a field guide),NA,No,10,Na,30,0,No,No,No,No,No,No,,,,,,,NA,,,,,,,,,,,,,,,,,,,
13291001367,174.215.67.108,,24-Jan-22,Jan-24-2022,"McKown Point Rd, West Boothbay Harbor, Maine 04575",One,Yes,37641,60,,Rental vehicle,Plane,,,No,NA,Yes,Yes,4,,Hotel/Motel/Inn,,,,,,"Freeport, Maine, USA",Brought own snacks but ate main meals out,,,Sit down,,3,Life list,,,,County list,I only keep lists on eBird,,,,,Rarity of the species,,Adding a species to your life list,Unlikely you would encounter the bird again,,Expert birder (can identify >300 bird species without a field guide),52,Yes,75,833,150,363,No,No,No,No,No,No,55-64,Man,,White or Caucasian,Married,,NA,Master's degree or equivalent,,Retired,4-7 times,Yes,No,,,,No,Very likely,Yes,No,Na,No,No,25,,
