S/Transect,Quadra,SpCode,DKH,code,Base stems,Basal area (sq cm),Hmin,Hmax,CanDepth,Crwn D1,Crwn D2,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,CanVol 
M1,M128,ACACBR,2.2,LM,M,3.80,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.9,LM,M,2.83,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,2.1,,b,3.46,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,2.4,M,M,4.52,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,2.3,IMQ,M,4.15,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M128,ACACME,2.5,L,b,4.91,,,,,,,,,,,,,,,,,
M1,M128,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M128,ACACET,7.5,,b,44.16,,,,,,,,,,,,,,,,,
M1,M128,ACACET,3.2,M,M,8.04,,,,,,,,,,,,,,,,,
M1,M128,ACACME,7.2,,b,40.69,,,,,,,,,,,,,,,,,
M1,M128,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M128,ACACME,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M128,ACACME,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M128,ACACME,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M128,ACACME,4,M,M,12.56,,,,,,,,,,,,,,,,,
M1,M128,ACACME,5.9,M,M,27.33,,,,,,,,,,,,,,,,,
M1,M128,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M128,ACACME,6.7,M,M,35.24,,,,,,,,,,,,,,,,,
M1,M128,ACACME,4,M,M,12.56,,,,,,,,,,,,,,,,,
M1,M128,ACACME,4.6,M,M,16.61,,,,,,,,,,,,,,,,,
M1,M128,ACACME,5.9,M,M,27.33,,,,,,,,,,,,,,,,,
M1,M128,ACACME,2.5,M,M,4.91,,,,,,,,,,,,,,,,,
M1,M128,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M128,ACACME,5.2,M,M,21.23,,,,,,,,,,,,,,,,,
M1,M128,ACACME,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.3,,b,1.33,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2,,b,3.14,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.3,,b,1.33,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.6,,b,2.01,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.9,IM,M,2.83,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.8,I,b,2.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.3,IMQ,M,4.15,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,,b,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.2,,b,3.80,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.4,,b,4.52,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M129,ACACME,17.8,MQ,M,248.72,,,,,,,,,,,,,,,,,
M1,M129,ACACME,12.6,M,M,124.63,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.9,,b,2.83,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.7,,b,2.27,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,L,b,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2,,b,3.14,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.1,,b,0.95,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M129,ACACME,11.4,,b,102.02,,,,,,,,,,,,,,,,,
M1,M129,ACACME,4.2,M,M,13.85,,,,,,,,,,,,,,,,,
M1,M129,ACACME,6.3,M,M,31.16,,,,,,,,,,,,,,,,,
M1,M129,ACACME,4,M,M,12.56,,,,,,,,,,,,,,,,,
M1,M129,ACACME,6.6,M,M,34.19,,,,,,,,,,,,,,,,,
M1,M129,ACACME,5.5,L,b,23.75,,,,,,,,,,,,,,,,,
M1,M129,ACACME,5.2,M,M,21.23,,,,,,,,,,,,,,,,,
M1,M129,ACACME,8.1,M,M,51.50,,,,,,,,,,,,,,,,,
M1,M129,ACACME,9.8,M,M,75.39,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,2,IM,M,3.14,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M129,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M130,ACACME,12,,b,113.04,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3.9,M,M,11.94,,,,,,,,,,,,,,,,,
M1,M130,ACACME,5.6,M,M,24.62,,,,,,,,,,,,,,,,,
M1,M130,ACACME,5.8,M,M,26.41,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3.8,M,M,11.34,,,,,,,,,,,,,,,,,
M1,M130,ACACME,4.5,M,M,15.90,,,,,,,,,,,,,,,,,
M1,M130,ACACME,5.3,M,M,22.05,,,,,,,,,,,,,,,,,
M1,M130,ACACME,9.1,M,M,65.01,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3.5,M,M,9.62,,,,,,,,,,,,,,,,,
M1,M130,ACACME,8,M,M,50.24,,,,,,,,,,,,,,,,,
M1,M130,ACACME,16.8,,b,221.56,,,,,,,,,,,,,,,,,
M1,M130,ACACME,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M130,ACACME,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M130,ACACME,6,M,M,28.26,,,,,,,,,,,,,,,,,
M1,M130,ACACME,9.6,M,M,72.35,,,,,,,,,,,,,,,,,
M1,M130,ACACME,7.9,M,M,48.99,,,,,,,,,,,,,,,,,
M1,M130,ACACME,4.3,M,M,14.51,,,,,,,,,,,,,,,,,
M1,M130,ACACME,5.5,M,M,23.75,,,,,,,,,,,,,,,,,
M1,M130,ACACME,6.1,M,M,29.21,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3.9,M,M,11.94,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3.5,M,M,9.62,,,,,,,,,,,,,,,,,
M1,M130,ACACME,2.4,M,M,4.52,,,,,,,,,,,,,,,,,
M1,M130,ACACME,3,M,M,7.07,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,,b,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,,b,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACME,8,,b,50.24,,,,,,,,,,,,,,,,,
M1,M131,ACACME,6.5,M,M,33.17,,,,,,,,,,,,,,,,,
M1,M131,ACACME,7,M,M,38.47,,,,,,,,,,,,,,,,,
M1,M131,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M131,ACACME,3,M,M,7.07,,,,,,,,,,,,,,,,,
M1,M131,ACACME,6.9,M,M,37.37,,,,,,,,,,,,,,,,,
M1,M131,ACACME,3.9,M,M,11.94,,,,,,,,,,,,,,,,,
M1,M131,ACACME,5,M,M,19.63,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,MQ,M,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,Q,b,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,Q,b,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,Q,b,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.5,,b,4.91,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.9,,b,2.83,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,,b,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,,b,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.5,,b,4.91,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,3.5,,b,9.62,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,Q,b,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.2,IMQ,M,3.80,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,Q,b,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,QX,b,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,MQ,M,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,LMQ,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,Q,b,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,3.3,MQ,M,8.55,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.8,M,M,6.15,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,,b,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,,b,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,,b,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,,b,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,,b,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,,b,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,,b,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,MQ,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,Q,b,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,Q,b,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,Q,b,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.3,LM,M,4.15,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.1,LQ,b,3.46,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.4,,b,4.52,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2,Q,b,3.14,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.8,,b,2.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.3,,b,4.15,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.3,M,M,4.15,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2,,b,3.14,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,2.2,,b,3.80,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M131,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M131,ACACET,11,M,M,94.99,,,,,,,,,,,,,,,,,
M1,M131,ACACME,9.1,,b,65.01,,,,,,,,,,,,,,,,,
M1,M131,ACACME,5.8,M,M,26.41,,,,,,,,,,,,,,,,,
M1,M131,ACACME,6.7,M,M,35.24,,,,,,,,,,,,,,,,,
M1,M131,ACACME,4.3,M,M,14.51,,,,,,,,,,,,,,,,,
M1,M131,ACACME,4.1,M,M,13.20,,,,,,,,,,,,,,,,,
M1,M131,ACACME,7.1,M,M,39.57,,,,,,,,,,,,,,,,,
M1,M131,ACACME,4.9,M,M,18.85,,,,,,,,,,,,,,,,,
M1,M132,ACACET,12.5,,b,122.66,,,,,,,,,,,,,,,,,
M1,M132,ACACET,12.3,M,M,118.76,,,,,,,,,,,,,,,,,
M1,M132,ACACET,12.2,M,M,116.84,,,,,,,,,,,,,,,,,
M1,M132,ACACET,6.5,M,M,33.17,,,,,,,,,,,,,,,,,
M1,M132,ACACET,8.3,,b,54.08,,,,,,,,,,,,,,,,,
M1,M132,ACACET,5.2,M,M,21.23,,,,,,,,,,,,,,,,,
M1,M132,ACACET,5.9,M,M,27.33,,,,,,,,,,,,,,,,,
M1,M132,ACACET,13.5,,b,143.07,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,9.6,M,M,72.35,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,7.4,M,M,42.99,,,,,,,,,,,,,,,,,
M1,M132,ACACET,22,IQ,b,379.94,,,,,,,,,,,,,,,,,
M1,M132,ACACET,14.4,,b,162.78,,,,,,,,,,,,,,,,,
M1,M132,ACACET,4.5,M,M,15.90,,,,,,,,,,,,,,,,,
M1,M132,ACACET,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M132,ACACME,1.6,IQ,b,2.01,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,MQ,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.3,Q,b,1.33,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.2,Q,b,1.13,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.7,,b,5.72,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.3,,b,1.33,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.7,,b,5.72,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.2,M,M,1.13,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.2,M,M,3.80,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.2,,b,3.80,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.9,,b,2.83,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.9,M,M,2.83,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.5,M,M,4.91,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.5,M,M,1.77,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.5,,b,4.91,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2.1,M,M,3.46,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.4,M,M,1.54,,,,,,,,,,,,,,,,,
M1,M132,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M133,ACACET,7,M,M,38.47,,,,,,,,,,,,,,,,,
M1,M133,ACACME,11,,b,94.99,,,,,,,,,,,,,,,,,
M1,M133,ACACME,7,M,M,38.47,,,,,,,,,,,,,,,,,
M1,M133,ACACME,6.8,M,M,36.30,,,,,,,,,,,,,,,,,
M1,M133,ACACME,6.5,M,M,33.17,,,,,,,,,,,,,,,,,
M1,M133,ACACME,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACME,8.6,M,M,58.06,,,,,,,,,,,,,,,,,
M1,M133,ACACME,7,M,M,38.47,,,,,,,,,,,,,,,,,
M1,M133,ACACME,3.6,M,M,10.17,,,,,,,,,,,,,,,,,
M1,M133,ACACME,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
M1,M133,ACACME,1.1,M,M,0.95,,,,,,,,,,,,,,,,,
M1,M133,ACACET,2.8,Q,b,6.15,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.1,,b,3.46,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.7,M,M,2.27,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1,M,M,0.79,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2.4,M,M,4.52,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,2,M,M,3.14,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.8,M,M,2.54,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.3,M,M,1.33,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.7,,b,2.27,,,,,,,,,,,,,,,,,
M1,M133,ACACBR,1.6,M,M,2.01,,,,,,,,,,,,,,,,,
