"Acacia brevispica biomass (y=48.739x-41.179, r = 0.24)",,,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea     = ?D1D2/4 ,CanVol ,Biomass 
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,31.9295
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,17.3078
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.8,1.2,0.75,3,5,1660,40,25,90,10,0.35,0.28,22.1817
M2,M202,ACACBR,1.3,M,M,1.32665,0.5,1.4,0.9,0.35,3,5,1660,40,25,90,10,0.08,0.05,22.1817
M2,M202,ACACBR,1,,b,0.785,0.5,1.4,0.9,0.35,3,5,1660,40,25,90,10,0.08,0.05,7.56
M2,M202,ACACBR,1.1,M,M,0.94985,0.6,1.1,0.5,0.2,3,5,1660,40,25,90,10,0.03,0.01,12.4339
M2,M202,ACACBR,1.7,M,M,2.26865,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,41.6773
M2,M202,ACACBR,1.4,,b,1.5386,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,22.1817
M2,M202,ACACBR,1.7,,b,2.26865,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,41.6773
M2,M202,ACACBR,1.2,M,M,1.1304,0.7,1.8,1.1,0.65,3,5,1660,40,25,90,10,0.31,0.23,17.3078
M2,M202,ACACBR,1.3,M,M,1.32665,0.3,1.8,1.5,0.35,3,5,1660,40,25,90,10,0.09,0.09,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.3,1.8,1.5,0.35,3,5,1660,40,25,90,10,0.09,0.09,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.3,1.8,1.5,0.35,3,5,1660,40,25,90,10,0.09,0.09,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.3,1.8,1.5,0.35,3,5,1660,40,25,90,10,0.09,0.09,17.3078
M2,M202,ACACBR,1.4,M,M,1.5386,0.3,1.8,1.5,0.35,3,5,1660,40,25,90,10,0.09,0.09,27.0556
M2,M202,ACACBR,2.5,M,M,4.90625,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,80.6685
M2,M202,ACACBR,1.9,,b,2.83385,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,51.4251
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,22.1817
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,22.1817
M2,M202,ACACBR,1.1,,b,0.94985,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,12.4339
M2,M202,ACACBR,1.5,,b,1.76625,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,31.9295
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,17.3078
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,27.0556
M2,M202,ACACBR,1.1,,b,0.94985,0.8,1.4,0.6,0.9,3,5,1660,40,25,90,10,0.57,0.23,12.4339
M2,M202,ACACBR,1.3,M,M,1.32665,0.8,1.1,0.3,0.15,3,5,1660,40,25,90,10,0.02,0,22.1817
M2,M202,ACACBR,1.1,,b,0.94985,0.8,1.1,0.3,0.15,3,5,1660,40,25,90,10,0.02,0,12.4339
M2,M202,ACACBR,1.5,M,M,1.76625,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,31.9295
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,22.1817
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,27.0556
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,22.1817
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.5,0.9,0.9,3,5,1660,40,25,90,10,0.6,0.36,31.9295
M2,M202,ACACBR,2.3,M,M,4.15265,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,70.9207
M2,M202,ACACBR,2.2,,b,3.7994,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,66.0468
M2,M202,ACACBR,1.9,,b,2.83385,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,51.4251
M2,M202,ACACBR,1.8,,b,2.5434,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,46.5512
M2,M202,ACACBR,2,,b,3.14,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,56.299
M2,M202,ACACBR,1.8,,b,2.5434,0.1,0.6,0.5,0.45,3,5,1660,40,25,90,10,0.16,0.05,46.5512
M2,M202,ACACBR,1.6,M,M,2.0096,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,36.8034
M2,M202,ACACBR,1.5,,b,1.76625,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,31.9295
M2,M202,ACACBR,1.2,,b,1.1304,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,17.3078
M2,M202,ACACBR,1.1,,b,0.94985,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,12.4339
M2,M202,ACACBR,1.4,,b,1.5386,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,17.3078
M2,M202,ACACBR,1,,b,0.785,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,7.56
M2,M202,ACACBR,1.2,,b,1.1304,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,17.3078
M2,M202,ACACBR,1.2,,b,1.1304,0.55,1.8,1.25,0.65,3,5,1660,40,25,90,10,0.31,0.26,17.3078
M2,M202,ACACBR,2,M,M,3.14,0.2,1.8,1.6,0.5,3,5,1660,40,25,90,10,0.16,0.18,56.299
M2,M202,ACACBR,1.5,,b,1.76625,0.2,1.3,1.1,0.5,3,5,1660,40,25,90,10,0.16,0.12,31.9295
M2,M202,ACACBR,1.5,,b,1.76625,0.2,1.3,1.1,0.5,3,5,1660,40,25,90,10,0.16,0.12,31.9295
M2,M202,ACACBR,1.6,M,M,2.0096,0.5,1.2,0.7,0.3,3,5,1660,40,25,90,10,0.07,0.03,36.8034
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.2,0.7,0.3,3,5,1660,40,25,90,10,0.07,0.03,17.3078
M2,M202,ACACBR,2.7,M,M,5.72265,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,90.4163
M2,M202,ACACBR,2.3,,b,4.15265,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,70.9207
M2,M202,ACACBR,2.1,,b,3.46185,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,61.1729
M2,M202,ACACBR,1.5,,b,1.76625,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,17.3078
M2,M202,ACACBR,1.5,,b,1.76625,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.45,1.8,1.35,0.53,3,5,1660,40,25,90,10,0.22,0.19,22.1817
M2,M202,ACACBR,2.1,M,M,3.46185,0.9,3.1,2.2,0.53,3,5,1660,40,25,90,10,0.22,0.32,61.1729
M2,M202,ACACBR,1.4,,b,1.5386,0.9,3.1,2.2,0.53,3,5,1660,40,25,90,10,0.22,0.32,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.9,3.1,2.2,0.53,3,5,1660,40,25,90,10,0.22,0.32,17.3078
M2,M202,ACACBR,1.7,M,M,2.26865,0.5,0.95,0.45,0.4,3,5,1660,40,25,90,10,0.12,0.04,41.6773
M2,M202,ACACBR,1.2,,b,1.1304,0.5,0.95,0.45,0.4,3,5,1660,40,25,90,10,0.12,0.04,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.5,0.95,0.45,0.4,3,5,1660,40,25,90,10,0.12,0.04,22.1817
M2,M202,ACACBR,1.4,,b,1.5386,0.5,0.95,0.45,0.4,3,5,1660,40,25,90,10,0.12,0.04,27.0556
M2,M202,ACACBR,1.4,,b,1.5386,0.5,0.95,0.45,0.4,3,5,1660,40,25,90,10,0.12,0.04,27.0556
M2,M202,ACACBR,3.2,M,M,8.0384,0.8,1.8,1,0.5,3,5,1660,40,25,90,10,0.13,0.08,114.7858
M2,M202,ACACBR,3,,b,7.065,0.8,1.8,1,0.5,3,5,1660,40,25,90,10,0.13,0.08,105.038
M2,M202,ACACBR,2.3,,b,4.15265,0.8,1.8,1,0.5,3,5,1660,40,25,90,10,0.13,0.08,70.9207
M2,M202,ACACBR,2,M,M,3.14,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,56.299
M2,M202,ACACBR,1.9,,b,2.83385,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,51.4251
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,17.3078
M2,M202,ACACBR,1.8,,b,2.5434,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,46.5512
M2,M202,ACACBR,1.7,,b,2.26865,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,41.6773
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.24,0.09,17.3078
M2,M202,ACACBR,2.2,M,M,3.7994,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,66.0468
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,22.1817
M2,M202,ACACBR,1.7,,b,2.26865,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,41.6773
M2,M202,ACACBR,1.7,,b,2.26865,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,41.6773
M2,M202,ACACBR,2,,b,3.14,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,56.299
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,31.9295
M2,M202,ACACBR,1,,b,0.785,0.6,1.3,0.7,0.7,3,5,1660,40,25,90,10,0.38,0.18,7.56
M2,M202,ACACBR,1.6,M,M,2.0096,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,36.8034
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,22.1817
M2,M202,ACACBR,1.1,,b,0.94985,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,12.4339
M2,M202,ACACBR,1.5,,b,1.76625,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,31.9295
M2,M202,ACACBR,1.2,,b,1.1304,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,17.3078
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,27.0556
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.9,1.1,0.85,3,5,1660,40,25,90,10,0.57,0.41,27.0556
M2,M202,ACACBR,1.5,M,M,1.76625,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,31.9295
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,17.3078
M2,M202,ACACBR,1,,b,0.785,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,7.56
M2,M202,ACACBR,1.1,,b,0.94985,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,12.4339
M2,M202,ACACBR,1.1,,b,0.94985,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,12.4339
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,17.3078
M2,M202,ACACBR,1.1,,b,0.94985,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,12.4339
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.5,1.1,0.6,0.45,3,5,1660,40,25,90,10,0.14,0.06,22.1817
M2,M202,ACACBR,1.8,M,M,2.5434,0.4,1.2,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,46.5512
M2,M202,ACACBR,1.7,,b,2.26865,0.4,1.2,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,41.6773
M2,M202,ACACBR,1.5,,b,1.76625,0.4,1.2,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,31.9295
M2,M202,ACACBR,1.4,,b,1.5386,0.4,1.2,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.4,1.2,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,4.5,5.6,1.1,4.96,3,5,1660,40,25,90,10,19.27,14.13,22.1817
M2,M202,ACACBR,2.4,M,M,4.5216,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,75.7946
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,27.0556
M2,M202,ACACBR,3,M,M,7.065,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,105.038
M2,M202,ACACBR,2.5,,b,4.90625,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,80.6685
M2,M202,ACACBR,2,,b,3.14,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,56.299
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,31.9295
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,27.0556
M2,M202,ACACBR,2.2,,b,3.7994,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,66.0468
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,22.1817
M2,M202,ACACBR,1.9,,b,2.83385,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,51.4251
M2,M202,ACACBR,2.6,,b,5.3066,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,85.5424
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.9,1.3,1.3,3,5,1660,40,25,90,10,0.94,0.82,22.1817
M2,M202,ACACBR,2.3,M,M,4.15265,0.5,1.2,0.7,0.6,3,5,1660,40,25,90,10,0.27,0.13,70.9207
M2,M202,ACACBR,2.2,,b,3.7994,0.5,1.2,0.7,0.6,3,5,1660,40,25,90,10,0.27,0.13,66.0468
M2,M202,ACACBR,2,,b,3.14,0.5,1.2,0.7,0.6,3,5,1660,40,25,90,10,0.27,0.13,56.299
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.2,0.7,0.6,3,5,1660,40,25,90,10,0.27,0.13,17.3078
M2,M202,ACACBR,2.2,,b,3.7994,0.5,1.2,0.7,0.6,3,5,1660,40,25,90,10,0.27,0.13,66.0468
M2,M202,ACACBR,1.7,M,M,2.26865,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,41.6773
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,17.3078
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,27.0556
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,17.3078
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,22.1817
M2,M202,ACACBR,1.6,,b,2.0096,0.6,1.4,0.8,0.75,3,5,1660,40,25,90,10,0.42,0.23,36.8034
M2,M202,ACACBR,1.6,M,M,2.0096,0.45,0.65,0.2,0.23,3,5,1660,40,25,90,10,0.03,0,36.8034
M2,M202,ACACBR,1.5,M,M,1.76625,0.5,0.75,0.25,2.15,3,5,1660,40,25,90,10,1.74,0.29,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.5,0.75,0.25,2.15,3,5,1660,40,25,90,10,1.74,0.29,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,0.5,0.75,0.25,2.15,3,5,1660,40,25,90,10,1.74,0.29,22.1817
M2,M202,ACACBR,2.5,M,M,4.90625,0.7,1.78,1.08,0.6,3,5,1660,40,25,90,10,0.25,0.18,80.6685
M2,M202,ACACBR,1.6,,b,2.0096,0.7,1.78,1.08,0.6,3,5,1660,40,25,90,10,0.25,0.18,36.8034
M2,M202,ACACBR,2.3,M,M,4.15265,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,70.9207
M2,M202,ACACBR,1.6,,b,2.0096,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,36.8034
M2,M202,ACACBR,1.4,,b,1.5386,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,27.0556
M2,M202,ACACBR,1.4,,b,1.5386,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,27.0556
M2,M202,ACACBR,1,,b,0.785,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,7.56
M2,M202,ACACBR,1,,b,0.785,0.65,1.3,0.65,0.6,3,5,1660,40,25,90,10,0.28,0.12,7.56
M2,M202,ACACBR,1.6,M,M,2.0096,0.3,0.6,0.3,0.5,3,5,1660,40,25,90,10,0.19,0.04,36.8034
M2,M202,ACACBR,2,M,M,3.14,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.22,0.09,56.299
M2,M202,ACACBR,1.4,,b,1.5386,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.22,0.09,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.22,0.09,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.6,1.2,0.6,0.55,3,5,1660,40,25,90,10,0.22,0.09,17.3078
M2,M202,ACACBR,1.5,M,M,1.76625,0.4,1.1,0.7,0.3,3,5,1660,40,25,90,10,0.06,0.03,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.4,1.1,0.7,0.3,3,5,1660,40,25,90,10,0.06,0.03,22.1817
M2,M202,ACACBR,1.2,,b,1.1304,0.4,1.1,0.7,0.3,3,5,1660,40,25,90,10,0.06,0.03,17.3078
M2,M202,ACACBR,1.5,M,M,1.76625,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,31.9295
M2,M202,ACACBR,1.4,,b,1.5386,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,22.1817
M2,M202,ACACBR,1,,b,0.785,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,7.56
M2,M202,ACACBR,1.2,,b,1.1304,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,17.3078
M2,M202,ACACBR,1.1,,b,0.94985,0.5,1.4,0.9,0.6,3,5,1660,40,25,90,10,0.28,0.17,12.4339
M2,M202,ACACBR,1.4,M,M,1.5386,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,27.0556
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,22.1817
M2,M202,ACACBR,1.1,,b,0.94985,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,12.4339
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,22.1817
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,22.1817
M2,M202,ACACBR,1.5,M,M,1.76625,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,31.9295
M2,M202,ACACBR,1.5,,b,1.76625,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,31.9295
M2,M202,ACACBR,1.3,,b,1.32665,0.6,1.6,1,0.7,3,5,1660,40,25,90,10,0.38,0.25,22.1817
M2,M202,ACACBR,2.3,M,M,4.15265,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,70.9207
M2,M202,ACACBR,1.2,,b,1.1304,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,17.3078
M2,M202,ACACBR,1.3,,b,1.32665,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,22.1817
M2,M202,ACACBR,1,,b,0.785,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,7.56
M2,M202,ACACBR,1,,b,0.785,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,7.56
M2,M202,ACACBR,1.5,,b,1.76625,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,31.9295
M2,M202,ACACBR,1.1,,b,0.94985,0.7,2,1.3,0.7,3,5,1660,40,25,90,10,0.38,0.33,12.4339
M2,M202,ACACBR,2.2,M,M,3.7994,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,66.0468
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,27.0556
M2,M202,ACACBR,1,,b,0.785,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,7.56
M2,M202,ACACBR,1.7,,b,2.26865,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,41.6773
M2,M202,ACACBR,1.8,,b,2.5434,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,46.5512
M2,M202,ACACBR,1.5,,b,1.76625,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,31.9295
M2,M202,ACACBR,1.6,,b,2.0096,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,36.8034
M2,M202,ACACBR,1.4,,b,1.5386,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,27.0556
M2,M202,ACACBR,1.8,,b,2.5434,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,46.5512
M2,M202,ACACBR,1.1,,b,0.94985,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,12.4339
M2,M202,ACACBR,1.3,,b,1.32665,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,22.1817
M2,M202,ACACBR,1,,b,0.785,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,7.56
M2,M202,ACACBR,2,,b,3.14,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,56.299
M2,M202,ACACBR,1.2,,b,1.1304,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,17.3078
M2,M202,ACACBR,1.5,,b,1.76625,0.8,1.5,0.7,0.8,3,5,1660,40,25,90,10,0.49,0.23,31.9295
