Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L3,L321,ACACET,3.7,M,M,10.74665,0.7,3.54,2.84,3.39,1,8.98,17,94.5022
L3,L321,ACACET,6.1,M,M,29.20985,0.6,2.24,1.64,3.69,1,10.66,11.65,222.9166
L3,L322,ACACET,13.5,M,M,143.06625,0.7,3.13,2.43,3.98,1,12.38,20.05,618.861
L3,L322,ACACET,3.6,,b,10.1736,0.7,3.13,2.43,3.98,1,12.38,20.05,89.1516
L3,L322,ACACET,7.8,,b,47.7594,0.7,3.13,2.43,3.98,1,12.38,20.05,313.8768
L3,L322,ACACET,8.6,M,M,58.0586,0.5,3.16,2.66,3.67,1,10.45,18.53,356.6816
L3,L322,ACACET,5.6,,b,24.6176,0.5,3.16,2.66,3.67,1,10.45,18.53,196.1636
L3,L322,ACACET,7.5,M,M,44.15625,1.15,3.67,2.52,4.1,1,13.07,21.96,297.825
L3,L322,ACACET,2.5,,b,4.90625,1.15,3.67,2.52,4.1,1,13.07,21.96,30.295
L3,L322,ACACET,5,,b,19.625,1.15,3.67,2.52,4.1,1,13.07,21.96,164.06
L3,L322,ACACET,4.6,,b,16.6106,1.15,3.67,2.52,4.1,1,13.07,21.96,142.6576
L3,L322,ACACET,8.4,M,M,55.3896,0.84,3.05,2.21,3.06,1,7.25,10.69,345.9804
L3,L322,ACACET,5.5,,b,23.74625,0.84,3.05,2.21,3.06,1,7.25,10.69,190.813
L3,L322,ACACET,6.5,,b,33.16625,0.84,3.05,2.21,3.06,1,7.25,10.69,244.319
L3,L322,ACACET,4.5,,b,15.89625,0.84,3.05,2.21,3.06,1,7.25,10.69,137.307
L3,L322,ACACET,5.5,,b,23.74625,0.84,3.05,2.21,3.06,1,7.25,10.69,190.813
L3,L322,ACACET,5,,b,19.625,0.84,3.05,2.21,3.06,1,7.25,10.69,164.06
L3,L323,ACACET,10.7,M,M,89.87465,1.1,3.54,2.44,3.53,1,9.45,15.37,469.0442
L3,L323,ACACET,3.1,,b,7.54385,1.1,3.54,2.44,3.53,1,9.45,15.37,62.3986
L3,L323,ACACET,7.1,,b,39.57185,1.1,3.54,2.44,3.53,1,9.45,15.37,276.4226
L3,L323,ACACET,10,M,M,78.5,0.6,3.49,2.89,2.88,1,6.48,12.49,431.59
L3,L323,ACACET,3.4,,b,9.0746,0.6,3.49,2.89,2.88,1,6.48,12.49,78.4504
L3,L323,ACACET,4.4,,b,15.1976,0.6,3.49,2.89,2.88,1,6.48,12.49,131.9564
L3,L324,ACACET,6.5,M,M,33.16625,0.4,2.43,2.03,2.15,1,3.58,4.84,244.319
L3,L324,ACACET,5.5,,b,23.74625,0.4,2.43,2.03,2.15,1,3.58,4.84,190.813
L3,L325,ACACET,13.2,M,M,136.7784,2.57,9,6.43,2.58,1,5.18,22.21,602.8092
L3,L325,ACACET,10.1,,b,80.07785,2.57,9,6.43,2.58,1,5.18,22.21,436.9406
L3,L325,ACACET,10.4,M,M,84.9056,0.5,3.68,3.18,5.43,1,23.09,48.95,452.9924
L3,L325,ACACET,8.7,,b,59.41665,0.5,3.68,3.18,5.43,1,23.09,48.95,362.0322
L3,L325,ACACET,8.4,,b,55.3896,0.5,3.68,3.18,5.43,1,23.09,48.95,345.9804
L3,L325,ACACET,7.1,M,M,39.57185,0.7,3.21,2.51,3.1,1,7.47,12.51,276.4226
L3,L325,ACACET,3.4,,b,9.0746,0.7,3.21,2.51,3.1,1,7.47,12.51,78.4504
L3,L325,ACACET,6,,b,28.26,0.7,3.21,2.51,3.1,1,7.47,12.51,217.566
L3,L325,ACACET,9.4,,b,69.3626,0.7,3.21,2.51,3.1,1,7.47,12.51,399.4864
L3,L325,ACACET,8.3,M,M,54.07865,0.7,3.34,2.64,2.5,1,4.84,8.51,340.6298
L3,L325,ACACET,6.6,,b,34.1946,0.7,3.34,2.64,2.5,1,4.84,8.51,249.6696
L3,L325,ACACET,10.7,M,M,89.87465,0.88,2.67,1.79,2.43,1,4.53,5.41,469.0442
L3,L325,ACACET,4.3,,b,14.51465,0.88,2.67,1.79,2.43,1,4.53,5.41,126.6058
L3,L325,ACACET,2,,b,3.14,0.88,2.67,1.79,2.43,1,4.53,5.41,3.542
L3,L325,ACACET,6.2,M,M,30.1754,0.8,3.13,2.33,3.2,1,7.99,12.41,228.2672
L3,L325,ACACET,6.1,,b,29.20985,0.8,3.13,2.33,3.2,1,7.99,12.41,222.9166
L3,L325,ACACET,9.5,M,M,70.84625,0.6,2.67,2.07,3.48,1,9.47,13.06,404.837
L3,L325,ACACET,8.5,,b,56.71625,0.6,2.67,2.07,3.48,1,9.47,13.06,351.331
L3,L325,ACACET,12.5,M,M,122.65625,1.05,3.11,2.06,2.58,1,5.15,7.07,565.355
L3,L325,ACACET,9.5,,b,70.84625,1.05,3.11,2.06,2.58,1,5.15,7.07,404.837
L3,L325,ACACET,10.2,M,M,81.6714,0.8,3.51,2.71,3.48,1,9.47,17.1,442.2912
L3,L325,ACACET,5,,b,19.625,0.8,3.51,2.71,3.48,1,9.47,17.1,164.06
L3,L326,ACACET,30.6,M,M,735.0426,0.9,2.75,1.85,4.5,1,15.45,19.06,1533.8136
L3,L326,ACACET,11.7,M,M,107.45865,3.51,11,7.49,2.75,1,5.92,29.56,522.5502
L3,L326,ACACET,7.5,,b,44.15625,3.51,11,7.49,2.75,1,5.92,29.56,297.825
L3,L326,ACACET,9.5,M,M,70.84625,0.7,3.48,2.78,2.65,1,5.44,10.09,404.837
L3,L326,ACACET,2.7,,b,5.72265,0.7,3.48,2.78,2.65,1,5.44,10.09,40.9962
L3,L326,ACACET,3,,b,7.065,0.7,3.48,2.78,2.65,1,5.44,10.09,57.048
L3,L326,ACACET,11.5,M,M,103.81625,0.8,3.71,2.91,3.18,1,7.83,15.19,511.849
L3,L326,ACACET,10.9,,b,93.26585,0.8,3.71,2.91,3.18,1,7.83,15.19,479.7454
L3,L326,ACACET,19.7,M,M,304.65065,0.9,3.86,2.96,3.25,1,8.29,16.36,950.5982
L3,L326,ACACET,15.5,M,M,188.59625,0.63,0.7,0.07,3.03,1,7.04,0.33,725.873
L3,L326,ACACET,7.7,,b,46.54265,0.63,0.7,0.07,3.03,1,7.04,0.33,308.5262
L3,L326,ACACET,11.6,,b,105.6296,0.63,0.7,0.07,3.03,1,7.04,0.33,517.1996
L3,L326,ACACET,23.7,M,M,440.92665,0.65,3.99,3.34,4.05,1,12.86,28.63,1164.6222
L3,L326,ACACET,17.7,,b,245.93265,0.65,3.99,3.34,4.05,1,12.86,28.63,843.5862
L3,L327,ACACET,5.7,M,M,25.50465,0.55,2.68,2.13,2.98,1,6.73,9.56,201.5142
L3,L327,ACACET,5.3,,b,22.05065,0.55,2.68,2.13,2.98,1,6.73,9.56,180.1118
L3,L327,ACACET,6.5,M,M,33.16625,0.4,2.31,1.91,2.68,1,5.62,7.15,244.319
L3,L327,ACACET,2.6,,b,5.3066,0.4,2.31,1.91,2.68,1,5.62,7.15,35.6456
L3,L327,ACACET,7.9,M,M,48.99185,0.7,2.75,2.05,2.78,1,6.02,8.23,319.2274
L3,L327,ACACET,3.7,,b,10.74665,0.7,2.75,2.05,2.78,1,6.02,8.23,94.5022
L3,L327,ACACET,2.6,,b,5.3066,0.7,2.75,2.05,2.78,1,6.02,8.23,35.6456
L3,L327,ACACET,2.5,M,M,4.90625,0.3,2.02,1.72,3.18,1,7.85,9.01,30.295
L3,L327,ACACET,1.9,,b,2.83385,0.3,2.02,1.72,3.18,1,7.85,9.01,-1.8086
L3,L327,ACACET,1.8,,b,2.5434,0.3,2.02,1.72,3.18,1,7.85,9.01,-7.1592
L3,L328,ACACET,6.5,M,M,33.16625,0.6,2.48,1.88,2.03,1,3.14,3.93,244.319
L3,L328,ACACET,3.2,,b,8.0384,0.6,2.48,1.88,2.03,1,3.14,3.93,67.7492
L3,L328,ACACET,4.6,,b,16.6106,0.6,2.48,1.88,2.03,1,3.14,3.93,142.6576
L3,L329,ACACET,2.5,M,M,4.90625,0.78,1.86,1.08,1.43,1,1.59,1.15,30.295
L3,L329,ACACET,1.7,,b,2.26865,0.78,1.86,1.08,1.43,1,1.59,1.15,-12.5098
L3,L330,ACACET,12.7,M,M,126.61265,1,3.42,2.42,3.15,1,7.79,12.56,576.0562
L3,L330,ACACET,10.7,,b,89.87465,1,3.42,2.42,3.15,1,7.79,12.56,469.0442
L3,L330,ACACET,10.1,,b,80.07785,1,3.42,2.42,3.15,1,7.79,12.56,436.9406
L3,L332,ACACET,13.7,M,M,147.33665,0.27,3.9,3.63,3.81,1,11.26,27.26,629.5622
L3,L332,ACACET,10.3,,b,83.28065,0.27,3.9,3.63,3.81,1,11.26,27.26,447.6418
L3,L332,ACACET,5.3,,b,22.05065,0.27,3.9,3.63,3.81,1,11.26,27.26,180.1118
L3,L332,ACACET,7.7,,b,46.54265,0.27,3.9,3.63,3.81,1,11.26,27.26,308.5262
L3,L332,ACACET,2.7,M,M,5.72265,0.7,1.51,0.81,1.15,1,1.02,0.55,40.9962
L3,L332,ACACET,2.3,,b,4.15265,0.7,1.51,0.81,1.15,1,1.02,0.55,19.5938
L3,L332,ACACET,1.7,,b,2.26865,0.7,1.51,0.81,1.15,1,1.02,0.55,-12.5098
L3,L333,ACACET,7.1,M,M,39.57185,0.7,3.94,3.24,3.36,1,8.83,19.08,276.4226
L3,L333,ACACET,5.3,,b,22.05065,0.7,3.94,3.24,3.36,1,8.83,19.08,180.1118
L3,L333,ACACET,3.5,,b,9.61625,0.7,3.94,3.24,3.36,1,8.83,19.08,83.801
L3,L334,ACACET,6.7,M,M,35.23865,0.5,3.11,2.61,2.6,1,5.24,9.11,255.0202
L3,L334,ACACET,4.7,,b,17.34065,0.5,3.11,2.61,2.6,1,5.24,9.11,148.0082
L3,L334,ACACET,3.5,,b,9.61625,0.5,3.11,2.61,2.6,1,5.24,9.11,83.801
L3,L334,ACACET,4.4,,b,15.1976,0.5,3.11,2.61,2.6,1,5.24,9.11,131.9564
L3,L334,ACACET,2.5,,b,4.90625,0.5,3.11,2.61,2.6,1,5.24,9.11,30.295
L3,L335,ACACET,8.6,M,M,58.0586,0.5,3.2,2.7,3.91,1,12,21.6,356.6816
L3,L335,ACACET,8.2,,b,52.7834,0.5,3.2,2.7,3.91,1,12,21.6,335.2792
L3,L335,ACACET,3.5,,b,9.61625,0.5,3.2,2.7,3.91,1,12,21.6,83.801
L3,L335,ACACET,7.9,,b,48.99185,0.5,3.2,2.7,3.91,1,12,21.6,319.2274
L3,L335,ACACET,7.4,M,M,42.9866,1.22,3.5,2.28,2.72,1,5.6,8.51,292.4744
L3,L335,ACACET,7,,b,38.465,1.22,3.5,2.28,2.72,1,5.6,8.51,271.072
L3,L335,ACACET,2.5,,b,4.90625,1.22,3.5,2.28,2.72,1,5.6,8.51,30.295
L3,L335,ACACET,3.5,,b,9.61625,1.22,3.5,2.28,2.72,1,5.6,8.51,83.801
L3,L336,ACACET,3.5,M,M,9.61625,0.6,1.22,0.62,1.51,1,1.78,0.74,83.801
L3,L336,ACACET,3.2,,b,8.0384,0.6,1.22,0.62,1.51,1,1.78,0.74,67.7492
L3,L336,ACACET,2.8,,b,6.1544,0.6,1.22,0.62,1.51,1,1.78,0.74,46.3468
L3,L336,ACACET,2.5,,b,4.90625,0.6,1.22,0.62,1.51,1,1.78,0.74,30.295
L3,L336,ACACET,1.9,,b,2.83385,0.6,1.22,0.62,1.51,1,1.78,0.74,-1.8086
L3,L336,ACACET,2.8,M,M,6.1544,0.34,1.22,0.88,1.82,1,2.56,1.5,46.3468
L3,L336,ACACET,2.5,,b,4.90625,0.34,1.22,0.88,1.82,1,2.56,1.5,30.295
L3,L336,ACACET,2.2,,b,3.7994,0.34,1.22,0.88,1.82,1,2.56,1.5,14.2432
L3,L336,ACACET,1.9,,b,2.83385,0.34,1.22,0.88,1.82,1,2.56,1.5,-1.8086
L3,L336,ACACET,2,,b,3.14,0.34,1.22,0.88,1.82,1,2.56,1.5,3.542
L3,L336,ACACET,1.5,,b,1.76625,0.34,1.22,0.88,1.82,1,2.56,1.5,-23.211
L3,L336,ACACET,4.7,M,M,17.34065,0.57,2.24,1.67,2.77,1,5.82,6.48,148.0082
L3,L336,ACACET,2.3,,b,4.15265,0.57,2.24,1.67,2.77,1,5.82,6.48,19.5938
L3,L336,ACACET,2.2,,b,3.7994,0.57,2.24,1.67,2.77,1,5.82,6.48,14.2432
L3,L336,ACACET,3,,b,7.065,0.57,2.24,1.67,2.77,1,5.82,6.48,57.048
L3,L336,ACACET,4.2,,b,13.8474,0.57,2.24,1.67,2.77,1,5.82,6.48,121.2552
L3,L336,ACACET,4,,b,12.56,0.57,2.24,1.67,2.77,1,5.82,6.48,110.554
L3,L337,ACACET,6.4,M,M,32.1536,0.5,2.04,1.54,2.45,1,4.71,4.84,238.9684
L3,L337,ACACET,5.4,,b,22.8906,0.5,2.04,1.54,2.45,1,4.71,4.84,185.4624
L3,L337,ACACET,6.1,,b,29.20985,0.5,2.04,1.54,2.45,1,4.71,4.84,222.9166
L3,L337,ACACET,3.4,,b,9.0746,0.5,2.04,1.54,2.45,1,4.71,4.84,78.4504
L3,L337,ACACET,4.4,,b,15.1976,0.5,2.04,1.54,2.45,1,4.71,4.84,131.9564
L3,L337,ACACET,2.6,,b,5.3066,0.5,2.04,1.54,2.45,1,4.71,4.84,35.6456
L3,L337,ACACET,5.2,,b,21.2264,0.5,2.04,1.54,2.45,1,4.71,4.84,174.7612
L3,L337,ACACET,4.1,,b,13.19585,0.5,2.04,1.54,2.45,1,4.71,4.84,115.9046
L3,L337,ACACET,2.5,M,M,4.90625,0.54,1.22,0.68,1.63,1,2.03,0.92,30.295
L3,L337,ACACET,1.7,,b,2.26865,0.54,1.22,0.68,1.63,1,2.03,0.92,-12.5098
L3,L337,ACACET,2,,b,3.14,0.54,1.22,0.68,1.63,1,2.03,0.92,3.542
L3,L337,ACACET,1.5,,b,1.76625,0.54,1.22,0.68,1.63,1,2.03,0.92,-23.211
L3,L337,ACACET,2.2,,b,3.7994,0.54,1.22,0.68,1.63,1,2.03,0.92,14.2432
L3,L337,ACACET,3.7,M,M,10.74665,0.68,1.22,0.54,2.21,1,3.66,1.32,94.5022
L3,L337,ACACET,2.6,,b,5.3066,0.68,1.22,0.54,2.21,1,3.66,1.32,35.6456
L3,L337,ACACET,2.3,,b,4.15265,0.68,1.22,0.54,2.21,1,3.66,1.32,19.5938
L3,L337,ACACET,2,,b,3.14,0.68,1.22,0.54,2.21,1,3.66,1.32,3.542
L3,L337,ACACET,2.1,,b,3.46185,0.68,1.22,0.54,2.21,1,3.66,1.32,8.8926
L3,L337,ACACET,4,M,M,12.56,0.54,1.05,0.51,2.22,1,3.69,1.25,110.554
L3,L337,ACACET,2.5,,b,4.90625,0.54,1.05,0.51,2.22,1,3.69,1.25,30.295
L3,L337,ACACET,2.7,,b,5.72265,0.54,1.05,0.51,2.22,1,3.69,1.25,40.9962
L3,L337,ACACET,3.1,,b,7.54385,0.54,1.05,0.51,2.22,1,3.69,1.25,62.3986
L3,L337,ACACET,1.9,,b,2.83385,0.54,1.05,0.51,2.22,1,3.69,1.25,-1.8086
L3,L338,ACACET,8.4,M,M,55.3896,0.9,3.35,2.45,4.2,1,13.78,22.51,345.9804
L3,L338,ACACET,4.5,,b,15.89625,0.9,3.35,2.45,4.2,1,13.78,22.51,137.307
L3,L338,ACACET,5.2,,b,21.2264,0.9,3.35,2.45,4.2,1,13.78,22.51,174.7612
L3,L338,ACACET,2.5,,b,4.90625,0.9,3.35,2.45,4.2,1,13.78,22.51,30.295
L3,L338,ACACET,2.5,M,M,4.90625,0.5,2.66,2.16,2.16,1,3.62,5.21,30.295
L3,L338,ACACET,2,,b,3.14,0.5,2.66,2.16,2.16,1,3.62,5.21,3.542
L3,L338,ACACET,1.9,,b,2.83385,0.5,2.66,2.16,2.16,1,3.62,5.21,-1.8086
L3,L338,ACACET,1.5,,b,1.76625,0.5,2.66,2.16,2.16,1,3.62,5.21,-23.211
L3,L338,ACACET,4.6,M,M,16.6106,0.6,1.9,1.3,2.26,1,4.01,3.47,142.6576
L3,L338,ACACET,2.7,,b,5.72265,0.6,1.9,1.3,2.26,1,4.01,3.47,40.9962
L3,L338,ACACET,2.6,,b,5.3066,0.6,1.9,1.3,2.26,1,4.01,3.47,35.6456
L3,L338,ACACET,2.5,,b,4.90625,0.6,1.9,1.3,2.26,1,4.01,3.47,30.295
L3,L338,ACACET,2.6,M,M,5.3066,0.3,0.7,0.4,1.85,1,2.68,0.72,35.6456
L3,L343,ACACET,8.1,M,M,51.50385,0.8,4.19,3.39,3.43,1,9.13,20.62,329.9286
L3,L343,ACACET,6.4,,b,32.1536,0.8,4.19,3.39,3.43,1,9.13,20.62,238.9684
L3,L343,ACACET,5.1,,b,20.41785,0.8,4.19,3.39,3.43,1,9.13,20.62,169.4106
L3,L343,ACACET,3.2,,b,8.0384,0.8,4.19,3.39,3.43,1,9.13,20.62,67.7492
L3,L348,ACACET,2.5,M,M,4.90625,0.4,1.22,0.82,1.58,1,1.94,1.06,30.295
L3,L348,ACACET,2.3,,b,4.15265,0.4,1.22,0.82,1.58,1,1.94,1.06,19.5938
L3,L348,ACACET,2,,b,3.14,0.4,1.22,0.82,1.58,1,1.94,1.06,3.542
L3,L348,ACACET,1.7,,b,2.26865,0.4,1.22,0.82,1.58,1,1.94,1.06,-12.5098
L3,L348,ACACET,4.2,M,M,13.8474,0.6,1.5,0.9,1.73,1,2.31,1.39,121.2552
L3,L348,ACACET,2.2,,b,3.7994,0.6,1.5,0.9,1.73,1,2.31,1.39,14.2432
L3,L348,ACACET,2.3,,b,4.15265,0.6,1.5,0.9,1.73,1,2.31,1.39,19.5938
L3,L348,ACACET,1.9,,b,2.83385,0.6,1.5,0.9,1.73,1,2.31,1.39,-1.8086
L3,L348,ACACET,3.9,M,M,11.93985,0.35,2.21,1.86,2.83,1,6.12,7.59,105.2034
L3,L348,ACACET,5.2,,b,21.2264,0.35,2.21,1.86,2.83,1,6.12,7.59,174.7612
L3,L348,ACACET,4.5,,b,15.89625,0.35,2.21,1.86,2.83,1,6.12,7.59,137.307
L3,L348,ACACET,2.5,M,M,4.90625,0.42,1.89,1.47,1.78,1,2.45,2.4,30.295
L3,L348,ACACET,2.4,,b,4.5216,0.42,1.89,1.47,1.78,1,2.45,2.4,24.9444
L3,L348,ACACET,2.3,,b,4.15265,0.42,1.89,1.47,1.78,1,2.45,2.4,19.5938
L3,L348,ACACET,2.2,,b,3.7994,0.42,1.89,1.47,1.78,1,2.45,2.4,14.2432
L3,L348,ACACET,1.9,,b,2.83385,0.42,1.89,1.47,1.78,1,2.45,2.4,-1.8086
L3,L349,ACACET,8,M,M,50.24,0.6,3.36,2.76,3.05,1,7.21,13.26,324.578
L3,L352,ACACET,8.6,M,M,58.0586,0.65,3,2.35,2.84,1,6.29,9.85,356.6816
L3,L352,ACACET,3,,b,7.065,0.65,3,2.35,2.84,1,6.29,9.85,57.048
L3,L352,ACACET,4.4,,b,15.1976,0.65,3,2.35,2.84,1,6.29,9.85,131.9564
L3,L353,ACACET,10.2,M,M,81.6714,0.8,3.53,2.73,3.41,1,9.09,16.55,442.2912
L3,L353,ACACET,8.7,,b,59.41665,0.8,3.53,2.73,3.41,1,9.09,16.55,362.0322
L3,L356,ACACET,2.8,M,M,6.1544,0.43,1.22,0.79,3.25,1,8.25,4.34,46.3468
L3,L356,ACACET,2.1,,b,3.46185,0.43,1.22,0.79,3.25,1,8.25,4.34,8.8926
L3,L356,ACACET,1.9,,b,2.83385,0.43,1.22,0.79,3.25,1,8.25,4.34,-1.8086
L3,L356,ACACET,2.4,,b,4.5216,0.43,1.22,0.79,3.25,1,8.25,4.34,24.9444
L3,L356,ACACET,3.5,M,M,9.61625,0.58,1.71,1.13,3.53,1,9.57,7.21,83.801
L3,L356,ACACET,2.2,,b,3.7994,0.58,1.71,1.13,3.53,1,9.57,7.21,14.2432
L3,L356,ACACET,2.6,,b,5.3066,0.58,1.71,1.13,3.53,1,9.57,7.21,35.6456
L3,L356,ACACET,2.4,,b,4.5216,0.58,1.71,1.13,3.53,1,9.57,7.21,24.9444
L3,L356,ACACET,1.5,,b,1.76625,0.58,1.71,1.13,3.53,1,9.57,7.21,-23.211
L3,L356,ACACET,1.9,,b,2.83385,0.58,1.71,1.13,3.53,1,9.57,7.21,-1.8086
L3,L356,ACACET,4.2,M,M,13.8474,0.3,1.55,1.25,1.65,1,2.14,1.78,121.2552
L3,L356,ACACET,3.2,,b,8.0384,0.3,1.55,1.25,1.65,1,2.14,1.78,67.7492
L3,L356,ACACET,2.6,,b,5.3066,0.3,1.55,1.25,1.65,1,2.14,1.78,35.6456
L3,L356,ACACET,1.9,,b,2.83385,0.3,1.55,1.25,1.65,1,2.14,1.78,-1.8086
L3,L358,ACACET,10.6,,b,88.2026,0.46,3.32,2.86,3.21,1,8.03,15.32,463.6936
L3,L358,ACACET,8.6,M,M,58.0586,1,3.98,2.98,4.7,1,17.18,34.12,356.6816
L3,L358,ACACET,6.5,,b,33.16625,1,3.98,2.98,4.7,1,17.18,34.12,244.319
L3,L358,ACACET,5.6,,b,24.6176,1,3.98,2.98,4.7,1,17.18,34.12,196.1636
L3,L358,ACACET,6.9,M,M,37.37385,0.8,3.67,2.87,2.53,1,4.97,9.5,265.7214
L3,L358,ACACET,5.1,,b,20.41785,0.8,3.67,2.87,2.53,1,4.97,9.5,169.4106
L3,L358,ACACET,9.9,M,M,76.93785,1.12,3.66,2.54,4,1,12.43,21.06,426.2394
L3,L358,ACACET,2.8,,b,6.1544,1.12,3.66,2.54,4,1,12.43,21.06,46.3468
L3,L358,ACACET,2.7,,b,5.72265,1.12,3.66,2.54,4,1,12.43,21.06,40.9962
L3,L358,ACACET,1.9,,b,2.83385,1.12,3.66,2.54,4,1,12.43,21.06,-1.8086
L3,L358,ACACET,17.6,M,M,243.1616,0.86,4.02,3.16,3.7,1,10.68,22.51,838.2356
L3,L358,ACACET,7.1,,b,39.57185,0.86,4.02,3.16,3.7,1,10.68,22.51,276.4226
L3,L358,ACACET,11.4,M,M,102.0186,0.7,3.42,2.72,3.25,1,8.27,15,506.4984
L3,L358,ACACET,8.8,,b,60.7904,0.7,3.42,2.72,3.25,1,8.27,15,367.3828
L3,L358,ACACET,6.4,,b,32.1536,0.7,3.42,2.72,3.25,1,8.27,15,238.9684
L3,L358,ACACET,5.3,M,M,22.05065,0.5,2.36,1.86,2.05,1,3.28,4.07,180.1118
L3,L358,ACACET,4.4,,b,15.1976,0.5,2.36,1.86,2.05,1,3.28,4.07,131.9564
L3,L358,ACACET,4.6,,b,16.6106,0.5,2.36,1.86,2.05,1,3.28,4.07,142.6576
L3,L362,ACACET,2.5,M,M,4.90625,0.6,1.55,0.95,1.78,1,2.39,1.51,30.295
L3,L362,ACACET,2.2,,b,3.7994,0.6,1.55,0.95,1.78,1,2.39,1.51,14.2432
L3,L362,ACACET,2.3,,b,4.15265,0.6,1.55,0.95,1.78,1,2.39,1.51,19.5938
L3,L362,ACACET,1.9,,b,2.83385,0.6,1.55,0.95,1.78,1,2.39,1.51,-1.8086
L3,L362,ACACET,1.5,,b,1.76625,0.6,1.55,0.95,1.78,1,2.39,1.51,-23.211
L3,L364,ACACET,2.7,M,M,5.72265,0.6,1.83,1.23,2.6,1,5.3,4.34,40.9962
L3,L364,ACACET,1.5,,b,1.76625,0.6,1.83,1.23,2.6,1,5.3,4.34,-23.211
L3,L366,ACACET,4.7,M,M,17.34065,0.7,2.15,1.45,2.96,1,6.81,6.58,148.0082
L3,L366,ACACET,3.4,,b,9.0746,0.7,2.15,1.45,2.96,1,6.81,6.58,78.4504
L3,L366,ACACET,2.2,,b,3.7994,0.7,2.15,1.45,2.96,1,6.81,6.58,14.2432
L3,L366,ACACET,3.1,,b,7.54385,0.7,2.15,1.45,2.96,1,6.81,6.58,62.3986
L3,L366,ACACET,21.7,M,M,369.64865,0.9,4.15,3.25,4.96,1,19.2,41.61,1057.6102
L3,L366,ACACET,16.7,,b,218.92865,0.9,4.15,3.25,4.96,1,19.2,41.61,790.0802
L3,L367,ACACET,3.5,M,M,9.61625,0.5,2.84,2.34,2.58,1,5.22,8.15,83.801
L3,L367,ACACET,1.9,,b,2.83385,0.5,2.84,2.34,2.58,1,5.22,8.15,-1.8086
L3,L367,ACACET,2,,b,3.14,0.5,2.84,2.34,2.58,1,5.22,8.15,3.542
L3,L367,ACACET,2.5,,b,4.90625,0.5,2.84,2.34,2.58,1,5.22,8.15,30.295
L3,L367,ACACET,2.5,M,M,4.90625,0.4,1.62,1.22,2.02,1,3.2,2.6,30.295
L3,L367,ACACET,1.7,,b,2.26865,0.4,1.62,1.22,2.02,1,3.2,2.6,-12.5098
L3,L367,ACACET,1.5,,b,1.76625,0.4,1.62,1.22,2.02,1,3.2,2.6,-23.211
L3,L367,ACACET,1.8,,b,2.5434,0.4,1.62,1.22,2.02,1,3.2,2.6,-7.1592
L3,L367,ACACET,2.3,,b,4.15265,0.4,1.62,1.22,2.02,1,3.2,2.6,19.5938
L3,L367,ACACET,2.8,M,M,6.1544,0.2,1.22,1.02,1.9,1,2.71,1.84,46.3468
L3,L367,ACACET,2,,b,3.14,0.2,1.22,1.02,1.9,1,2.71,1.84,3.542
L3,L367,ACACET,1.7,,b,2.26865,0.2,1.22,1.02,1.9,1,2.71,1.84,-12.5098
L3,L367,ACACET,1.9,,b,2.83385,0.2,1.22,1.02,1.9,1,2.71,1.84,-1.8086
L3,L367,ACACET,2.4,,b,4.5216,0.2,1.22,1.02,1.9,1,2.71,1.84,24.9444
L3,L367,ACACET,3.5,M,M,9.61625,0.35,2.2,1.85,2.55,1,5.06,6.23,83.801
L3,L367,ACACET,3,,b,7.065,0.35,2.2,1.85,2.55,1,5.06,6.23,57.048
L3,L367,ACACET,2.9,,b,6.60185,0.35,2.2,1.85,2.55,1,5.06,6.23,51.6974
L3,L367,ACACET,2.5,,b,4.90625,0.35,2.2,1.85,2.55,1,5.06,6.23,30.295
L3,L367,ACACET,2.3,,b,4.15265,0.35,2.2,1.85,2.55,1,5.06,6.23,19.5938
L3,L367,ACACET,3.3,M,M,8.54865,0.3,1.22,0.92,2.55,1,5.09,3.12,73.0998
L3,L367,ACACET,2.4,,b,4.5216,0.3,1.22,0.92,2.55,1,5.09,3.12,24.9444
L3,L367,ACACET,1.9,,b,2.83385,0.3,1.22,0.92,2.55,1,5.09,3.12,-1.8086
L3,L367,ACACET,2.5,,b,4.90625,0.3,1.22,0.92,2.55,1,5.09,3.12,30.295
L3,L367,ACACET,1.5,,b,1.76625,0.3,1.22,0.92,2.55,1,5.09,3.12,-23.211
L3,L367,ACACET,5.9,M,M,27.32585,0.49,2.56,2.07,3.45,1,9.33,12.87,212.2154
L3,L367,ACACET,3.4,,b,9.0746,0.49,2.56,2.07,3.45,1,9.33,12.87,78.4504
L3,L367,ACACET,3,,b,7.065,0.49,2.56,2.07,3.45,1,9.33,12.87,57.048
L3,L367,ACACET,2.7,,b,5.72265,0.49,2.56,2.07,3.45,1,9.33,12.87,40.9962
L3,L367,ACACET,2.5,,b,4.90625,0.49,2.56,2.07,3.45,1,9.33,12.87,30.295
L3,L367,ACACET,1.8,,b,2.5434,0.49,2.56,2.07,3.45,1,9.33,12.87,-7.1592
L3,L368,ACACET,8.6,M,M,58.0586,0.7,3.87,3.17,3.78,1,11.01,23.27,356.6816
L3,L368,ACACET,7.5,,b,44.15625,0.7,3.87,3.17,3.78,1,11.01,23.27,297.825
