"Acacia mellifera biomass (y=131.76x -265.62, r=0.714)",,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L3,L312,ACACME,9.1,M,M,65.00585,1,3.23,2.23,14.97,22.25,933.396
L3,L312,ACACME,7.1,,b,39.57185,1,3.23,2.23,14.97,22.25,669.876
L3,L312,ACACME,6.9,,b,37.37385,1,3.23,2.23,14.97,22.25,643.524
L3,L312,ACACME,6.4,,b,32.1536,1,3.23,2.23,14.97,22.25,577.644
L3,L312,ACACME,17.5,M,M,240.40625,0.7,3.24,2.54,20.21,34.22,2040.18
L3,L314,ACACME,16.1,M,M,203.47985,0.8,3.31,2.51,11.05,18.5,1855.716
L3,L314,ACACME,4.5,,b,15.89625,0.8,3.31,2.51,11.05,18.5,327.3
L3,L314,ACACME,8.5,,b,56.71625,0.8,3.31,2.51,11.05,18.5,854.34
L3,L314,ACACME,10.5,M,M,86.54625,0.7,2.96,2.26,27.94,42.1,1117.86
L3,L314,ACACME,8.7,,b,59.41665,0.7,2.96,2.26,27.94,42.1,880.692
L3,L315,ACACME,6.7,M,M,35.23865,0.44,3.63,3.19,16.06,34.15,617.172
L3,L315,ACACME,6.5,,b,33.16625,0.44,3.63,3.19,16.06,34.15,590.82
L3,L315,ACACME,5.3,,b,22.05065,0.44,3.63,3.19,16.06,34.15,432.708
L3,L315,ACACME,6.5,,b,33.16625,0.44,3.63,3.19,16.06,34.15,590.82
L3,L315,ACACME,4.5,,b,15.89625,0.44,3.63,3.19,16.06,34.15,327.3
L3,L315,ACACME,5.9,,b,27.32585,0.44,3.63,3.19,16.06,34.15,511.764
L3,L315,ACACME,4.3,,b,14.51465,0.44,3.63,3.19,16.06,34.15,300.948
L3,L315,ACACME,7.9,M,M,48.99185,0.75,3.7,2.95,24.4,48,775.284
L3,L315,ACACME,7.3,,b,41.83265,0.75,3.7,2.95,24.4,48,696.228
L3,L315,ACACME,5.2,,b,21.2264,0.75,3.7,2.95,24.4,48,419.532
L3,L315,ACACME,3.9,,b,11.93985,0.75,3.7,2.95,24.4,48,248.244
L3,L315,ACACME,6.1,,b,29.20985,0.75,3.7,2.95,24.4,48,538.116
L3,L315,ACACME,9.5,M,M,70.84625,1.1,4.26,3.16,22.76,47.95,986.1
L3,L315,ACACME,9.4,,b,69.3626,1.1,4.26,3.16,22.76,47.95,972.924
L3,L315,ACACME,8,,b,50.24,1.1,4.26,3.16,22.76,47.95,788.46
L3,L315,ACACME,5.9,,b,27.32585,1.1,4.26,3.16,22.76,47.95,511.764
L3,L316,ACACME,7.6,M,M,45.3416,1,3.27,2.27,16.05,24.29,735.756
L3,L316,ACACME,6.4,,b,32.1536,1,3.27,2.27,16.05,24.29,577.644
L3,L316,ACACME,3.4,,b,9.0746,1,3.27,2.27,16.05,24.29,182.364
L3,L316,ACACME,4.2,,b,13.8474,1,3.27,2.27,16.05,24.29,287.772
L3,L316,ACACME,5.1,,b,20.41785,1,3.27,2.27,16.05,24.29,406.356
L3,L316,ACACME,4.2,,b,13.8474,1,3.27,2.27,16.05,24.29,287.772
L3,L316,ACACME,6.2,M,M,30.1754,0.9,3.11,2.21,5.81,8.55,551.292
L3,L316,ACACME,3.4,,b,9.0746,0.9,3.11,2.21,5.81,8.55,182.364
L3,L316,ACACME,4.1,,b,13.19585,0.9,3.11,2.21,5.81,8.55,274.596
L3,L316,ACACME,3.4,,b,9.0746,0.9,3.11,2.21,5.81,8.55,182.364
L3,L316,ACACME,9.3,M,M,67.89465,0.8,3.24,2.44,12.54,20.4,959.748
L3,L316,ACACME,9,,b,63.585,0.8,3.24,2.44,12.54,20.4,920.22
L3,L316,ACACME,4.3,,b,14.51465,0.8,3.24,2.44,12.54,20.4,300.948
L3,L316,ACACME,4.2,,b,13.8474,0.8,3.24,2.44,12.54,20.4,287.772
L3,L316,ACACME,4,,b,12.56,0.8,3.24,2.44,12.54,20.4,261.42
L3,L316,ACACME,3.1,,b,7.54385,0.8,3.24,2.44,12.54,20.4,142.836
L3,L316,ACACME,12.3,M,M,118.76265,0.7,4.13,3.43,25.92,59.27,1355.028
L3,L316,ACACME,4.1,,b,13.19585,0.7,4.13,3.43,25.92,59.27,274.596
L3,L316,ACACME,10.1,,b,80.07785,0.7,4.13,3.43,25.92,59.27,1065.156
L3,L316,ACACME,6.1,,b,29.20985,0.7,4.13,3.43,25.92,59.27,538.116
L3,L316,ACACME,7.5,M,M,44.15625,1.03,2.24,1.21,3.68,2.97,722.58
L3,L316,ACACME,6.5,,b,33.16625,1.03,2.24,1.21,3.68,2.97,590.82
L3,L316,ACACME,6.1,,b,29.20985,1.03,2.24,1.21,3.68,2.97,538.116
L3,L316,ACACME,6.7,,b,35.23865,1.03,2.24,1.21,3.68,2.97,617.172
L3,L316,ACACME,4.5,,b,15.89625,1.03,2.24,1.21,3.68,2.97,327.3
L3,L316,ACACME,3.5,,b,9.61625,1.03,2.24,1.21,3.68,2.97,195.54
L3,L316,ACACME,9.3,M,M,67.89465,1.22,3.22,2,4.21,5.61,959.748
L3,L316,ACACME,9,,b,63.585,1.22,3.22,2,4.21,5.61,920.22
L3,L316,ACACME,4.3,,b,14.51465,1.22,3.22,2,4.21,5.61,300.948
L3,L316,ACACME,4.2,,b,13.8474,1.22,3.22,2,4.21,5.61,287.772
L3,L316,ACACME,4,,b,12.56,1.22,3.22,2,4.21,5.61,261.42
L3,L316,ACACME,3.1,,b,7.54385,1.22,3.22,2,4.21,5.61,142.836
L3,L316,ACACME,8,M,M,50.24,1.2,4.13,2.93,5.7,11.13,788.46
L3,L316,ACACME,6.5,,b,33.16625,1.2,4.13,2.93,5.7,11.13,590.82
L3,L316,ACACME,5.9,,b,27.32585,1.2,4.13,2.93,5.7,11.13,511.764
L3,L316,ACACME,3.1,,b,7.54385,1.2,4.13,2.93,5.7,11.13,142.836
L3,L316,ACACME,7.1,M,M,39.57185,0.8,4.35,3.55,9.4,22.24,669.876
L3,L316,ACACME,4,,b,12.56,0.8,4.35,3.55,9.4,22.24,261.42
L3,L316,ACACME,3.4,,b,9.0746,0.8,4.35,3.55,9.4,22.24,182.364
L3,L316,ACACME,9.7,M,M,73.86065,1.1,2.62,1.52,5.31,5.38,1012.452
L3,L316,ACACME,4.5,,b,15.89625,1.1,2.62,1.52,5.31,5.38,327.3
L3,L316,ACACME,8.1,,b,51.50385,1.1,2.62,1.52,5.31,5.38,801.636
L3,L316,ACACME,6,,b,28.26,1.1,2.62,1.52,5.31,5.38,524.94
L3,L316,ACACME,3.5,,b,9.61625,1.1,2.62,1.52,5.31,5.38,195.54
L3,L316,ACACME,6.1,M,M,29.20985,1.2,3.36,2.16,5.6,8.07,538.116
L3,L316,ACACME,3.7,,b,10.74665,1.2,3.36,2.16,5.6,8.07,221.892
L3,L316,ACACME,4.7,,b,17.34065,1.2,3.36,2.16,5.6,8.07,353.652
L3,L316,ACACME,2.2,M,M,3.7994,0.4,3.05,2.65,3.57,6.31,24.252
L3,L317,ACACME,5.3,M,M,22.05065,0.48,3.49,3.01,4.75,9.53,432.708
L3,L317,ACACME,5.1,,b,20.41785,0.48,3.49,3.01,4.75,9.53,406.356
L3,L317,ACACME,4.8,,b,18.0864,0.48,3.49,3.01,4.75,9.53,366.828
L3,L317,ACACME,7.1,M,M,39.57185,0.6,2.89,2.29,7.87,12.02,669.876
L3,L317,ACACME,4.5,,b,15.89625,0.6,2.89,2.29,7.87,12.02,327.3
L3,L317,ACACME,5.6,,b,24.6176,0.6,2.89,2.29,7.87,12.02,472.236
L3,L317,ACACME,6.1,,b,29.20985,0.6,2.89,2.29,7.87,12.02,538.116
L3,L317,ACACME,4.1,,b,13.19585,0.6,2.89,2.29,7.87,12.02,274.596
L3,L317,ACACME,4.3,,b,14.51465,0.6,2.89,2.29,7.87,12.02,300.948
L3,L317,ACACME,3.5,,b,9.61625,0.6,2.89,2.29,7.87,12.02,195.54
L3,L317,ACACME,8.1,M,M,51.50385,0.58,2.27,1.69,5.7,6.43,801.636
L3,L317,ACACME,7.8,,b,47.7594,0.58,2.27,1.69,5.7,6.43,762.108
L3,L317,ACACME,5.9,,b,27.32585,0.58,2.27,1.69,5.7,6.43,511.764
L3,L317,ACACME,3.7,,b,10.74665,0.58,2.27,1.69,5.7,6.43,221.892
L3,L317,ACACME,5.4,M,M,22.8906,1,2.95,1.95,6.04,7.86,445.884
L3,L317,ACACME,4.9,,b,18.84785,1,2.95,1.95,6.04,7.86,380.004
L3,L317,ACACME,4.8,,b,18.0864,1,2.95,1.95,6.04,7.86,366.828
L3,L317,ACACME,7.4,M,M,42.9866,1.07,2.85,1.78,5.96,7.07,709.404
L3,L317,ACACME,6.1,,b,29.20985,1.07,2.85,1.78,5.96,7.07,538.116
L3,L317,ACACME,3.7,,b,10.74665,1.07,2.85,1.78,5.96,7.07,221.892
L3,L317,ACACME,4.1,M,M,13.19585,1.18,3.32,2.14,5.51,7.86,274.596
L3,L317,ACACME,2.5,,b,4.90625,1.18,3.32,2.14,5.51,7.86,63.78
L3,L317,ACACME,3.3,,b,8.54865,1.18,3.32,2.14,5.51,7.86,169.188
L3,L317,ACACME,4.1,M,M,13.19585,0.8,2.99,2.19,5.62,8.2,274.596
L3,L317,ACACME,3.7,,b,10.74665,0.8,2.99,2.19,5.62,8.2,221.892
L3,L317,ACACME,3.1,,b,7.54385,0.8,2.99,2.19,5.62,8.2,142.836
L3,L317,ACACME,5.1,M,M,20.41785,1.14,3.25,2.11,3.63,5.1,406.356
L3,L317,ACACME,2.5,,b,4.90625,1.14,3.25,2.11,3.63,5.1,63.78
L3,L317,ACACME,2.3,,b,4.15265,1.14,3.25,2.11,3.63,5.1,37.428
L3,L317,ACACME,2,,b,3.14,1.14,3.25,2.11,3.63,5.1,-2.1
L3,L317,ACACME,8.6,M,M,58.0586,1.2,3.15,1.95,7.77,10.1,867.516
L3,L317,ACACME,7.3,,b,41.83265,1.2,3.15,1.95,7.77,10.1,696.228
L3,L317,ACACME,5.2,,b,21.2264,1.2,3.15,1.95,7.77,10.1,419.532
L3,L317,ACACME,5.1,,b,20.41785,1.2,3.15,1.95,7.77,10.1,406.356
L3,L317,ACACME,5.6,,b,24.6176,1.2,3.15,1.95,7.77,10.1,472.236
L3,L317,ACACME,7.1,,b,39.57185,1.2,3.15,1.95,7.77,10.1,669.876
L3,L317,ACACME,5.5,M,M,23.74625,1.12,3.04,1.92,5.93,7.6,459.06
L3,L317,ACACME,5.4,,b,22.8906,1.12,3.04,1.92,5.93,7.6,445.884
L3,L317,ACACME,4.3,,b,14.51465,1.12,3.04,1.92,5.93,7.6,300.948
L3,L317,ACACME,7.5,M,M,44.15625,1.07,3.51,2.44,7.18,11.68,722.58
L3,L317,ACACME,4.5,,b,15.89625,1.07,3.51,2.44,7.18,11.68,327.3
L3,L317,ACACME,6.3,,b,31.15665,1.07,3.51,2.44,7.18,11.68,564.468
L3,L317,ACACME,6.3,M,M,31.15665,0.82,3.54,2.72,11.37,20.63,564.468
L3,L317,ACACME,5.4,,b,22.8906,0.82,3.54,2.72,11.37,20.63,445.884
L3,L317,ACACME,3.6,,b,10.1736,0.82,3.54,2.72,11.37,20.63,208.716
L3,L317,ACACME,4.5,,b,15.89625,0.82,3.54,2.72,11.37,20.63,327.3
L3,L317,ACACME,4.4,M,M,15.1976,1.12,3.89,2.77,12.69,23.44,314.124
L3,L317,ACACME,4.1,,b,13.19585,1.12,3.89,2.77,12.69,23.44,274.596
L3,L317,ACACME,2.7,,b,5.72265,1.12,3.89,2.77,12.69,23.44,90.132
L3,L317,ACACME,2.4,,b,4.5216,1.12,3.89,2.77,12.69,23.44,50.604
L3,L317,ACACME,2.9,,b,6.60185,1.12,3.89,2.77,12.69,23.44,116.484
L3,L317,ACACME,3.1,,b,7.54385,1.12,3.89,2.77,12.69,23.44,142.836
L3,L317,ACACME,5.9,M,M,27.32585,0.6,2.4,1.8,7.49,8.99,511.764
L3,L317,ACACME,5.5,,b,23.74625,0.6,2.4,1.8,7.49,8.99,459.06
L3,L317,ACACME,5.5,,b,23.74625,0.6,2.4,1.8,7.49,8.99,459.06
L3,L317,ACACME,5.7,,b,25.50465,0.6,2.4,1.8,7.49,8.99,485.412
L3,L317,ACACME,3.7,,b,10.74665,0.6,2.4,1.8,7.49,8.99,221.892
L3,L317,ACACME,5.1,,b,20.41785,0.6,2.4,1.8,7.49,8.99,406.356
L3,L317,ACACME,2.5,,b,4.90625,0.6,2.4,1.8,7.49,8.99,63.78
L3,L317,ACACME,7.2,M,M,40.6944,1.22,3.48,2.26,8.31,12.52,683.052
L3,L317,ACACME,4.4,,b,15.1976,1.22,3.48,2.26,8.31,12.52,314.124
L3,L317,ACACME,4.9,,b,18.84785,1.22,3.48,2.26,8.31,12.52,380.004
L3,L317,ACACME,5.5,,b,23.74625,1.22,3.48,2.26,8.31,12.52,459.06
L3,L317,ACACME,5.6,M,M,24.6176,0.65,3.42,2.77,8.94,16.5,472.236
L3,L317,ACACME,4,,b,12.56,0.65,3.42,2.77,8.94,16.5,261.42
L3,L317,ACACME,2.5,,b,4.90625,0.65,3.42,2.77,8.94,16.5,63.78
L3,L317,ACACME,3.7,,b,10.74665,0.65,3.42,2.77,8.94,16.5,221.892
L3,L317,ACACME,5.6,M,M,24.6176,1.08,3.74,2.66,12.95,22.97,472.236
L3,L317,ACACME,2.8,,b,6.1544,1.08,3.74,2.66,12.95,22.97,103.308
L3,L317,ACACME,2.7,,b,5.72265,1.08,3.74,2.66,12.95,22.97,90.132
L3,L317,ACACME,5.4,M,M,22.8906,0.9,3.31,2.41,5.5,8.83,445.884
L3,L317,ACACME,3.5,,b,9.61625,0.9,3.31,2.41,5.5,8.83,195.54
L3,L317,ACACME,3.4,,b,9.0746,0.9,3.31,2.41,5.5,8.83,182.364
L3,L317,ACACME,3.9,,b,11.93985,0.9,3.31,2.41,5.5,8.83,248.244
L3,L317,ACACME,3.7,,b,10.74665,0.9,3.31,2.41,5.5,8.83,221.892
L3,L317,ACACME,2.5,,b,4.90625,0.9,3.31,2.41,5.5,8.83,63.78
L3,L317,ACACME,4.5,M,M,15.89625,0.4,3.52,3.12,3.34,6.95,327.3
L3,L317,ACACME,2.9,,b,6.60185,0.4,3.52,3.12,3.34,6.95,116.484
L3,L317,ACACME,2.7,,b,5.72265,0.4,3.52,3.12,3.34,6.95,90.132
L3,L317,ACACME,2.8,,b,6.1544,0.4,3.52,3.12,3.34,6.95,103.308
L3,L317,ACACME,4,M,M,12.56,0.8,4.09,3.29,12.01,26.34,261.42
L3,L317,ACACME,3.4,,b,9.0746,0.8,4.09,3.29,12.01,26.34,182.364
L3,L317,ACACME,4.6,,b,16.6106,0.8,4.09,3.29,12.01,26.34,340.476
L3,L317,ACACME,4.4,,b,15.1976,0.8,4.09,3.29,12.01,26.34,314.124
L3,L317,ACACME,4.1,,b,13.19585,0.8,4.09,3.29,12.01,26.34,274.596
L3,L317,ACACME,3.7,,b,10.74665,0.8,4.09,3.29,12.01,26.34,221.892
L3,L317,ACACME,6.7,M,M,35.23865,0.45,2.88,2.43,7.17,11.62,617.172
L3,L317,ACACME,6.5,,b,33.16625,0.45,2.88,2.43,7.17,11.62,590.82
L3,L317,ACACME,4.1,,b,13.19585,0.45,2.88,2.43,7.17,11.62,274.596
L3,L317,ACACME,3.5,,b,9.61625,0.45,2.88,2.43,7.17,11.62,195.54
L3,L317,ACACME,2.7,,b,5.72265,0.45,2.88,2.43,7.17,11.62,90.132
L3,L317,ACACME,3.5,,b,9.61625,0.45,2.88,2.43,7.17,11.62,195.54
L3,L317,ACACME,6.2,M,M,30.1754,0.9,2.6,1.7,4.59,5.2,551.292
L3,L317,ACACME,6,,b,28.26,0.9,2.6,1.7,4.59,5.2,524.94
L3,L317,ACACME,3.1,,b,7.54385,0.9,2.6,1.7,4.59,5.2,142.836
L3,L317,ACACME,3.5,,b,9.61625,0.9,2.6,1.7,4.59,5.2,195.54
L3,L317,ACACME,5.5,,b,23.74625,0.9,2.6,1.7,4.59,5.2,459.06
L3,L317,ACACME,4.7,,b,17.34065,0.9,2.6,1.7,4.59,5.2,353.652
L3,L317,ACACME,5.4,,b,22.8906,0.9,2.6,1.7,4.59,5.2,445.884
L3,L317,ACACME,5.2,,b,21.2264,0.9,2.6,1.7,4.59,5.2,419.532
L3,L317,ACACME,3.7,,b,10.74665,0.9,2.6,1.7,4.59,5.2,221.892
L3,L317,ACACME,8.6,M,M,58.0586,1.16,3.1,1.94,7.18,9.28,867.516
L3,L317,ACACME,8.3,,b,54.07865,1.16,3.1,1.94,7.18,9.28,827.988
L3,L317,ACACME,8.4,,b,55.3896,1.16,3.1,1.94,7.18,9.28,841.164
L3,L317,ACACME,4.3,,b,14.51465,1.16,3.1,1.94,7.18,9.28,300.948
L3,L317,ACACME,3.5,,b,9.61625,1.16,3.1,1.94,7.18,9.28,195.54
L3,L317,ACACME,3.7,M,M,10.74665,0.68,2.86,2.18,7.18,10.43,221.892
L3,L317,ACACME,3.5,,b,9.61625,0.68,2.86,2.18,7.18,10.43,195.54
L3,L317,ACACME,3.7,,b,10.74665,0.68,2.86,2.18,7.18,10.43,221.892
L3,L317,ACACME,2.5,,b,4.90625,0.68,2.86,2.18,7.18,10.43,63.78
L3,L317,ACACME,2.3,,b,4.15265,0.68,2.86,2.18,7.18,10.43,37.428
L3,L317,ACACME,5.5,M,M,23.74625,1.05,3.39,2.34,4.71,7.35,459.06
L3,L317,ACACME,3.7,,b,10.74665,1.05,3.39,2.34,4.71,7.35,221.892
L3,L317,ACACME,5.1,M,M,20.41785,0.5,2.91,2.41,6.78,10.9,406.356
L3,L317,ACACME,4.2,,b,13.8474,0.5,2.91,2.41,6.78,10.9,287.772
L3,L317,ACACME,4.4,,b,15.1976,0.5,2.91,2.41,6.78,10.9,314.124
L3,L317,ACACME,4.6,,b,16.6106,0.5,2.91,2.41,6.78,10.9,340.476
L3,L317,ACACME,6.2,M,M,30.1754,1.22,3.7,2.48,9.04,14.95,551.292
L3,L317,ACACME,3.7,,b,10.74665,1.22,3.7,2.48,9.04,14.95,221.892
L3,L317,ACACME,4.5,,b,15.89625,1.22,3.7,2.48,9.04,14.95,327.3
L3,L317,ACACME,4.9,,b,18.84785,1.22,3.7,2.48,9.04,14.95,380.004
L3,L317,ACACME,9.9,M,M,76.93785,0.81,3.13,2.32,9.25,14.3,1038.804
L3,L317,ACACME,6.8,,b,36.2984,0.81,3.13,2.32,9.25,14.3,630.348
L3,L317,ACACME,4.8,,b,18.0864,0.81,3.13,2.32,9.25,14.3,366.828
L3,L317,ACACME,7.8,M,M,47.7594,1.22,3.54,2.32,10.41,16.1,762.108
L3,L317,ACACME,6.7,,b,35.23865,1.22,3.54,2.32,10.41,16.1,617.172
L3,L317,ACACME,4.3,,b,14.51465,1.22,3.54,2.32,10.41,16.1,300.948
L3,L317,ACACME,4,,b,12.56,1.22,3.54,2.32,10.41,16.1,261.42
L3,L317,ACACME,2.5,,b,4.90625,1.22,3.54,2.32,10.41,16.1,63.78
L3,L317,ACACME,5.7,,b,25.50465,1.22,3.54,2.32,10.41,16.1,485.412
L3,L317,ACACME,4.4,,b,15.1976,1.22,3.54,2.32,10.41,16.1,314.124
L3,L317,ACACME,3.4,,b,9.0746,1.22,3.54,2.32,10.41,16.1,182.364
L3,L317,ACACME,3.5,,b,9.61625,1.22,3.54,2.32,10.41,16.1,195.54
L3,L317,ACACME,2,,b,3.14,1.22,3.54,2.32,10.41,16.1,-2.1
L3,L318,ACACME,8.2,M,M,52.7834,0.4,3.45,3.05,9.11,18.52,814.812
L3,L318,ACACME,8.1,,b,51.50385,0.4,3.45,3.05,9.11,18.52,801.636
L3,L318,ACACME,6.2,,b,30.1754,0.4,3.45,3.05,9.11,18.52,551.292
L3,L318,ACACME,3.7,,b,10.74665,0.4,3.45,3.05,9.11,18.52,221.892
L3,L318,ACACME,5.1,M,M,20.41785,0.28,1.87,1.59,2.64,2.8,406.356
L3,L318,ACACME,2,,b,3.14,0.28,1.87,1.59,2.64,2.8,-2.1
L3,L318,ACACME,5.4,M,M,22.8906,0.8,1.86,1.06,2,1.41,445.884
L3,L318,ACACME,2.2,,b,3.7994,0.8,1.86,1.06,2,1.41,24.252
L3,L318,ACACME,3,,b,7.065,0.8,1.86,1.06,2,1.41,129.66
L3,L318,ACACME,4.5,,b,15.89625,0.8,1.86,1.06,2,1.41,327.3
L3,L318,ACACME,4,,b,12.56,0.8,1.86,1.06,2,1.41,261.42
L3,L318,ACACME,7.3,M,M,41.83265,0.3,2.67,2.37,5.2,8.21,696.228
L3,L318,ACACME,6.3,,b,31.15665,0.3,2.67,2.37,5.2,8.21,564.468
L3,L318,ACACME,3.4,,b,9.0746,0.3,2.67,2.37,5.2,8.21,182.364
L3,L318,ACACME,7.9,M,M,48.99185,0.7,2.97,2.27,3.85,5.82,775.284
L3,L318,ACACME,5.9,M,M,27.32585,1.22,3.1,1.88,12.51,15.67,511.764
L3,L318,ACACME,4.5,,b,15.89625,1.22,3.1,1.88,12.51,15.67,327.3
L3,L318,ACACME,1.6,,b,2.0096,1.22,3.1,1.88,12.51,15.67,-54.804
L3,L318,ACACME,5.9,,b,27.32585,1.22,3.1,1.88,12.51,15.67,511.764
L3,L318,ACACME,8.2,M,M,52.7834,0.75,2.13,1.38,5.09,4.68,814.812
L3,L318,ACACME,2.1,,b,3.46185,0.75,2.13,1.38,5.09,4.68,11.076
L3,L318,ACACME,6,M,M,28.26,0.4,2.48,2.08,11.54,16,524.94
L3,L318,ACACME,4.8,,b,18.0864,0.4,2.48,2.08,11.54,16,366.828
L3,L318,ACACME,3,,b,7.065,0.4,2.48,2.08,11.54,16,129.66
L3,L318,ACACME,7.1,M,M,39.57185,0.7,3.18,2.48,11.14,18.42,669.876
L3,L318,ACACME,5.7,,b,25.50465,0.7,3.18,2.48,11.14,18.42,485.412
L3,L318,ACACME,5.6,,b,24.6176,0.7,3.18,2.48,11.14,18.42,472.236
L3,L318,ACACME,4.4,,b,15.1976,0.7,3.18,2.48,11.14,18.42,314.124
L3,L318,ACACME,4.5,,b,15.89625,0.7,3.18,2.48,11.14,18.42,327.3
L3,L318,ACACME,4.1,,b,13.19585,0.7,3.18,2.48,11.14,18.42,274.596
L3,L318,ACACME,3.1,,b,7.54385,0.7,3.18,2.48,11.14,18.42,142.836
L3,L318,ACACME,3,,b,7.065,0.7,3.18,2.48,11.14,18.42,129.66
L3,L319,ACACME,11.1,M,M,96.71985,1.17,3.62,2.45,7.91,12.92,1196.916
L3,L319,ACACME,5.7,,b,25.50465,1.17,3.62,2.45,7.91,12.92,485.412
L3,L319,ACACME,6.4,,b,32.1536,1.17,3.62,2.45,7.91,12.92,577.644
L3,L319,ACACME,3.5,,b,9.61625,1.17,3.62,2.45,7.91,12.92,195.54
L3,L319,ACACME,3.8,,b,11.3354,1.17,3.62,2.45,7.91,12.92,235.068
L3,L319,ACACME,6.5,M,M,33.16625,0.55,2.46,1.91,4.51,5.75,590.82
L3,L319,ACACME,3.8,,b,11.3354,0.55,2.46,1.91,4.51,5.75,235.068
L3,L319,ACACME,6.4,,b,32.1536,0.55,2.46,1.91,4.51,5.75,577.644
L3,L319,ACACME,4.4,,b,15.1976,0.55,2.46,1.91,4.51,5.75,314.124
L3,L319,ACACME,6.2,M,M,30.1754,0.4,2.83,2.43,3.96,6.41,551.292
L3,L319,ACACME,5,,b,19.625,0.4,2.83,2.43,3.96,6.41,393.18
L3,L319,ACACME,4.3,,b,14.51465,0.4,2.83,2.43,3.96,6.41,300.948
L3,L319,ACACME,4.1,,b,13.19585,0.4,2.83,2.43,3.96,6.41,274.596
L3,L319,ACACME,2.5,,b,4.90625,0.4,2.83,2.43,3.96,6.41,63.78
L3,L319,ACACME,7.9,M,M,48.99185,1.2,3.32,2.12,3.87,5.48,775.284
L3,L319,ACACME,5.2,,b,21.2264,1.2,3.32,2.12,3.87,5.48,419.532
L3,L319,ACACME,6.1,,b,29.20985,1.2,3.32,2.12,3.87,5.48,538.116
L3,L319,ACACME,6.5,,b,33.16625,1.2,3.32,2.12,3.87,5.48,590.82
L3,L319,ACACME,6.6,M,M,34.1946,0.66,2.61,1.95,5.4,7.02,603.996
L3,L319,ACACME,4.6,,b,16.6106,0.66,2.61,1.95,5.4,7.02,340.476
L3,L319,ACACME,5.6,,b,24.6176,0.66,2.61,1.95,5.4,7.02,472.236
L3,L319,ACACME,4.5,,b,15.89625,0.66,2.61,1.95,5.4,7.02,327.3
L3,L319,ACACME,4,,b,12.56,0.66,2.61,1.95,5.4,7.02,261.42
L3,L319,ACACME,4.1,,b,13.19585,0.66,2.61,1.95,5.4,7.02,274.596
L3,L319,ACACME,10.2,M,M,81.6714,0.8,4.64,3.84,7.48,19.14,1078.332
L3,L319,ACACME,7.4,,b,42.9866,0.8,4.64,3.84,7.48,19.14,709.404
L3,L319,ACACME,7.2,,b,40.6944,0.8,4.64,3.84,7.48,19.14,683.052
L3,L319,ACACME,6.5,M,M,33.16625,1,4.22,3.22,7.8,16.74,590.82
L3,L319,ACACME,5.9,,b,27.32585,1,4.22,3.22,7.8,16.74,511.764
L3,L319,ACACME,6.4,,b,32.1536,1,4.22,3.22,7.8,16.74,577.644
L3,L319,ACACME,2.5,,b,4.90625,1,4.22,3.22,7.8,16.74,63.78
L3,L319,ACACME,7.1,M,M,39.57185,0.7,3.53,2.83,5.61,10.59,669.876
L3,L319,ACACME,6.1,,b,29.20985,0.7,3.53,2.83,5.61,10.59,538.116
L3,L319,ACACME,5.9,,b,27.32585,0.7,3.53,2.83,5.61,10.59,511.764
L3,L319,ACACME,8.6,M,M,58.0586,0.7,3.2,2.5,8.8,14.67,867.516
L3,L319,ACACME,5,,b,19.625,0.7,3.2,2.5,8.8,14.67,393.18
L3,L319,ACACME,5.1,,b,20.41785,0.7,3.2,2.5,8.8,14.67,406.356
L3,L319,ACACME,5.2,,b,21.2264,0.7,3.2,2.5,8.8,14.67,419.532
L3,L319,ACACME,4.2,,b,13.8474,0.7,3.2,2.5,8.8,14.67,287.772
L3,L319,ACACME,6.1,M,M,29.20985,0.7,3.02,2.32,5.51,8.52,538.116
L3,L319,ACACME,5.1,,b,20.41785,0.7,3.02,2.32,5.51,8.52,406.356
L3,L319,ACACME,3.1,,b,7.54385,0.7,3.02,2.32,5.51,8.52,142.836
L3,L319,ACACME,2.5,,b,4.90625,0.7,3.02,2.32,5.51,8.52,63.78
L3,L319,ACACME,3.6,M,M,10.1736,0.5,3.63,3.13,10.94,22.83,208.716
L3,L319,ACACME,2.6,,b,5.3066,0.5,3.63,3.13,10.94,22.83,76.956
L3,L319,ACACME,3.9,,b,11.93985,0.5,3.63,3.13,10.94,22.83,248.244
L3,L319,ACACME,3.3,,b,8.54865,0.5,3.63,3.13,10.94,22.83,169.188
L3,L319,ACACME,5.6,M,M,24.6176,0.9,3.69,2.79,12.29,22.87,472.236
L3,L319,ACACME,2.8,,b,6.1544,0.9,3.69,2.79,12.29,22.87,103.308
L3,L319,ACACME,5.5,,b,23.74625,0.9,3.69,2.79,12.29,22.87,459.06
L3,L319,ACACME,9.1,M,M,65.00585,1.1,3.15,2.05,8.4,11.47,933.396
L3,L319,ACACME,3.6,,b,10.1736,1.1,3.15,2.05,8.4,11.47,208.716
L3,L319,ACACME,6.6,,b,34.1946,1.1,3.15,2.05,8.4,11.47,603.996
L3,L319,ACACME,8,,b,50.24,1.1,3.15,2.05,8.4,11.47,788.46
L3,L319,ACACME,7.4,,b,42.9866,1.1,3.15,2.05,8.4,11.47,709.404
L3,L319,ACACME,4,M,M,12.56,0.9,3.9,3,10.3,20.61,261.42
