"article_id","column","comment","category"
"10_1111_1365_2745_13606","data_availability_comment","Paper text: ""Datasets used in this manuscript are available on Dryad Digital [Repository]"" with explicit Dryad DOIs in the reference list (e.g. https://doi.org/10.5061/dryad.f7m0cfxv3). repo_check has zero rows for this paper despite the clear Dryad citation. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_13891","data_availability_comment","Paper text: ""Data associated with this experiment are available on the Harvard Forest Data Archive (https://harvardforest.fas.harvard.edu/harvard-forest-data-archive...) and are openly available through this local archive as well as the Environmental Data Initiative (https://doi.org/10.6073/pasta/caf757bc4d0d0509bfc16fc98db9a927)."" repo_check found zero files for this paper -- it never located/checked either repository. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1002_pan3_10406","data_availability_comment","Paper text: ""All data are available in the Apollo repository held by the University of Cambridge at https://doi.org/10.17863/CAM.88300"". Apollo (Cambridge's institutional repository) is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2745_14198","data_availability_comment","Paper text: ""Data and R code used for this manuscript are available on the Environmental Data Initiative data portal: https://doi.org/10.6073/pasta/c30eb38e801a6db7506bf1e5a5a235ed (Wilfahrt, 2023)."" repo_check found zero files for this paper -- it never located/checked this EDI DOI.","EDI_ENVIRONMENTAL_DATA_INITIATIVE"
"10_1002_pan3_10756","data_availability_comment","Paper's own availability statement: ""[Data are archived] at https://doi.org/10.23634/MMU.00636962."" (the sentence-opening clause with the archive name was lost to sentence-splitting in text extraction, but the DOI itself resolves to Manchester Metropolitan University's institutional repository.) Cites a real Other repo/database (MMU e-space) repository (https://doi.org/10.23634/MMU.00636962). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","TEXT_EXTRACTION_TRUNCATED"
"10_1111_2041_210x_14175","data_availability_comment","The Zenodo record's only file is an unopened .zip archive (data_type=unknown, zip never peeked); its content status cannot be confirmed as genuinely usable data. The paper's actual referenced output (3D animations) is on a university research portal, undetected.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_14151","data_availability_comment","Paper's own availability statement: ""Data are archived for public use in the Sierra Nevada Bighorn Sheep Database of the California Department of Fish and Wildlife, but not elsewhere owing to the sensitive nature of biological data for endangered species in this study."" Cites a real Other repo/database (CDFW Bighorn Sheep Database) repository. repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_14373","data_availability_comment","Paper text: ""Raw data and metadata... are publicly available at the iDiv data repository: https://doi.org/10.25829/idiv.3548-bz7p93 (Dieskau et al., 2024)."" iDiv Data Repository is not a platform repo_check recognizes; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13961","data_availability_comment","Reference list cites a resolvable Dryad DOI: ""Rashid, I., ... (2021). Data from: Species abundance along the railway of Kashmir Himalaya. Dryad Digital Repository, https://doi.org/10.5061/dryad.0pngf20h"" (the in-text sentence itself contains a malformed/wrong link, an orcid.org URL, but the reference-list DOI is real and resolvable). repo_check found zero files for this paper -- it never located/checked this Dryad DOI. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_14271","data_availability_comment","Paper's own availability statement: ""All data used in the manuscript and its supporting information are stored in our institutional archive and are publicly available here: https://doi.org/10.26183/bf6d-kh20."" (A GitHub link elsewhere in the paper is for a THIRD PARTY's unrelated methodology, not this paper's own data.) Cites a real Other repo/database (institutional archive) repository (https://doi.org/10.26183/bf6d-kh20). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13792","data_availability_comment","Paper text: ""The data presented in this article are publicly available on the Knowledge Network for Biocomplexity (https://knb.ecoinformatics.org/view/doi:10.5063/J101M7, Shaw et al., 2021)."" KNB is not a platform repo_check recognizes; repo_check has zero rows for this paper.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13992","data_availability_comment","Paper text: ""Data are also published in the Dryad Digital Repository (https://doi.org/10.5061/dryad.z34tmpght)."" A clear, standard-format Dryad DOI is cited yet mc_data_availability=FALSE, indicating repo_check never found/listed this repository.","EMBARGOED_OR_RESTRICTED_AT_SOURCE"
"10_1111_1365_2656_13345","data_availability_comment","Paper text: ""The eBird bird occurrence data are available from the Dryad Digital Repository https://doi.org/10.5061/dryad.hmgqnk9f3 (La Sorte & Graham, 2020)."" A clear, working Dryad DOI is cited yet mc_data_availability=FALSE, indicating repo_check never found/listed this repository. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2664_13286","data_availability_comment","Paper text: ""All data and metadata are available via USGS Science Base https://doi.org/10.5066/p91vexew (Rubenstein, Christophersen, & Ransom, ...)."" repo_check found zero files for this paper -- it never located/checked this ScienceBase DOI.","USGS_SCIENCEBASE"
"10_1111_1365_2745_13304","data_availability_comment","Paper states ""Data has been deposited with the NERC Environmental Information Data Centre: https://doi.org/10.5285/65c14df6-b762-441c-8d8d-9112f7350f03""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.","EIDC_NERC"
"10_1111_1365_2435_13632","data_availability_comment","Paper text: ""The seabird positional data... are available from the Norwegian Polar Data Centre (NPDC, https://data.npolar.no), with https://doi.org/10.21334/npolar.2020.8a2f44d4."" NPDC is not a platform repo_check recognizes; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13694","data_availability_comment","Paper text: ""Data and r code for the analyses are available at the Zenodo Digital [Repository]... https://doi.org/10.5281/zenodo.3756781."" Both data and code are explicitly claimed in one Zenodo repository, but repo_check has zero rows for this paper -- entirely missed.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2656_13669","data_availability_comment","Paper's own availability statement: ""Data available from the Dryad Digital Repository 10.5061/dryad.dz08kprzw (Suh et al., 2022)."" Cites a real Dryad repository (10.5061/dryad.dz08kprzw). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","SPLIT_DOI_EXTRACTION"
"10_1002_pan3_10265","data_availability_comment","Paper's own availability statement: ""Original data are archived at Oxford Research Archive: https://doi.org/10.5287/bodleian:KOykbrbvb (Gosler, 2022)."" Cites a real Other repo/database (Oxford Research Archive) repository (https://doi.org/10.5287/bodleian:KOykbrbvb). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_14047","data_availability_comment","Paper text: ""All data and (permanent links to) imagery are available from the Environmental Data Initiative (EDI) Data Portal: https://doi.org/10.6073/pasta/7f004957c6cc224d84e61bf1f4bb76a4 (Davis, 2022)."" EDI is not a platform repo_check recognizes; repo_check has zero rows for this paper.","EDI_ENVIRONMENTAL_DATA_INITIATIVE"
"10_1111_1365_2656_13407","data_availability_comment","Paper states ""Data used in this manuscript have been archived online at the [named repository, GLBRC's Long-Term Ecological Research data catalog]""; repo_check's summary_table shows repo_n=0 -- this text is truncated in extraction but clearly names an online archive, which was never detected.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13708","data_availability_comment","Paper states ""The data and R code for this study are available online at Knowledge Network for Biocomplexity: https://doi.org/10.5063/PG1Q4B""; repo_check's summary_table shows repo_n=0 -- this repository was never detected.","UNSUPPORTED_REPO"
"10_1002_pan3_10294","data_availability_comment","Paper text: ""The data presented in this paper are available via the Manaaki Whenua-Landcare Research online DataStore (MacLeod, Brandt, Collins, Moller, et al., 2021)"" (a New Zealand institutional data repository). This provider is not among metacheck's supported repo_check providers, so repo_check never attempted it at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14847","data_availability_comment","Paper text: ""The data are available in the bundled PANGAEA publication, https://doi.org/10.1594/PANGAEA.973173, referenced as Tanner et al. (2024c)"". PANGAEA is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","PANGAEA"
"10_1111_1365_2745_13503","data_availability_comment","Paper states ""Data and analysis code reproducing the results of this paper have been archived in an Environmental Data Initiative (EDI) repository and are available at https://doi.org/10.6073/pasta/b34798fd71e24efd3fda995ec4263701""; repo_check's summary_table shows repo_n=0 -- this EDI/PASTA repository was never detected.","EDI_ENVIRONMENTAL_DATA_INITIATIVE"
"10_1111_1365_2745_13577","data_availability_comment","Paper text: ""Data on plant phenology are available at the Dryad Digital Repository: https://doi.org/10.5061/dryad.c59zw3r69 (Bucher & Römermann, 2020a)."" A clear, standard-format Dryad DOI is cited yet mc_data_availability=FALSE, indicating repo_check never found/listed this repository. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2656_13893","data_availability_comment","Paper's own availability statement: ""[The] hierarchical model are archived at the Dryad Digital Repository https://doi.org/10.5061/dryad.7d7wm3806 (Riecke et al., 2023)""; the same repository also holds ""the reproductive success data and R script for running the [models]"" per the paper's own text. Cites a real Dryad repository (https://doi.org/10.5061/dryad.7d7wm3806). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2745_13525","data_availability_comment","Paper states ""Archived data available through the Institutional Repository at University of Florida found at the following permanent link: https://ufdc.ufl.edu/IR00011264/00001""; repo_check's summary_table shows repo_n=0 -- this institutional repository was never detected.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13643","data_availability_comment","Paper text: ""Data available from UQ eSpace https://doi.org/10.48610/088a9c5 (Winters et al., 2021)"" (University of Queensland's institutional repository). This provider is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1002_pan3_10648","data_availability_comment","Reference list cites a real Dryad DOI: ""Dryad. https://doi.org/10.5061/dryad.ffbg79d2p."" repo_check found zero files for this paper -- it never located/checked this Dryad DOI.","EMBARGOED_OR_RESTRICTED_AT_SOURCE"
"10_1111_1365_2664_14598","data_availability_comment","Paper's own availability statement: ""Data available from the University of Reading Research Data Archive at https://doi.org/10.17864/1947.000525 (Howard, 2024)."" Cites a real Other repo/database (Univ. of Reading) repository (https://doi.org/10.17864/1947.000525). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_1365_2745_12901","data_availability_comment","Paper text: ""All of the supporting data presented in this paper have been publically archived at sciencebase.gov: https://doi.org/10.5066/f7639mvk (Stagg, Baustian, Perry, Carruthers, & Hall, 2017)."" repo_check found zero files for this paper -- it never located/checked this ScienceBase DOI.","USGS_SCIENCEBASE"
"10_1111_1365_2664_13828","data_availability_comment","Broader search of the full paper text found the actual DAS, missed by standard keyword filtering: ""Data available via the Australian Antarctic Data Centre https://dx.doi.org/doi:10.26179/6kes-0a57 (Travers & Shaw, 2020)""; repo_check's summary_table confirms repo_n=0 (this repository was never detected). (The Zenodo DOI captured by the initial text search is an unrelated bibliography citation for the third-party R package sjstats, not this paper's own data.) | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.","REFERENCES_ONLY"
"10_1002_pan3_10689","data_availability_comment","Paper text: data are 'archived with VTechData, the data repository for Virginia Tech. https://doi.org/10.7294/25914...' (URL truncated by extraction but clearly a real DOI). repo_check found zero files for this paper -- it never located/checked this VTechData repository.","UNSUPPORTED_REPO"
"10_1111_2041_210x_13262","data_availability_comment","Paper text, under a labeled 'DATA AVAILABILITY STATEMENT': ""All JAGS and Stan model code and datasets are archived at https://doi.org/10.5066/P99JX2ND"", plus a second link at irma.nps.gov. repo_check found zero files for this paper -- it never located/checked either repository.","UNSUPPORTED_REPO"
"10_1111_1365_2435_12826","data_availability_comment","Paper text: ""Data are archived at PSU Datacommons ... (https://doi.org/10.18113/D3X59X) (Yip 2017)."" repo_check found zero files for this paper -- it never located/checked this PSU Datacommons repository.","UNSUPPORTED_REPO"
"10_1002_pan3_10479","data_availability_comment","Paper's own availability statement: ""The data are archived at: Fleming & Swartz (2023) ... Dryad, Dataset, https://doi.org/10.5061/dryad.w0vt4b8x2."" Cites a real Dryad repository (https://doi.org/10.5061/dryad.w0vt4b8x2). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","EMBARGOED_OR_RESTRICTED_AT_SOURCE"
"10_1002_2688_8319_12070","data_availability_comment","Paper text: ""...Repository. https://doi.org/10.5522/04/14484084.v1 (Pritchard et al., 2021)"" -- a UCL (University College London) Research Data Repository DOI (10.5522 prefix). This institutional repository is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13864","data_availability_comment","Paper's own availability statement: ""Data are archived with the Bonanza Creek LTER, Institute of Arctic Biology, University of Alaska Fairbanks: http://www.lter.uaf.edu/data/data-detail/id/704 (Jasinski et al., 2018a)"", plus two further LTER dataset links (705, 706). Cites a real Other repo/database (Bonanza Creek LTER) repository (http://www.lter.uaf.edu/data/data-detail/id/704). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.","UNSUPPORTED_REPO"
"10_1111_2041_210x_14045","data_availability_comment","Paper text: ""Data are available in the DOI repository https://doi.org/10.14284/581."" repo_check found zero files for this paper -- it never located/checked this DOI.","UNSUPPORTED_REPO"
"10_1002_2688_8319_12194","data_availability_comment","Paper text: ""Data were archived at USGS ScienceBase (Severson et al., 2022; https://doi.org/10.5066/P958IEOS)"", repeated multiple times including 'available for public download'. repo_check found zero files for this paper -- it never located/checked this ScienceBase DOI.","USGS_SCIENCEBASE"
"10_1111_2041_210x_13937","data_archive_comment","GitHub and Zenodo hold the RADOrgMiner pipeline CODE; the paper's own text says raw sequencing data is on NCBI GenBank, a platform metacheck does not detect at all. Classic code-repo-mislabeled-as-data-repo pattern.","NCBI_GENBANK"
"10_1111_1365_2664_13806","data_archive_comment","The paper's own availability statement explicitly cites a Dryad repository: 'Data available from the Dryad Digital Repository https://doi.org/10.6078/D1FB0R (Xu et al., 2020).' This Dryad DOI uses the older '10.6078' EZID prefix rather than the standard '10.5061/dryad' prefix repo_check's platform matching is confirmed to recognize elsewhere -- repo_check never detected/fetched this Dryad repository at all (repo_check$table only shows github.com/wx-ecology/BaBA, the paper's own R-package code+data repo, now correctly retained after the R-package-source-tree-exclusion fix). mc_data_archive='GitHub' is an artifact of the only repository metacheck found, not evidence the paper's data lives there instead of Dryad. COOPER_RIGHT.","STALE_CORPUS_ROW"
"10_1111_2041_210x_13120","data_archive_comment","The paper's real classified-image dataset (NACTI, >3.7 million images) is hosted at LILA:BC (lila.science), a platform metacheck does not detect. GitHub/Zenodo hold only the MLWIC model/code. Code-vs-data conflation pattern.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13077","data_archive_comment","The real data repository (University of Groningen Dataverse) was never detected; mc's 'GitHub' answer is a false-positive artifact from an unrelated URL.","UNSUPPORTED_REPO"
"10_1002_2688_8319_12402","data_license_comment","repo_check found no repository at all for this paper (repo_metadata has no row for this paper_id) -- there is no repository for metacheck to have checked a license on. Cannot determine from available evidence whether this is a genuine repository-detection miss (the paper text was not re-examined here) or Cooper referring to a repository metacheck never located.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13397","code_archived_comment","Paper text describes the AMMonitor R package's source code hosted on GitLab (https://code.usgs.gov/vtcfwru/ammonitor, downloadable as zip/tar.gz or via install_git()) plus a second code repository on GitHub (cbalantic/temporally-adaptivesampling). repo_check's summary_table shows repo_n=3 (three repo URLs detected) but files_n=0 -- zero files retrieved from any of them, likely because the self-hosted GitLab instance (code.usgs.gov) is not a recognized github.com/gitlab.com domain. code_check never had files to classify.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13910","code_archived_comment","Same Figshare collection DOI covers the paper's code per the text ('Data and reproducible code'); the collection-URL format is not recognized by repo_check.","UNSUPPORTED_REPO"
"10_1111_1365_2656_14054","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. Cooper's Yes is based on directly inspecting whatever repository the paper cites; metacheck's repo_check pipeline never found/queried any repository at all for this paper (res_repo_check$table has zero rows), so its No cannot be treated as the verified answer.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_14241","code_archived_comment","availability statement explicitly states ""All data and code needed to reproduce the analyses within this manuscript are available on FigShare (data: ..., code: ...)"", confirming code is archived with its own separate FigShare DOI, which metacheck's repo_check likely does not detect since it is FigShare rather than GitHub/Zenodo","UNSUPPORTED_REPO"
"10_1111_2041_210x_14074","code_archived_comment","Paper text: ""The source code in FORTRAN, the R script d.corr and three stand-alone applications ... are offered for computations (see Data Availability Statement)"" and ""the R script of DCORR is available on https://hdl.handle.net/21.15109/CONCORDA/R9BHMICONCORDA/COALPD"" -- an institutional 'CONCORDA Data Bank' handle-based repository. repo_check found zero files for this paper -- it never located/checked this repository (an unusual handle-based platform, likely unrecognized by URL extraction).","UNSUPPORTED_REPO"
"10_1111_2041_210x_13527","code_archived_comment","Paper text: ""No data have been used in this paper, other than the contents of the PSPManalysis package available on CRAN (https://CRAN.R-project.org/package=PSPManalysis)"" -- the paper's only ""code"" is the CRAN package itself. CRAN is not among metacheck's supported repo_check providers (only zenodo/github/figshare/osf/dryad/dataverse/researchdata4tu/gitlab), so repo_check never attempted this URL at all, leaving repo_check$table/code_check$table empty and producing mc_code_archived=FALSE.","UNSUPPORTED_REPO"
"10_1111_2041_210x_12804","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. Cooper's Yes is based on directly inspecting whatever repository the paper cites; metacheck's repo_check pipeline never found/queried any repository at all for this paper (res_repo_check$table has zero rows), so its No cannot be treated as the verified answer.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13005","code_archived_comment","A full-text search of the paper found no separate first-party code-repository statement (the only code-adjacent citation is a third-party R package, Jordano's effect.lndscp, cited as methodology, not the paper's own code). The only repository the paper names for its own materials is the same Dryad deposit above, which repo_check never found/listed at all -- so if code is bundled there, metacheck could not have seen it either.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2435_12897","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. Cooper's Yes is based on directly inspecting whatever repository the paper cites; metacheck's repo_check pipeline never found/queried any repository at all for this paper (res_repo_check$table has zero rows), so its No cannot be treated as the verified answer.","UNSUPPORTED_REPO"
"10_1111_2041_210x_13175","code_archived_comment","Same Figshare repository (https://figshare.com/articles/PxW_dataset/6934484) explicitly claimed to hold the paper's r code as well as its data; repo_check has zero rows for this paper, so the code was never found either.","UNSUPPORTED_REPO"
"10_1111_1365_2656_13053","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. The extracted paper text does not itself specify whether code is bundled with the data at the un-located repository, but Cooper's coding is based on directly inspecting the repository, which metacheck's pipeline never queried at all -- there is no basis to prefer metacheck's automatic No over Cooper's direct inspection here.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13694","code_archived_comment","Paper text: ""Our methods are publicly available in an R package smam (Hu et al., 2020b)... The mountain lion data is publicly available in the R package smam (https://cran.r-project.org/package=smam)."" The paper's own code is a real, published CRAN package, but CRAN is not a platform repo_check crawls (only GitHub/GitLab, Zenodo, Dryad, Figshare, OSF); repo_check has zero rows for this paper.","CRAN_CODE_PACKAGE"
"10_1111_1365_2435_13928","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. The extracted paper text does not itself specify whether code is bundled with the data at the un-located repository, but Cooper's coding is based on directly inspecting the repository, which metacheck's pipeline never queried at all -- there is no basis to prefer metacheck's automatic No over Cooper's direct inspection here.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_12774","code_archived_comment","MINOTAUR GitHub repo shows the same R-package-exclusion pattern (only .Rproj/.gitignore/README found), and a Dryad archive explicitly named 'CodeforDryad_MEE.zip' was never peeked inside (data_type=unknown). Two compounding detection gaps.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13530","code_archived_comment","Paper states ""the graph4lg package, all the R source codes, documentation files and vignettes can be downloaded by users under the GPL-2 license from the CRAN repository (https://cran.r-project.org/web/packages/graph4lg/index.html)""; repo_check's summary_table shows repo_n=0 -- CRAN is a repository type/domain repo_check does not check, so this genuinely archived code was never detected.","CRAN_CODE_PACKAGE"
"10_1111_2041_210x_14301","code_archived_comment","Paper's own code is the R package boxfilter, published on CRAN and explicitly cited in-text: ""is available on the Comprehensive R Archive Network... R Package boxfilter https://cran.r-project.org/package=boxfilter."" CRAN is not a platform repo_check crawls; repo_check has zero rows for this paper.","CRAN_CODE_PACKAGE"
"10_1111_1365_2664_14664","code_archived_comment","repo_check found zero files for this paper at all, so code_check (which only classifies files repo_check has already listed) had nothing to work with -- the same root-cause repository-detection miss as the data_availability disagreement for this paper. Cooper's Yes is based on directly inspecting whatever repository the paper cites; metacheck's repo_check pipeline never found/queried any repository at all for this paper (res_repo_check$table has zero rows), so its No cannot be treated as the verified answer.","UNSUPPORTED_REPO"
"10_1111_2041_210x_12874","code_archived_comment","Paper states ""The data used to evaluate the program are freely available in the Sourceforge repository (https://toxtrac.sourceforge.io)"" -- ToxTrac's own source code is hosted on SourceForge, a code-hosting platform repo_check does not appear to check (repo_n=0). This repository was never detected.","UNSUPPORTED_REPO"
"10_1111_2041_210x_12918","code_archived_comment","repo_check found zero files for this paper at all. Paper text: development version of the R package 'ecolottery' underlying this study is stated to be available on GitHub (https://github.com/frmunoz/...) alongside a CRAN release; repo_check never located this GitHub repository, so mc_code_archived=FALSE reflects a missed repository, not a genuine absence of archived code.","CRAN_CODE_PACKAGE"
"10_1111_1365_2664_12952","code_archived_comment","Paper text: ""Code used for this project is available at the USGS BitBucket Page https://doi.org/10.5066/f7416v7z (Erickson et al., 2017)."" This USGS Code Release platform is not recognized by repo_check; repo_check has zero rows for this paper.","UNSUPPORTED_REPO"
"10_1111_1365_2745_14152","any_readme_comment","Same repo-detection miss as data_availability: the CIRAD Dataverse repository was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.","SPLIT_DOI_EXTRACTION"
"10_1111_2041_210x_13915","any_readme_comment","Same Zenodo record fetch failure (""Zenodo.org seems to be offline"") explains the missing README signal -- repo_check never listed any files for this paper_id to check doc_role on.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2656_13671","any_readme_comment","Same root cause: AUrora is not a repo_check-recognized platform, so repo_check never checked it for a readme.","UNSUPPORTED_REPO"
"10_1111_1365_2664_14415","any_readme_comment","Same root cause: Cornell eCommons is not a repo_check-recognized platform, so repo_check never checked it for a readme.","UNSUPPORTED_REPO"
"10_1111_1365_2664_13190","any_readme_comment","Same root cause: UQ eSpace is not a repo_check-recognized platform, so repo_check never checked it for a readme.","UNSUPPORTED_REPO"
"10_1111_1365_2745_13758","any_readme_comment","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.","SPLIT_DOI_EXTRACTION"
"10_1111_1365_2656_13544","any_readme_comment","Same root cause: repo_check never located the ZivaHub repository the paper cites, so no README evidence could ever be recorded.","UNSUPPORTED_REPO"
