"row_id","article_id","data_availability","data_archive","data_doi","data_license","data_download","data_format","data_README","code_used","code_archived","code_download","code_language","code_README","mc_data_availability","mc_data_archive","mc_data_doi","mc_data_license","mc_data_download","mc_data_format","mc_data_README","mc_code_used","mc_code_archived","mc_code_download","mc_code_language","mc_code_README","cooper_any_readme","mc_any_readme","disagreements","data_availability_verdict","data_availability_comment","data_archive_verdict","data_archive_comment","data_license_verdict","data_license_comment","data_download_verdict","data_download_comment","code_archived_verdict","code_archived_comment","code_download_verdict","code_download_comment","any_readme_verdict","any_readme_comment","reviewed"
"10_1111_1365_2745_12858","10_1111_1365_2745_12858","Yes",NA,"No","No",NA,NA,"No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text names the specific data sources and their access points: ""Phenology and precipitation data: CTFS-ForestGEO Data Management (http://www.forestgeo.si.edu/group/Data/Access+the+data)"" and ""Temperature data: NASA-Earth Observing System Data and Information System (https://earthdata.nasa.gov/)"". Neither CTFS-ForestGEO nor NASA EOSDIS is among metacheck's supported repo_check providers, so repo_check never attempted either at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2435_14437","10_1111_1365_2435_14437","Yes","Dryad","Yes","Yes","Yes",".txt;.xls(x)","Yes","Yes","Yes",NA,"R","No",TRUE,"Dryad","doi:10.5061/dryad.b5mkkwhk5",TRUE,TRUE,".txt;.xlsx",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2664_14513","10_1111_1365_2664_14513","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Data available via the Illinois Data Bank https://doi.org/10.13012/B2IDB-8891496_V1"". The Illinois Data Bank is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same unsupported-provider gap: the Illinois Data Bank is not repo_check-supported, so no file listing or doc_role signal was ever generated for this paper.",TRUE
"10_1002_pan3_10220","10_1002_pan3_10220","Yes","Other repo/database","Yes",NA,"Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Broader search of the full paper text found the actual DAS, missed by standard keyword filtering: ""Quantitative data from the interviews are publicly available through Lancaster University https://doi.org/10.17635/lancaster/researchdata/464 (Woodhead et al., 2021)""; repo_check's summary_table confirms repo_n=0 (this institutional repository was never detected).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","The Lancaster University data repository deposit (10.17635/lancaster/researchdata/464) was never detected by repo_check (repo_n=0), so metacheck never checked it for a readme.",TRUE
"10_1111_1365_2745_13865","10_1111_1365_2745_13865","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv;.rocrate","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","Paper text: ""The data are freely available on the Natural Environment Research Council (NERC) Environmental Information Data Centre (https://doi.org/10.5285/d5ea9e2c-f053-4631-aead-a8a5557488c6)."" NERC EIDC is not a platform repo_check recognizes; repo_check has zero rows for this paper. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same repo-detection miss as data_availability: the NERC EIDC archive was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_1365_2656_13387","10_1111_1365_2656_13387","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.wh70rxwm0",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2435_13406","10_1111_1365_2435_13406","Yes","Dryad","Yes","No","Yes",".csv/.tsv","No","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.4k24304",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_license[cooper=No,mc=Yes]",NA,NA,NA,NA,"METACHECK_RIGHT","Dryad dataset doi:10.5061/dryad.4k24304 carries a CC0-1.0 license, retrieved from Dryad's dataset API (https://spdx.org/licenses/CC0-1.0.html).",NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2664_13041","10_1111_1365_2664_13041","Yes","Figshare","Yes","Yes","Yes",".mat","No","Yes","Yes","Yes","MATLAB","No",TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Paper's own text explicitly claims code availability at the cited repository: ""Code, maps and data used for parameterization are publicly available (Pesendorfer, Sillett, & Morrison, 2017; Pesendorfer et al., 2017)."" -- but neither repo_check nor code_check found any file classified as code there. Genuine metacheck detection gap (the code file exists per the paper's own claim but was not found/classified). COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2745_13334","10_1111_1365_2745_13334","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.hqbzkh1bm",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_2041_210x_12894","10_1111_2041_210x_12894","Yes","Other repo/database","No","No","No",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""The data is available through the Knowledge Network for Biocomplexity (http://knb.ecoinformatics.org; idenitfier knb.1404.1)."" repo_check found zero files for this paper -- it never located/checked the KNB repository the paper explicitly names.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same root cause as the data_availability finding: repo_check never located the KNB repository the paper cites, so no README evidence could ever be recorded -- mc_any_readme=FALSE is an artifact of the missed repository, not a real README check.",TRUE
"10_1111_1365_2745_14050","10_1111_1365_2745_14050","Yes","Dryad","Yes","No","Yes",".csv/.tsv","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Data for this article have been deposited at the Environmental Data [Initiative]"" (sentence truncated by paragraph extraction but clearly names a real archive). repo_check found zero files for this paper -- it never located/checked this repository.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13709","10_1111_2041_210x_13709","No",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Python","Yes",TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,"Python",TRUE,TRUE,TRUE,"data_availability[cooper=No,mc=Yes]","COOPER_RIGHT","repo_check found github.com/philwilkes/branch-extraction with 12 files (code, README, LICENSE) -- zero files classified as data. Same mc_data_availability any-file-not-data-file root cause. | KNOWN METACHECK LIMITATION (not yet fixed, github.com/scienceverse/ metacheck issue #411, bug 1): this paper's repository DOI/URL is cited only inside its formatted reference list (a numbered ""Data from: Author (Year). Title [Dataset]. https://doi.org/..."" entry), never as an inline hyperlink or bare in-text mention. text_search()'s default include_refs = FALSE excludes the references section for every repository backend, so the citation is currently invisible to detection regardless of host/DOI-prefix support. Confirmed live 2026-09-19: the DOI itself resolves correctly when queried directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_13514","10_1111_2041_210x_13514","Yes","Zenodo","Yes","No",NA,".fasta","No","Yes","Yes",NA,"R","Yes",TRUE,"GitHub, GitLab, Codeberg or similar platform",NA,TRUE,TRUE,".csv",TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"data_license[cooper=No,mc=Yes];data_archive[cooper=Zenodo,mc=GitHub, GitLab, Codeberg or similar platform]",NA,NA,"BOTH_DEFENSIBLE","Five repo_urls across GitHub (2 repos: pirouette_example_30, pirouette_article) and Zenodo (3 records: 3970000, 3969845, 3969839) -- both platforms are genuinely present (same paper flagged in the data_license pass: both GitHub repos carry GPL-3.0 licenses). Cooper's single ""Zenodo"" and metacheck's single ""GitHub..."" each capture only one of the two platforms actually cited; neither is wrong so much as incomplete, since this paper genuinely spans both.","METACHECK_RIGHT","Both GitHub repositories linked in this paper carry a GPL-3.0 license, confirmed live via GitHub's own repository API: richelbilderbeek/pirouette_example_30 and richelbilderbeek/pirouette_article. (Three Zenodo records linked alongside them, 10.5281/zenodo.3969845, 3970000, and 3969839, have no recorded license, but the GitHub licenses alone already earn the Yes.)",NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_2041_210x_14372","10_1111_2041_210x_14372","No",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","R;Stan","Yes",TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,"R",TRUE,TRUE,TRUE,"data_availability[cooper=No,mc=Yes]","COOPER_RIGHT","repo_check found two repos (GitHub + Zenodo record 10.5281/zenodo.11259141), 68 rows total, all code/.html/.pdf/documentation -- zero files classified as data. Same mc_data_availability any-file-not-data-file root cause.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2745_14109","10_1111_1365_2745_14109","Yes","Dryad;Figshare","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Figshare","10.6084/m9.figshare.22682230.v1",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Figshare article's `description` field -- checked live 2026-09-02 against a sample of 10 real Figshare articles from this miss set and found genuine variation (roughly 2 of 10 had real file-by-file documentation, the rest were abstract/methods-style summaries indistinguishable from Dryad's pattern), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1111_1365_2664_13892","10_1111_1365_2664_13892","Yes","Other repo/database","No","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","DIFFERENT_DEFINITION","Paper states ""Most of the data supporting the findings of this study at the journal level are available within the paper (and its Supporting Information files). Extended data are available on request from the authors."" There is no external, checkable repository -- data sharing is via the article's own Supporting Information and an on-request offer. Cooper's Yes credits this as satisfying data availability; mc's FALSE correctly reflects that no crawlable repository URL exists for repo_check to find.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCLEAR","There is no external repository for this paper (data is ""within the paper"" or ""on request""), so the readme-file concept does not clearly apply; cannot determine what specifically Cooper's Yes is based on.",TRUE
"10_1111_1365_2656_13078","10_1111_1365_2656_13078","Yes","Other repo/database","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Biologging and stable isotope data are publically available through the Australian Antarctic Data Centre: https://data.aad.gov.au/metadata/records/AAS_4087_Fulmarine_petrel_tracking_study..."". AADC is not a platform repo_check recognizes; repo_check has zero rows for this paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same repo-detection miss as data_availability: the AADC repository was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_1365_2656_13543","10_1111_1365_2656_13543","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.8pk0p2nhw",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1002_pan3_10185","10_1002_pan3_10185","Yes","Other repo/database","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | The paper's reference list cites four separate University College London (UCL Discovery) datasets with real DOIs (e.g. https://doi.org/10.5522/04/13469022.v1), matching the in-text statement that interview data ""are also available online at University College [London]."" UCL Discovery is an institutional repository not recognized by repo_check; repo_check has zero rows for this paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same repo-detection miss as data_availability: none of the four UCL Discovery datasets were ever fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_1365_2656_12939","10_1111_1365_2656_12939","Yes","Other repo/database","Yes, but DOI not found/incorrect",NA,NA,NA,NA,"Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO (PANGAEA) | Paper text: ""DATA AVAILABILITY Data are available in the Pangaea repository: https://doi.org/doi.pangaea.de/10.1594/pangaea.895965 (Demann & Wegner, 2018)"". PANGAEA is not among metacheck's supported repo_check providers, so repo_check never attempted this URL at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_12890","10_1111_1365_2656_12890","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","Yes","Yes","Other","Yes",TRUE,"Dryad","doi:10.5061/dryad.v056r5h",TRUE,TRUE,".xls",TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2664_14629","10_1111_1365_2664_14629","Yes","Dryad","Yes","Yes","Yes",".xls(x)","No","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.3tx95x6pd",TRUE,NA,".zip",TRUE,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,"any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","Single Dryad dataset (doi:10.5061/dryad.3tx95x6pd). repo_check's file listing genuinely contains a separate top-level README.md (confirmed live against Dryad's own dataset page, which explicitly lists and renders README.md as a distinct file alongside the data zip -- checked earlier in this session for this exact paper). No code repository is involved. Cooper's data_README=No is a clear miss: the live Dryad page even shows a rendered ""README:"" section on the landing page itself, so this was not a hard-to-find README.",TRUE
"10_1111_1365_2664_13321","10_1111_1365_2664_13321","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.785sc4d",TRUE,TRUE,".xlsx",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2745_13751","10_1111_1365_2745_13751","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","No","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.866t1g1r4",TRUE,TRUE,".csv",TRUE,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,"any_readme[cooper=No,mc=Yes]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METACHECK_RIGHT","Single Dryad dataset (doi:10.5061/dryad.866t1g1r4). repo_check's file listing contains a readme.docx -- a Word-format README rather than a plain-text one, which may be why it was overlooked (a coder skimming file extensions for "".md""/"".txt"" could plausibly miss a "".docx"" file named readme). No code repository is involved. Cooper's data_README=No looks like a miss.",TRUE
"10_1111_1365_2745_13986","10_1111_1365_2745_13986","Yes","Other repo/database","Unsure","Unsure",NA,NA,"Unsure","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","DOMAIN-SPECIFIC BIOINFORMATICS DATABASE (NCBI/GenBank-family) | Paper text: ""Raw data have been deposited in the Sequence Read Archive (SRA) under the BioProject accession no. [...]"". NCBI's Sequence Read Archive is not among metacheck's supported repo_check providers, so repo_check never attempted this accession at all, leaving repo_check$table empty and producing mc_data_availability=FALSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2435_13980","10_1111_1365_2435_13980","Yes","Other repo/database","Unsure","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","TEXT-EXTRACTION TRUNCATED (DOI cut off mid-string, unrecoverable) | Paper text: ""Repository https://doi.org/10.25422/azu.data.16823602 (Zhang et al., 2021)"", the University of Arizona Research Data Repository. An institutional repository not recognized by repo_check; repo_check has zero rows for this paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Same repo-detection miss as data_availability: the University of Arizona Research Data Repository was never fetched by repo_check, so mc_any_readme's FALSE reflects zero files examined, not evidence of no README.",TRUE
"10_1111_1365_2656_13966","10_1111_1365_2656_13966","Yes","Zenodo","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","Yes","Yes","R","No",TRUE,"Zenodo","10.5281/zenodo.7874729",TRUE,TRUE,".csv",FALSE,NA,TRUE,TRUE,"R",FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README may reflect this Zenodo record's `description` field -- checked live 2026-09-02 against a sample of 6 real Zenodo records from this miss set and found genuine variation (sometimes a study summary, sometimes contact metadata, sometimes file-by-file documentation, sometimes empty), i.e. NOT a reliable README-equivalent metacheck could treat as one uniformly. This paper's own description was not individually re-checked; recorded as DIFFERENT_DEFINITION on the general pattern rather than METACHECK_RIGHT/COOPER_RIGHT, since resolving it properly would require reading this specific record's description text.",TRUE
"10_1111_1365_2745_13085","10_1111_1365_2745_13085","Yes","Dryad","Yes","Yes","Yes",".xls(x)","Yes","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"data_availability[cooper=Yes,mc=No];any_readme[cooper=Yes,mc=No]","COOPER_RIGHT","TEXT-EXTRACTION TRUNCATED (DOI cut off mid-string, unrecoverable) | Paper's own availability statement: ""Data available from the Dryad Digital Repository"" (Tomlinson, Sterck, Barbosa, de Bie, Prins & van Langevelde, 2018). Cites a real Dryad repository (doi.org/10.5061/dryad.745...). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id), so it had no basis to detect a README even if one exists in the actual (un-located) repository.",TRUE
"10_1111_1365_2664_14198","10_1111_1365_2664_14198","Yes","Other repo/database","No","Yes","Yes",".xls(x)","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper text: ""Data available via the University of Stirling dataSTORRE http://hdl.handle.net/11667/195 (Jones et al., 2022)."" repo_check found zero files for this paper -- it never located/checked this institutional repository.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10_1111_1365_2656_13639","10_1111_1365_2656_13639","Yes","Figshare","No","Yes","Yes",".csv/.tsv","No","Yes","Yes","Yes","R","No",TRUE,"Figshare","10.6084/m9.figshare.7122572.v2",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"code_archived[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,"COOPER_RIGHT","Automated keyword search of the paper's full text found no sentence combining a repository/availability cue with a code-specific term (code, script, R code, MATLAB, Python, source code) -- consistent with the paper only claiming DATA availability, not code, at the cited repository, and with repo_check/code_check finding no code file there either. Lower-confidence than an individually hand-read verdict: this is an automated keyword search, not a full manual read, so a code claim phrased in an unmatched way could still exist. COOPER_RIGHT.",NA,NA,NA,NA,TRUE
"10_1111_1365_2664_12905","10_1111_1365_2664_12905","Yes","Dryad","Yes","Yes","Yes",".csv/.tsv","Yes","Yes","No",NA,NA,NA,TRUE,"Dryad","doi:10.5061/dryad.tf1fm",TRUE,TRUE,".csv",FALSE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,"any_readme[cooper=Yes,mc=No]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIFFERENT_DEFINITION","Cooper's Yes for this paper's README likely reflects Dryad's dataset abstract (the ONLY free-text field Dryad's API exposes) -- confirmed on 9 real Dryad datasets from this same miss set that this field is consistently the paper's own scientific abstract (numbered background/methods/results prose), never file-level documentation. metacheck's doc_role classification only recognises an actual downloadable README file, which this dataset's file listing does not contain. Not a detection bug: the two approaches are answering different questions (a paper abstract vs. a machine-readable README file) that happen to share Cooper's column label.",TRUE
"10_1111_1365_2656_13439","10_1111_1365_2656_13439","Yes","Other repo/database","Yes","Yes","Yes",".csv/.tsv","No","Yes","No",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,"data_availability[cooper=Yes,mc=No]","COOPER_RIGHT","UNSUPPORTED REPO | Paper's own availability statement: ""The datasets generated during this study are available in the VTechData repository https://doi.org/10.7294/WSDX-AJ44 (Langwig, 2021)."" Cites a real Other repo/database (VTechData) repository (https://doi.org/10.7294/WSDX-AJ44). repo_check found zero files for this paper (res_repo_check$table has no rows for this paper_id; its manifest shows n_files=0/n_downloaded=0), so it never detected or queried this URL at all -- a repository-detection (URL-extraction) miss, not a genuine absence of data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
