"doi","journal","year","paper_number","article_id","source","ok"
"10.1111/2041-210X.12959","Methods in Ecology and Evolution","2018","1237","10_1111_2041_210x_12959","wiley_proxy","TRUE"
"10.1111/1365-2435.12992","Functional Ecology","2017","216","10_1111_1365_2435_12992","wiley_proxy","TRUE"
"10.1111/1365-2435.13662","Functional Ecology","2020","537","10_1111_1365_2435_13662","wiley_proxy","TRUE"
"10.1111/2041-210X.14430","Methods in Ecology and Evolution","2024","4916","10_1111_2041_210x_14430","wiley_proxy","TRUE"
"10.1111/1365-2435.13667","Functional Ecology","2020","5566","10_1111_1365_2435_13667","wiley_proxy","TRUE"
"10.1111/1365-2745.13150","Journal of Ecology","2019","2590","10_1111_1365_2745_13150","wiley_proxy","TRUE"
"10.1111/1365-2664.14117","Journal of Applied Ecology","2022","6488","10_1111_1365_2664_14117","wiley_proxy","TRUE"
"10.1111/1365-2435.13803","Functional Ecology","2021","1552","10_1111_1365_2435_13803","wiley_proxy","TRUE"
"10.1111/1365-2664.14491","Journal of Applied Ecology","2023","2556","10_1111_1365_2664_14491","wiley_proxy","TRUE"
"10.1002/pan3.10500","People and Nature","2023","58","10_1002_pan3_10500","wiley_proxy","TRUE"
"10.1111/1365-2664.14762","Journal of Applied Ecology","2024","4789","10_1111_1365_2664_14762","wiley_proxy","TRUE"
"10.1111/1365-2435.13645","Functional Ecology","2020","1776","10_1111_1365_2435_13645","wiley_proxy","TRUE"
"10.1111/1365-2435.13000","Functional Ecology","2017","2436","10_1111_1365_2435_13000","wiley_proxy","TRUE"
"10.1111/1365-2435.14337","Functional Ecology","2023","120","10_1111_1365_2435_14337","wiley_proxy","TRUE"
"10.1111/1365-2745.13909","Journal of Ecology","2022","2399","10_1111_1365_2745_13909","wiley_proxy","TRUE"
"10.1111/1365-2664.13698","Journal of Applied Ecology","2020","538","10_1111_1365_2664_13698","wiley_proxy","TRUE"
"10.1111/1365-2435.13523","Functional Ecology","2020","1243","10_1111_1365_2435_13523","wiley_proxy","TRUE"
"10.1111/1365-2435.13082","Functional Ecology","2018","4832","10_1111_1365_2435_13082","wiley_proxy","TRUE"
"10.1111/1365-2656.12846","Journal of Animal Ecology","2018","2498","10_1111_1365_2656_12846","wiley_proxy","TRUE"
"10.1111/2041-210X.13093","Methods in Ecology and Evolution","2018","1302","10_1111_2041_210x_13093","wiley_proxy","TRUE"
"10.1111/1365-2664.14528","Journal of Applied Ecology","2023","217","10_1111_1365_2664_14528","wiley_proxy","TRUE"
"10.1111/1365-2435.14119","Functional Ecology","2022","5567","10_1111_1365_2435_14119","wiley_proxy","TRUE"
"10.1111/1365-2656.13461","Journal of Animal Ecology","2021","59","10_1111_1365_2656_13461","wiley_proxy","TRUE"
"10.1111/1365-2656.13463","Journal of Animal Ecology","2021","1208","10_1111_1365_2656_13463","europepmc","TRUE"
"10.1111/1365-2664.13013","Journal of Applied Ecology","2017","4917","10_1111_1365_2664_13013","wiley_proxy","TRUE"
"10.1111/1365-2656.13249","Journal of Animal Ecology","2020","7076","10_1111_1365_2656_13249","wiley_proxy","TRUE"
"10.1111/1365-2745.12749","Journal of Ecology","2017","5368","10_1111_1365_2745_12749","europepmc","TRUE"
"10.1111/2041-210X.13082","Methods in Ecology and Evolution","2018","2497","10_1111_2041_210x_13082","wiley_proxy","TRUE"
"10.1111/1365-2745.13197","Journal of Ecology","2019","2052","10_1111_1365_2745_13197","wiley_proxy","TRUE"
"10.1111/1365-2656.14017","Journal of Animal Ecology","2023","2701","10_1111_1365_2656_14017",NA,NA
"10.1111/1365-2745.13676","Journal of Ecology","2021","1899","10_1111_1365_2745_13676","wiley_proxy","TRUE"
"10.1111/1365-2435.14258","Functional Ecology","2023","1346","10_1111_1365_2435_14258","wiley_proxy","TRUE"
"10.1111/1365-2435.14350","Functional Ecology","2023","653","10_1111_1365_2435_14350","wiley_proxy","TRUE"
"10.1111/1365-2656.13032","Journal of Animal Ecology","2019","2458","10_1111_1365_2656_13032","wiley_proxy","TRUE"
"10.1111/2041-210X.13125","Methods in Ecology and Evolution","2018","110","10_1111_2041_210x_13125","wiley_proxy","TRUE"
"10.1111/1365-2656.12989","Journal of Animal Ecology","2019","4918","10_1111_1365_2656_12989","europepmc","TRUE"
"10.1111/1365-2435.12932","Functional Ecology","2017","1944","10_1111_1365_2435_12932","wiley_proxy","TRUE"
"10.1111/1365-2435.14284","Functional Ecology","2023","6489","10_1111_1365_2435_14284","wiley_proxy","TRUE"
"10.1111/1365-2664.13669","Journal of Applied Ecology","2020","1246","10_1111_1365_2664_13669","wiley_proxy","TRUE"
"10.1111/2041-210X.14427","Methods in Ecology and Evolution","2024","539","10_1111_2041_210x_14427","wiley_proxy","TRUE"
"10.1111/2041-210X.13814","Methods in Ecology and Evolution","2022","218","10_1111_2041_210x_13814","wiley_proxy","TRUE"
"10.1002/pan3.10466","People and Nature","2023","2182","10_1002_pan3_10466","wiley_proxy","TRUE"
"10.1111/1365-2664.14162","Journal of Applied Ecology","2022","6778","10_1111_1365_2664_14162","wiley_proxy","TRUE"
"10.1111/1365-2656.12977","Journal of Animal Ecology","2019","1303","10_1111_1365_2656_12977","wiley_proxy","TRUE"
"10.1111/1365-2656.13142","Journal of Animal Ecology","2019","1647","10_1111_1365_2656_13142","wiley_proxy","TRUE"
"10.1111/1365-2435.14146","Functional Ecology","2022","7077","10_1111_1365_2435_14146","wiley_proxy","TRUE"
"10.1111/1365-2664.13579","Journal of Applied Ecology","2020","2574","10_1111_1365_2664_13579","wiley_proxy","TRUE"
"10.1111/1365-2664.14352","Journal of Applied Ecology","2023","2006","10_1111_1365_2664_14352","wiley_proxy","TRUE"
"10.1002/2688-8319.12149","Ecological Solutions and Evidence","2022","654","10_1002_2688_8319_12149","wiley_proxy","TRUE"
"10.1111/1365-2435.13629","Functional Ecology","2020","1950","10_1111_1365_2435_13629",NA,NA
"10.1111/1365-2664.12979","Journal of Applied Ecology","2017","131","10_1111_1365_2664_12979","wiley_proxy","TRUE"
"10.1111/1365-2664.13996","Journal of Applied Ecology","2021","1600","10_1111_1365_2664_13996","wiley_proxy","TRUE"
"10.1111/1365-2745.13939","Journal of Ecology","2022","219","10_1111_1365_2745_13939","wiley_proxy","TRUE"
"10.1111/1365-2656.13810","Journal of Animal Ecology","2022","97","10_1111_1365_2656_13810","wiley_proxy","TRUE"
"10.1111/1365-2664.13697","Journal of Applied Ecology","2020","1648","10_1111_1365_2664_13697","wiley_proxy","TRUE"
"10.1002/2688-8319.12229","Ecological Solutions and Evidence","2023","4919","10_1002_2688_8319_12229","wiley_proxy","TRUE"
"10.1111/1365-2664.13794","Journal of Applied Ecology","2020","5369","10_1111_1365_2664_13794","wiley_proxy","TRUE"
"10.1111/1365-2656.12706","Journal of Animal Ecology","2017","7945","10_1111_1365_2656_12706","wiley_proxy","TRUE"
"10.1111/1365-2664.14221","Journal of Applied Ecology","2022","2499","10_1111_1365_2664_14221","wiley_proxy","TRUE"
"10.1111/2041-210X.13387","Methods in Ecology and Evolution","2020","1304","10_1111_2041_210x_13387","wiley_proxy","TRUE"
"10.1111/1365-2664.13624","Journal of Applied Ecology","2020","1975","10_1111_1365_2664_13624","wiley_proxy","TRUE"
"10.1111/1365-2664.13874","Journal of Applied Ecology","2021","6490","10_1111_1365_2664_13874","wiley_proxy","TRUE"
"10.1111/1365-2745.13204","Journal of Ecology","2019","655","10_1111_1365_2745_13204","wiley_proxy","TRUE"
"10.1111/2041-210X.13837","Methods in Ecology and Evolution","2022","1072","10_1111_2041_210x_13837","wiley_proxy","TRUE"
"10.1111/1365-2435.12872","Functional Ecology","2017","7078","10_1111_1365_2435_12872","wiley_proxy","TRUE"
"10.1111/1365-2435.13360","Functional Ecology","2019","220","10_1111_1365_2435_13360","wiley_proxy","TRUE"
"10.1002/pan3.10547","People and Nature","2023","191","10_1002_pan3_10547","wiley_proxy","TRUE"
"10.1111/1365-2664.14246","Journal of Applied Ecology","2022","1305","10_1111_1365_2664_14246","wiley_proxy","TRUE"
"10.1111/2041-210X.12871","Methods in Ecology and Evolution","2017","4920","10_1111_2041_210x_12871","wiley_proxy","TRUE"
"10.1111/1365-2435.14353","Functional Ecology","2023","2240","10_1111_1365_2435_14353","wiley_proxy","TRUE"
"10.1111/2041-210X.13623","Methods in Ecology and Evolution","2021","2247","10_1111_2041_210x_13623",NA,NA
"10.1111/1365-2745.12804","Journal of Ecology","2017","55","10_1111_1365_2745_12804","wiley_proxy","TRUE"
"10.1111/1365-2664.13795","Journal of Applied Ecology","2020","1649","10_1111_1365_2664_13795","wiley_proxy","TRUE"
"10.1111/1365-2664.13873","Journal of Applied Ecology","2021","8094","10_1111_1365_2664_13873","wiley_proxy","TRUE"
"10.1111/1365-2656.12751","Journal of Animal Ecology","2017","2956","10_1111_1365_2656_12751","wiley_proxy","TRUE"
"10.1111/1365-2656.13573","Journal of Animal Ecology","2021","2500","10_1111_1365_2656_13573","wiley_proxy","TRUE"
"10.1111/2041-210X.13089","Methods in Ecology and Evolution","2018","1601","10_1111_2041_210x_13089","wiley_proxy","TRUE"
"10.1111/2041-210X.14148","Methods in Ecology and Evolution","2023","231","10_1111_2041_210x_14148","wiley_proxy","TRUE"
"10.1002/pan3.10640","People and Nature","2024","8102","10_1002_pan3_10640","wiley_proxy","TRUE"
"10.1111/1365-2745.12805","Journal of Ecology","2017","1290","10_1111_1365_2745_12805","wiley_proxy","TRUE"
"10.1111/1365-2656.13772","Journal of Animal Ecology","2022","1073","10_1111_1365_2656_13772","wiley_proxy","TRUE"
"10.1111/2041-210X.13669","Methods in Ecology and Evolution","2021","350","10_1111_2041_210x_13669","europepmc","TRUE"
"10.1111/1365-2435.14152","Functional Ecology","2022","4815","10_1111_1365_2435_14152","wiley_proxy","TRUE"
"10.1111/1365-2435.13255","Functional Ecology","2018","656","10_1111_1365_2435_13255","wiley_proxy","TRUE"
"10.1111/1365-2664.13890","Journal of Applied Ecology","2021","117","10_1111_1365_2664_13890","wiley_proxy","TRUE"
"10.1111/1365-2656.14113","Journal of Animal Ecology","2024","7946","10_1111_1365_2656_14113","wiley_proxy","TRUE"
"10.1111/2041-210X.13299","Methods in Ecology and Evolution","2019","2183","10_1111_2041_210x_13299","wiley_proxy","TRUE"
"10.1111/1365-2435.14002","Functional Ecology","2022","52","10_1111_1365_2435_14002","wiley_proxy","TRUE"
"10.1002/2688-8319.12348","Ecological Solutions and Evidence","2024","2284","10_1002_2688_8319_12348","wiley_proxy","TRUE"
"10.1002/pan3.10246","People and Nature","2021","226","10_1002_pan3_10246","wiley_proxy","TRUE"
"10.1111/1365-2656.13303","Journal of Animal Ecology","2020","3080","10_1111_1365_2656_13303","wiley_proxy","TRUE"
"10.1111/1365-2664.14063","Journal of Applied Ecology","2021","2584","10_1111_1365_2664_14063","wiley_proxy","TRUE"
"10.1111/1365-2745.14384","Journal of Ecology","2024","7080","10_1111_1365_2745_14384","wiley_proxy","TRUE"
"10.1111/1365-2745.13199","Journal of Ecology","2019","165","10_1111_1365_2745_13199","wiley_proxy","TRUE"
"10.1111/1365-2435.13618","Functional Ecology","2020","121","10_1111_1365_2435_13618","wiley_proxy","TRUE"
"10.1002/2688-8319.12118","Ecological Solutions and Evidence","2022","3094","10_1002_2688_8319_12118","wiley_proxy","TRUE"
"10.1111/1365-2435.14676","Functional Ecology","2024","8095","10_1111_1365_2435_14676","wiley_proxy","TRUE"
"10.1111/1365-2664.14470","Journal of Applied Ecology","2023","657","10_1111_1365_2664_14470","wiley_proxy","TRUE"
"10.1111/1365-2656.13688","Journal of Animal Ecology","2022","3081","10_1111_1365_2656_13688","europepmc","TRUE"
"10.1111/2041-210X.12738","Methods in Ecology and Evolution","2017","4340","10_1111_2041_210x_12738","wiley_proxy","TRUE"
"10.1111/1365-2664.13072","Journal of Applied Ecology","2018","1074","10_1111_1365_2664_13072","europepmc","TRUE"
"10.1111/1365-2745.13364","Journal of Ecology","2020","4921","10_1111_1365_2745_13364","wiley_proxy","TRUE"
"10.1111/1365-2664.13052","Journal of Applied Ecology","2017","7081","10_1111_1365_2664_13052","wiley_proxy","TRUE"
"10.1111/1365-2664.13710","Journal of Applied Ecology","2020","4703","10_1111_1365_2664_13710","wiley_proxy","TRUE"
"10.1002/pan3.10389","People and Nature","2022","3651","10_1002_pan3_10389","wiley_proxy","TRUE"
"10.1111/1365-2664.14102","Journal of Applied Ecology","2022","2708","10_1111_1365_2664_14102","wiley_proxy","TRUE"
"10.1111/1365-2656.12651","Journal of Animal Ecology","2017","552","10_1111_1365_2656_12651","wiley_proxy","TRUE"
"10.1111/1365-2664.13343","Journal of Applied Ecology","2019","3082","10_1111_1365_2664_13343","wiley_proxy","TRUE"
"10.1111/1365-2664.14822","Journal of Applied Ecology","2024","7082","10_1111_1365_2664_14822","wiley_proxy","TRUE"
"10.1111/1365-2435.14557","Functional Ecology","2024","670","10_1111_1365_2435_14557","wiley_proxy","TRUE"
"10.1111/1365-2664.13474","Journal of Applied Ecology","2019","356","10_1111_1365_2664_13474","wiley_proxy","TRUE"
"10.1111/1365-2664.13451","Journal of Applied Ecology","2019","4922","10_1111_1365_2664_13451","wiley_proxy","TRUE"
"10.1111/1365-2435.14224","Functional Ecology","2022","2406","10_1111_1365_2435_14224","wiley_proxy","TRUE"
"10.1111/1365-2435.14635","Functional Ecology","2024","1274","10_1111_1365_2435_14635",NA,NA
"10.1002/pan3.10073","People and Nature","2020","249","10_1002_pan3_10073","wiley_proxy","TRUE"
"10.1111/1365-2435.14046","Functional Ecology","2022","93","10_1111_1365_2435_14046","wiley_proxy","TRUE"
"10.1111/2041-210X.14093","Methods in Ecology and Evolution","2023","1602","10_1111_2041_210x_14093","wiley_proxy","TRUE"
"10.1111/1365-2656.12740","Journal of Animal Ecology","2017","7373","10_1111_1365_2656_12740","wiley_proxy","TRUE"
"10.1111/1365-2664.13708","Journal of Applied Ecology","2020","2312","10_1111_1365_2664_13708","wiley_proxy","TRUE"
"10.1111/1365-2435.14643","Functional Ecology","2024","4923","10_1111_1365_2435_14643","wiley_proxy","TRUE"
"10.1111/1365-2435.14407","Functional Ecology","2023","4610","10_1111_1365_2435_14407","wiley_proxy","TRUE"
"10.1111/1365-2664.14374","Journal of Applied Ecology","2023","8101","10_1111_1365_2664_14374","wiley_proxy","TRUE"
"10.1111/1365-2435.14253","Functional Ecology","2022","193","10_1111_1365_2435_14253","wiley_proxy","TRUE"
"10.1111/1365-2664.13620","Journal of Applied Ecology","2020","3083","10_1111_1365_2664_13620","wiley_proxy","TRUE"
"10.1111/1365-2656.12789","Journal of Ecology","2018","2589","10_1111_1365_2656_12789","wiley_proxy","TRUE"
"10.1111/1365-2435.12929","Functional Ecology","2017","2146","10_1111_1365_2435_12929","wiley_proxy","TRUE"
"10.1111/1365-2656.13369","Journal of Animal Ecology","2020","6785","10_1111_1365_2656_13369","wiley_proxy","TRUE"
"10.1111/2041-210X.14444","Methods in Ecology and Evolution","2024","7399","10_1111_2041_210x_14444","wiley_proxy","TRUE"
"10.1002/pan3.10170","People and Nature","2020","2249","10_1002_pan3_10170","wiley_proxy","TRUE"
"10.1111/1365-2435.13874","Functional Ecology","2021","7947","10_1111_1365_2435_13874","wiley_proxy","TRUE"
"10.1111/1365-2435.13611","Functional Ecology","2020","2920","10_1111_1365_2435_13611","wiley_proxy","TRUE"
"10.1111/1365-2656.12820","Journal of Animal Ecology","2018","2566","10_1111_1365_2656_12820","wiley_proxy","TRUE"
"10.1111/1365-2664.14422","Journal of Applied Ecology","2023","6187","10_1111_1365_2664_14422","wiley_proxy","TRUE"
"10.1111/1365-2435.14250","Functional Ecology","2022","1125","10_1111_1365_2435_14250","wiley_proxy","TRUE"
"10.1111/1365-2435.14477","Functional Ecology","2023","734","10_1111_1365_2435_14477","wiley_proxy","TRUE"
"10.1111/1365-2745.13765","Journal of Ecology","2021","1291","10_1111_1365_2745_13765","wiley_proxy","TRUE"
"10.1111/1365-2656.13042","Journal of Animal Ecology","2019","268","10_1111_1365_2656_13042","wiley_proxy","TRUE"
"10.1111/1365-2664.14271","Journal of Applied Ecology","2022","171","10_1111_1365_2664_14271","wiley_proxy","TRUE"
"10.1111/1365-2656.13739","Journal of Animal Ecology","2022","2501","10_1111_1365_2656_13739","europepmc","TRUE"
"10.1111/1365-2656.13767","Journal of Animal Ecology","2022","2359","10_1111_1365_2656_13767","wiley_proxy","TRUE"
"10.1002/2688-8319.12126","Ecological Solutions and Evidence","2022","2445","10_1002_2688_8319_12126","wiley_proxy","TRUE"
"10.1111/1365-2656.13970","Journal of Animal Ecology","2023","7771","10_1111_1365_2656_13970","europepmc","TRUE"
"10.1111/1365-2656.14191","Journal of Animal Ecology","2024","6188","10_1111_1365_2656_14191","wiley_proxy","TRUE"
"10.1111/1365-2656.13065","Journal of Animal Ecology","2019","3132","10_1111_1365_2656_13065","europepmc","TRUE"
"10.1111/2041-210X.14213","Methods in Ecology and Evolution","2023","2176","10_1111_2041_210x_14213","wiley_proxy","TRUE"
"10.1111/1365-2656.14129","Journal of Animal Ecology","2024","96","10_1111_1365_2656_14129","wiley_proxy","TRUE"
"10.1111/1365-2656.13124","Journal of Animal Ecology","2019","983","10_1111_1365_2656_13124","wiley_proxy","TRUE"
"10.1002/2688-8319.12316","Ecological Solutions and Evidence","2024","2250","10_1002_2688_8319_12316","wiley_proxy","TRUE"
"10.1002/pan3.10042","People and Nature","2019","4924","10_1002_pan3_10042","wiley_proxy","TRUE"
"10.1111/2041-210X.13103","Methods in Ecology and Evolution","2018","2248","10_1111_2041_210x_13103","wiley_proxy","TRUE"
"10.1111/1365-2435.13340","Functional Ecology","2019","2147","10_1111_1365_2435_13340","wiley_proxy","TRUE"
"10.1111/1365-2664.13083","Journal of Applied Ecology","2018","192","10_1111_1365_2664_13083","europepmc","TRUE"
"10.1002/2688-8319.12280","Ecological Solutions and Evidence","2023","1563","10_1002_2688_8319_12280","wiley_proxy","TRUE"
"10.1111/2041-210X.13547","Methods in Ecology and Evolution","2021","4450","10_1111_2041_210x_13547","wiley_proxy","TRUE"
"10.1111/2041-210X.13979","Methods in Ecology and Evolution","2022","1603","10_1111_2041_210x_13979","wiley_proxy","TRUE"
"10.1002/pan3.10561","People and Nature","2023","3084","10_1002_pan3_10561","wiley_proxy","TRUE"
"10.1111/1365-2656.12779","Journal of Animal Ecology","2017","2313","10_1111_1365_2656_12779","wiley_proxy","TRUE"
"10.1111/2041-210X.13308","Methods in Ecology and Evolution","2019","7777","10_1111_2041_210x_13308","wiley_proxy","TRUE"
"10.1111/1365-2664.14720","Journal of Applied Ecology","2024","2446","10_1111_1365_2664_14720","wiley_proxy","TRUE"
"10.1111/1365-2745.12739","Journal of Ecology","2017","5448","10_1111_1365_2745_12739","wiley_proxy","TRUE"
"10.1111/1365-2664.14760","Journal of Applied Ecology","2024","242","10_1111_1365_2664_14760","wiley_proxy","TRUE"
"10.1002/pan3.10117","People and Nature","2020","1081","10_1002_pan3_10117","wiley_proxy","TRUE"
"10.1111/2041-210X.13530","Methods in Ecology and Evolution","2020","4459","10_1111_2041_210x_13530","wiley_proxy","TRUE"
"10.1111/1365-2664.14411","Journal of Applied Ecology","2023","166","10_1111_1365_2664_14411","wiley_proxy","TRUE"
"10.1111/1365-2435.13259","Functional Ecology","2019","1398","10_1111_1365_2435_13259","wiley_proxy","TRUE"
"10.1111/1365-2664.13896","Journal of Applied Ecology","2021","2400","10_1111_1365_2664_13896","wiley_proxy","TRUE"
"10.1111/1365-2745.13251","Journal of Ecology","2019","2502","10_1111_1365_2745_13251","wiley_proxy","TRUE"
"10.1111/1365-2664.14223","Journal of Applied Ecology","2022","2702","10_1111_1365_2664_14223",NA,NA
"10.1111/1365-2745.13000","Journal of Ecology","2018","5896","10_1111_1365_2745_13000","wiley_proxy","TRUE"
"10.1111/1365-2435.13180","Functional Ecology","2018","7802","10_1111_1365_2435_13180","wiley_proxy","TRUE"
"10.1111/1365-2435.13795","Functional Ecology","2021","6786","10_1111_1365_2435_13795","wiley_proxy","TRUE"
"10.1111/1365-2664.13576","Journal of Applied Ecology","2020","2447","10_1111_1365_2664_13576","wiley_proxy","TRUE"
"10.1111/1365-2664.13711","Journal of Applied Ecology","2020","152","10_1111_1365_2664_13711","wiley_proxy","TRUE"
"10.1111/1365-2745.13635","Journal of Ecology","2021","269","10_1111_1365_2745_13635","wiley_proxy","TRUE"
"10.1111/1365-2745.12835","Journal of Ecology","2017","2251","10_1111_1365_2745_12835","wiley_proxy","TRUE"
"10.1111/1365-2664.13651","Journal of Applied Ecology","2020","1613","10_1111_1365_2664_13651","wiley_proxy","TRUE"
"10.1111/1365-2656.13283","Journal of Animal Ecology","2020","2148","10_1111_1365_2656_13283","wiley_proxy","TRUE"
"10.1111/2041-210X.13396","Methods in Ecology and Evolution","2020","98","10_1111_2041_210x_13396","wiley_proxy","TRUE"
"10.1111/1365-2745.12858","Journal of Ecology","2017","3752","10_1111_1365_2745_12858","wiley_proxy","TRUE"
"10.1111/1365-2664.13227","Journal of Applied Ecology","2018","2974","10_1111_1365_2664_13227","wiley_proxy","TRUE"
"10.1111/1365-2656.13486","Journal of Animal Ecology","2021","6436","10_1111_1365_2656_13486","wiley_proxy","TRUE"
"10.1111/1365-2664.13546","Journal of Applied Ecology","2019","243","10_1111_1365_2664_13546","wiley_proxy","TRUE"
"10.1111/1365-2656.14138","Journal of Animal Ecology","2024","454","10_1111_1365_2656_14138","wiley_proxy","TRUE"
"10.1111/1365-2435.14437","Functional Ecology","2023","2844","10_1111_1365_2435_14437","wiley_proxy","TRUE"
"10.1111/1365-2664.13199","Journal of Applied Ecology","2018","1083","10_1111_1365_2664_13199","wiley_proxy","TRUE"
"10.1111/1365-2435.14521","Functional Ecology","2024","1306","10_1111_1365_2435_14521","wiley_proxy","TRUE"
"10.1111/1365-2664.14513","Journal of Applied Ecology","2023","2448","10_1111_1365_2664_14513","wiley_proxy","TRUE"
"10.1002/pan3.10220","People and Nature","2021","1276","10_1002_pan3_10220","wiley_proxy","TRUE"
"10.1111/1365-2656.13051","Journal of Animal Ecology","2019","4526","10_1111_1365_2656_13051","wiley_proxy","TRUE"
"10.1111/1365-2745.13865","Journal of Ecology","2022","2401","10_1111_1365_2745_13865","wiley_proxy","TRUE"
"10.1111/1365-2656.13387","Journal of Animal Ecology","2021","2703","10_1111_1365_2656_13387","wiley_proxy","TRUE"
"10.1111/1365-2664.12895","Journal of Applied Ecology","2017","6969","10_1111_1365_2664_12895","wiley_proxy","TRUE"
"10.1111/1365-2435.13406","Functional Ecology","2019","791","10_1111_1365_2435_13406","wiley_proxy","TRUE"
"10.1002/2688-8319.12080","Ecological Solutions and Evidence","2021","264","10_1002_2688_8319_12080","wiley_proxy","TRUE"
"10.1111/1365-2435.13861","Functional Ecology","2021","2149","10_1111_1365_2435_13861","wiley_proxy","TRUE"
"10.1111/1365-2664.13041","Journal of Applied Ecology","2017","5370","10_1111_1365_2664_13041","wiley_proxy","TRUE"
"10.1111/1365-2745.14374","Journal of Ecology","2024","3435","10_1111_1365_2745_14374","wiley_proxy","TRUE"
"10.1111/1365-2745.13736","Journal of Ecology","2021","270","10_1111_1365_2745_13736","wiley_proxy","TRUE"
"10.1111/1365-2435.13623","Functional Ecology","2020","2621","10_1111_1365_2435_13623","wiley_proxy","TRUE"
"10.1002/pan3.10433","People and Nature","2023","167","10_1002_pan3_10433","wiley_proxy","TRUE"
"10.1111/1365-2745.13794","Journal of Ecology","2021","172","10_1111_1365_2745_13794","wiley_proxy","TRUE"
"10.1111/1365-2745.13334","Journal of Ecology","2020","466","10_1111_1365_2745_13334","wiley_proxy","TRUE"
"10.1111/2041-210X.12894","Methods in Ecology and Evolution","2017","2449","10_1111_2041_210x_12894","wiley_proxy","TRUE"
"10.1111/1365-2745.14050","Journal of Ecology","2022","1614","10_1111_1365_2745_14050","wiley_proxy","TRUE"
"10.1111/2041-210X.14319","Methods in Ecology and Evolution","2024","1080","10_1111_2041_210x_14319","wiley_proxy","TRUE"
"10.1111/2041-210X.13709","Methods in Ecology and Evolution","2021","8106","10_1111_2041_210x_13709","wiley_proxy","TRUE"
"10.1111/1365-2656.12718","Journal of Animal Ecology","2017","67","10_1111_1365_2656_12718","wiley_proxy","TRUE"
"10.1111/2041-210X.13514","Methods in Ecology and Evolution","2020","5142","10_1111_2041_210x_13514","wiley_proxy","TRUE"
"10.1111/1365-2435.14191","Functional Ecology","2022","2503","10_1111_1365_2435_14191","wiley_proxy","TRUE"
"10.1111/1365-2664.14299","Journal of Applied Ecology","2022","1293","10_1111_1365_2664_14299","wiley_proxy","TRUE"
"10.1111/1365-2435.13635","Functional Ecology","2020","1650","10_1111_1365_2435_13635","wiley_proxy","TRUE"
"10.1111/2041-210X.14372","Methods in Ecology and Evolution","2024","2704","10_1111_2041_210x_14372","wiley_proxy","TRUE"
"10.1111/1365-2745.14109","Journal of Ecology","2023","2954","10_1111_1365_2745_14109","wiley_proxy","TRUE"
"10.1111/1365-2435.14589","Functional Ecology","2024","6787","10_1111_1365_2435_14589","wiley_proxy","TRUE"
"10.1111/1365-2664.14306","Journal of Applied Ecology","2022","6178","10_1111_1365_2664_14306","wiley_proxy","TRUE"
"10.1111/1365-2435.13226","Functional Ecology","2018","4444","10_1111_1365_2435_13226","wiley_proxy","TRUE"
"10.1111/1365-2664.13892","Journal of Applied Ecology","2021","1277","10_1111_1365_2664_13892","wiley_proxy","TRUE"
"10.1111/1365-2656.13078","Journal of Animal Ecology","2019","2450","10_1111_1365_2656_13078","wiley_proxy","TRUE"
"10.1111/1365-2435.14305","Functional Ecology","2023","2622","10_1111_1365_2435_14305","wiley_proxy","TRUE"
"10.1111/2041-210X.13522","Methods in Ecology and Evolution","2020","2315","10_1111_2041_210x_13522","wiley_proxy","TRUE"
"10.1111/1365-2435.13260","Functional Ecology","2019","1615","10_1111_1365_2435_13260","wiley_proxy","TRUE"
"10.1111/1365-2656.13543","Journal of Animal Ecology","2021","246","10_1111_1365_2656_13543","wiley_proxy","TRUE"
"10.1111/1365-2664.14541","Journal of Applied Ecology","2023","118","10_1111_1365_2664_14541","wiley_proxy","TRUE"
"10.1111/1365-2745.13467","Journal of Ecology","2020","3302","10_1111_1365_2745_13467","wiley_proxy","TRUE"
"10.1111/2041-210X.13335","Methods in Ecology and Evolution","2019","3546","10_1111_2041_210x_13335","wiley_proxy","TRUE"
"10.1111/1365-2435.14429","Functional Ecology","2023","271","10_1111_1365_2435_14429","wiley_proxy","TRUE"
"10.1002/pan3.10185","People and Nature","2021","2152","10_1002_pan3_10185","wiley_proxy","TRUE"
"10.1002/2688-8319.12171","Ecological Solutions and Evidence","2022","1084","10_1002_2688_8319_12171","wiley_proxy","TRUE"
"10.1111/2041-210X.14128","Methods in Ecology and Evolution","2023","6932","10_1111_2041_210x_14128","wiley_proxy","TRUE"
"10.1111/1365-2435.13918","Functional Ecology","2021","7441","10_1111_1365_2435_13918","wiley_proxy","TRUE"
"10.1111/1365-2664.13854","Journal of Applied Ecology","2021","1127","10_1111_1365_2664_13854","wiley_proxy","TRUE"
"10.1111/1365-2656.12954","Journal of Animal Ecology","2019","1086","10_1111_1365_2656_12954","wiley_proxy","TRUE"
"10.1111/2041-210X.13310","Methods in Ecology and Evolution","2019","1307","10_1111_2041_210x_13310","wiley_proxy","TRUE"
"10.1111/1365-2664.12995","Journal of Applied Ecology","2017","397","10_1111_1365_2664_12995","wiley_proxy","TRUE"
"10.1111/1365-2745.13659","Journal of Ecology","2021","3437","10_1111_1365_2745_13659","wiley_proxy","TRUE"
"10.1111/1365-2745.13544","Journal of Ecology","2020","2623","10_1111_1365_2745_13544","wiley_proxy","TRUE"
"10.1111/1365-2656.12939","Journal of Animal Ecology","2019","7489","10_1111_1365_2656_12939","wiley_proxy","TRUE"
