nr;TOMST_Merge_ID;ID;WB_no;Frozen_Fresh;X;Y;Weight_kg;Weight1_kg;Elevation;Exposure_Year;Sampling_day_DOY;Decomposition_Stage;Day_since_Exposure;Traptype;Maggots_vol;Oiceptomathoracicum;Necrodeslittoralis;Thanatophilussinuatus;Thanatophilusrugosus;Nicrophorusvespilloides;Nicrophorushumator;Nicrophorusinvestigator;Nicrophorusinterruptus;Nicrophorusvespillo;Nicrophorussepultor;Speciesnumber;Abundanceofindividuals;Habitat;Temp_mean_48
505;WB23_T23;WB_23_T23;WB23;frozen;832242;5426580;75;;950,6;2020;332;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;0,02
510;WB24_T16;WB_24_T16;WB24;frozen;832837;5426199;11,5;;904,28;2020;325;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;1,94
509;WB24_T9;WB_24_T9;WB24;frozen;832837;5426199;11,5;;904,28;2020;318;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;3,23
508;WB24_T6;WB_24_T6;WB24;frozen;832837;5426199;11,5;11,5;904,28;2020;315;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;1,16
513;WB24_T37;WB_24_T37;WB24;frozen;832837;5426199;11,5;;904,28;2020;346;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;-1,4
512;WB24_T30;WB_24_T30;WB24;frozen;832837;5426199;11,5;;904,28;2020;339;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;-6,17
511;WB24_T23;WB_24_T23;WB24;frozen;832837;5426199;11,5;;904,28;2020;332;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;-2,82
514;WB24_T158;WB_24_T158;WB24;frozen;832837;5426199;11,5;;904,28;2020;102;2;158;Pitfall;5;28;4;197;21;0;0;0;0;0;0;4;250;open_dry;14,8275
516;WB25_T16;WB_25_T16;WB25;frozen;834170;5424237;37;;793,92;2020;344;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;0,35
515;WB25_T9;WB_25_T9;WB25;frozen;834170;5424237;37;37;793,92;2020;337;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-3,02
517;WB25_T23;WB_25_T23;WB25;frozen;834170;5424237;37;;793,92;2020;351;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;0,79
518;WB25_T169;WB_25_T169;WB25;frozen;834170;5424237;37;;793,92;2020;132;3;169;Pitfall;100;141;16;236;31;0;0;0;0;0;0;4;424;open_wet;15,55166667
519;WB26_T169;WB_26_T169;WB26;frozen;834727;5423807;59;59;800,02;2020;132;3;169;Pitfall;100;60;6;19;10;1;1;0;0;0;0;6;97;closed_dry;18,45
520;WB27_T169;WB_27_T169;WB27;fresh;835301;5424939;73;73;781,43;2020;132;3;169;Pitfall;5;203;99;183;127;0;0;0;0;0;0;4;612;open_dry;15,44
521;WB28_T16;WB_28_T16;WB28;frozen;834906;5425426;25,5;25,5;774,17;2020;344;1;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-0,83
522;WB28_T23;WB_28_T23;WB28;frozen;834906;5425426;25,5;;774,17;2020;351;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-0,52
523;WB28_T169;WB_28_T169;WB28;frozen;834906;5425426;25,5;;774,17;2020;132;2;169;Pitfall;0;50;0;0;1;2;1;0;0;1;0;5;55;closed_wet;13,61
524;WB29_T169;WB_29_T169;WB29;fresh;830618;5424429;62;62;751,25;2020;153;5;169;Pitfall;0;2;6;6;3;0;0;0;0;0;0;4;17;closed_wet;13,63
525;WB30_T147;WB_30_T147;WB30;frozen;830559;5425222;38,5;38,5;802,35;2020;131;4;147;Pitfall;0;29;9;36;29;0;0;0;0;0;0;4;103;open_dry;14,22
526;WB31_T147;WB_31_T147;WB31;frozen;831309;5424264;75;75;816,44;2020;181;4;147;Pitfall;15;16;1;18;3;0;0;0;0;0;0;4;38;closed_dry;12,91
528;WB33_T37;WB_33_T37;WB33;frozen;833209;5431008;37;;898,64;2021;99;2;37;Pitfall;0;6;0;0;46;0;0;0;0;0;0;2;52;open_dry;-1,24
527;WB33_T30;WB_33_T30;WB33;frozen;833209;5431008;37;37;898,64;2021;92;2;30;Pitfall;0;7;0;0;102;0;0;0;0;0;0;2;109;open_dry;10,73
529;WB33_T44;WB_33_T44;WB33;frozen;833209;5431008;37;;898,64;2021;106;2;44;Pitfall;0;15;0;0;34;0;0;0;0;0;0;2;49;open_dry;-0,97
530;WB33_T51;WB_33_T51;WB33;frozen;833209;5431008;37;;898,64;2021;113;3;51;Pitfall;200;6;0;15;0;0;0;0;0;0;0;2;21;open_dry;4,29
532;WB33_T65;WB_33_T65;WB33;frozen;833209;5431008;37;;898,64;2021;127;4;65;Pitfall;5;20;0;2;38;0;0;0;0;0;0;3;60;open_dry;4,09
531;WB33_T58;WB_33_T58;WB33;frozen;833209;5431008;37;;898,64;2021;120;4;58;Pitfall;400;33;0;0;26;0;0;0;0;0;0;2;59;open_dry;10,75
535;WB33_T86;WB_33_T86;WB33;frozen;833209;5431008;37;;898,64;2021;148;5;86;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;7,86
534;WB33_T79;WB_33_T79;WB33;frozen;833209;5431008;37;;898,64;2021;141;5;79;Pitfall;0;0;0;0;1;1;0;0;0;0;0;2;2;open_dry;6,6
533;WB33_T72;WB_33_T72;WB33;frozen;833209;5431008;37;;898,64;2021;134;5;72;Pitfall;0;9;0;0;2;0;0;0;0;0;0;2;11;open_dry;7,53
542;WB34_T72;WB_34_T72;WB34;fresh;833992;5426907;35;;910,02;2021;134;2;72;Pitfall;0;37;1;0;0;1;1;0;0;0;0;4;40;closed_dry;7,45
541;WB34_T65;WB_34_T65;WB34;fresh;833992;5426907;35;;910,02;2021;127;2;65;Pitfall;5;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;3,66
540;WB34_T58;WB_34_T58;WB34;fresh;833992;5426907;35;;910,02;2021;120;2;58;Pitfall;0;9;0;0;0;0;1;0;0;0;0;2;10;closed_dry;8,39
539;WB34_T51;WB_34_T51;WB34;fresh;833992;5426907;35;;910,02;2021;113;2;51;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;3,21
538;WB34_T44;WB_34_T44;WB34;fresh;833992;5426907;35;;910,02;2021;106;2;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-0,92
537;WB34_T37;WB_34_T37;WB34;fresh;833992;5426907;35;;910,02;2021;99;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;-3,2
536;WB34_T30;WB_34_T30;WB34;fresh;833992;5426907;35;35;910,02;2021;92;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;5,3
543;WB34_T79;WB_34_T79;WB34;fresh;833992;5426907;35;;910,02;2021;141;3;79;Pitfall;0;26;0;0;0;0;0;0;0;0;0;1;26;closed_dry;5,68
544;WB34_T86;WB_34_T86;WB34;fresh;833992;5426907;35;;910,02;2021;148;4;86;Pitfall;15;20;5;0;1;0;0;0;0;0;0;3;26;closed_dry;6,96
549;WB35_T58;WB_35_T58;WB35;frozen;833313;5429958;58,3;;850,44;2021;120;2;58;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_wet;8,46
548;WB35_T51;WB_35_T51;WB35;frozen;833313;5429958;58,3;;850,44;2021;113;2;51;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;3,35
547;WB35_T44;WB_35_T44;WB35;frozen;833313;5429958;58,3;;850,44;2021;106;2;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-0,93
546;WB35_T37;WB_35_T37;WB35;frozen;833313;5429958;58,3;;850,44;2021;99;2;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;-3,29
545;WB35_T30;WB_35_T30;WB35;frozen;833313;5429958;58,3;58,3;850,44;2021;92;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;7,72
550;WB35_T65;WB_35_T65;WB35;frozen;833313;5429958;58,3;;850,44;2021;127;2;65;Pitfall;0;2;0;0;0;0;0;0;0;0;0;1;2;closed_wet;3,64
552;WB35_T79;WB_35_T79;WB35;frozen;833313;5429958;58,3;;850,44;2021;141;3;79;Pitfall;140;42;0;0;2;1;0;0;0;0;0;3;45;closed_wet;5,71
551;WB35_T72;WB_35_T72;WB35;frozen;833313;5429958;58,3;;850,44;2021;134;3;72;Pitfall;0;21;0;0;4;1;0;0;0;0;0;3;26;closed_wet;7,39
553;WB35_T86;WB_35_T86;WB35;frozen;833313;5429958;58,3;;850,44;2021;148;4;86;Pitfall;40;27;0;0;0;0;0;0;0;0;0;1;27;closed_wet;6,91
555;WB36_T37;WB_36_T37;WB36;frozen;834289;5425816;32,5;;790,27;2021;99;2;37;Pitfall;0;5;0;0;5;0;0;0;0;0;0;2;10;open_wet;-1,24
554;WB36_T30;WB_36_T30;WB36;frozen;834289;5425816;32,5;32,5;790,27;2021;92;2;30;Pitfall;0;17;0;1;16;0;0;0;0;0;0;3;34;open_wet;8,37
558;WB36_T58;WB_36_T58;WB36;frozen;834289;5425816;32,5;;790,27;2021;120;2;58;Pitfall;500;59;0;0;18;0;2;0;0;0;0;3;79;open_wet;9,57
557;WB36_T51;WB_36_T51;WB36;frozen;834289;5425816;32,5;;790,27;2021;113;2;51;Pitfall;0;3;0;3;0;0;0;0;0;0;0;2;6;open_wet;3,44
556;WB36_T44;WB_36_T44;WB36;frozen;834289;5425816;32,5;;790,27;2021;106;2;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;-0,28
559;WB36_T65;WB_36_T65;WB36;frozen;834289;5425816;32,5;;790,27;2021;127;4;65;Pitfall;200;35;0;0;8;0;0;0;0;0;0;2;43;open_wet;4,53
562;WB36_T86;WB_36_T86;WB36;frozen;834289;5425816;32,5;;790,27;2021;148;5;86;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,23
561;WB36_T79;WB_36_T79;WB36;frozen;834289;5425816;32,5;;790,27;2021;141;5;79;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;7,21
560;WB36_T72;WB_36_T72;WB36;frozen;834289;5425816;32,5;;790,27;2021;134;5;72;Pitfall;30;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;8,21
565;WB37_T44;WB_37_T44;WB37;frozen;822768;5428009;50;;763,23;2021;126;2;44;Pitfall;0;3;0;0;0;0;0;0;0;0;0;1;3;closed_wet;5,62
564;WB37_T37;WB_37_T37;WB37;frozen;822768;5428009;50;;763,23;2021;119;2;37;Pitfall;0;1;0;0;0;0;4;0;0;0;0;2;5;closed_wet;7,93
563;WB37_T30;WB_37_T30;WB37;frozen;822768;5428009;50;50;763,23;2021;112;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,8
566;WB37_T51;WB_37_T51;WB37;frozen;822768;5428009;50;;763,23;2021;133;2;51;Pitfall;5;31;0;2;0;0;0;0;0;0;0;2;33;closed_wet;11,87
569;WB37_T72;WB_37_T72;WB37;frozen;822768;5428009;50;;763,23;2021;154;4;72;Pitfall;5;1;0;0;0;1;0;0;0;0;0;2;2;closed_wet;13,03
568;WB37_T65;WB_37_T65;WB37;frozen;822768;5428009;50;;763,23;2021;147;4;65;Pitfall;50;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,14
567;WB37_T58;WB_37_T58;WB37;frozen;822768;5428009;50;;763,23;2021;140;4;58;Pitfall;50;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,5
570;WB37_T79;WB_37_T79;WB37;frozen;822768;5428009;50;;763,23;2021;161;5;79;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,19
573;WB38_T44;WB_38_T44;WB38;frozen;821241;5428103;68;;764,88;2021;126;2;44;Pitfall;0;10;0;0;0;0;0;0;0;0;0;1;10;closed_dry;6,14
572;WB38_T37;WB_38_T37;WB38;frozen;821241;5428103;68;;764,88;2021;119;2;37;Pitfall;0;11;0;0;0;0;1;0;0;0;0;2;12;closed_dry;8,55
571;WB38_T30;WB_38_T30;WB38;frozen;821241;5428103;68;68;764,88;2021;112;2;30;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;5,14
574;WB38_T51;WB_38_T51;WB38;frozen;821241;5428103;68;;764,88;2021;133;2;51;Pitfall;5;121;19;186;3;1;1;0;0;0;0;6;331;closed_dry;12,48
575;WB38_T58;WB_38_T58;WB38;frozen;821241;5428103;68;;764,88;2021;140;4;58;Pitfall;200;0;0;1;0;0;0;0;0;0;0;1;1;closed_dry;6,74
578;WB38_T79;WB_38_T79;WB38;frozen;821241;5428103;68;;764,88;2021;161;5;79;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;13,48
577;WB38_T72;WB_38_T72;WB38;frozen;821241;5428103;68;;764,88;2021;154;5;72;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;closed_dry;13,19
576;WB38_T65;WB_38_T65;WB38;frozen;821241;5428103;68;;764,88;2021;147;5;65;Pitfall;5;0;0;1;0;0;0;0;0;0;0;1;1;closed_dry;6,19
579;WB39_T30;WB_39_T30;WB39;frozen;822173;5427539;41,8;41,8;740,82;2021;112;2;30;Pitfall;0;27;0;0;19;0;0;0;0;0;0;2;46;open_wet;5,01
580;WB39_T37;WB_39_T37;WB39;frozen;822173;5427539;41,8;;740,82;2021;119;4;37;Pitfall;10;4;0;7;6;0;0;0;0;0;0;3;17;open_wet;8,79
584;WB39_T60;WB_39_T60;WB39;frozen;822173;5427539;41,8;;740,82;2021;142;5;60;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;open_wet;6,0425
583;WB39_T58;WB_39_T58;WB39;frozen;822173;5427539;41,8;;740,82;2021;140;5;58;Pitfall;280;1;0;1;4;0;0;0;0;0;0;3;6;open_wet;6,396
582;WB39_T51;WB_39_T51;WB39;frozen;822173;5427539;41,8;;740,82;2021;133;5;51;Pitfall;0;1;0;1;0;0;0;0;0;0;0;2;2;open_wet;12,424
581;WB39_T44;WB_39_T44;WB39;frozen;822173;5427539;41,8;;740,82;2021;126;5;44;Pitfall;10;5;0;0;3;0;0;0;0;0;0;2;8;open_wet;6,82
586;WB40_T37;WB_40_T37;WB40;fresh;822795;5427351;33,8;;747,39;2021;119;4;37;Pitfall;200;1;0;0;1;0;0;0;0;0;0;2;2;open_dry;8,55
585;WB40_T30;WB_40_T30;WB40;fresh;822795;5427351;33,8;33,8;747,39;2021;112;4;30;Pitfall;5;117;8;216;43;0;1;0;0;1;0;6;386;open_dry;4,52
589;WB40_T58;WB_40_T58;WB40;fresh;822795;5427351;33,8;;747,39;2021;140;5;58;Pitfall;250;0;0;53;0;4;0;0;0;0;0;2;57;open_dry;6,396
588;WB40_T51;WB_40_T51;WB40;fresh;822795;5427351;33,8;;747,39;2021;133;5;51;Pitfall;5;0;0;3;0;0;0;0;0;0;0;1;3;open_dry;12,424
587;WB40_T44;WB_40_T44;WB40;fresh;822795;5427351;33,8;;747,39;2021;126;5;44;Pitfall;0;0;0;0;2;0;0;0;0;0;0;1;2;open_dry;6,67
591;WB41_T9;WB_41_T9;WB41;fresh;829884;5424180;58,5;;715,37;2021;112;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;4,43
590;WB41_T6;WB_41_T6;WB41;fresh;829884;5424180;58,5;58,5;715,37;2021;109;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;2,38
592;WB41_T13;WB_41_T13;WB41;fresh;829884;5424180;58,5;;715,37;2021;116;2;13;Pitfall;0;1;0;0;2;0;0;0;0;0;0;2;3;open_wet;5,95
595;WB41_T30;WB_41_T30;WB41;fresh;829884;5424180;58,5;;715,37;2021;133;2;30;Pitfall;10;25;19;274;1;6;0;0;0;0;0;5;325;open_wet;13,02
594;WB41_T23;WB_41_T23;WB41;fresh;829884;5424180;58,5;;715,37;2021;126;2;23;Pitfall;0;74;0;0;4;0;0;0;0;0;0;2;78;open_wet;6,2
593;WB41_T16;WB_41_T16;WB41;fresh;829884;5424180;58,5;;715,37;2021;119;2;16;Pitfall;0;48;0;1;1;0;0;0;0;1;0;4;51;open_wet;7,71
596;WB41_T37;WB_41_T37;WB41;fresh;829884;5424180;58,5;;715,37;2021;140;3;37;Pitfall;50;0;9;3;0;0;0;0;0;0;0;2;12;open_wet;6,5
598;WB41_T51;WB_41_T51;WB41;fresh;829884;5424180;58,5;;715,37;2021;154;4;51;Pitfall;5;1;31;20;2;0;0;0;0;0;0;4;54;open_wet;13,55
597;WB41_T44;WB_41_T44;WB41;fresh;829884;5424180;58,5;;715,37;2021;147;4;44;Pitfall;5;0;13;0;0;0;0;0;0;0;0;1;13;open_wet;6,76
599;WB41_T58;WB_41_T58;WB41;fresh;829884;5424180;58,5;;715,37;2021;161;5;58;Pitfall;0;2;12;3;2;3;0;0;0;0;0;5;22;open_wet;13,03
601;WB42_T9;WB_42_T9;WB42;frozen;829985;5425204;74;;748,82;2021;112;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;4,41
600;WB42_T6;WB_42_T6;WB42;frozen;829985;5425204;74;74;748,82;2021;109;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;2,34
605;WB42_T30;WB_42_T30;WB42;frozen;829985;5425204;74;;748,82;2021;133;2;30;Pitfall;5;88;1;60;1;4;0;0;0;0;0;5;154;closed_dry;12,35
604;WB42_T23;WB_42_T23;WB42;frozen;829985;5425204;74;;748,82;2021;126;2;23;Pitfall;0;20;0;0;0;0;0;0;0;0;0;1;20;closed_dry;6,29
603;WB42_T16;WB_42_T16;WB42;frozen;829985;5425204;74;;748,82;2021;119;2;16;Pitfall;0;6;0;0;0;0;0;0;0;0;0;1;6;closed_dry;9,33
602;WB42_T13;WB_42_T13;WB42;frozen;829985;5425204;74;;748,82;2021;116;2;13;Pitfall;0;4;0;0;0;0;0;0;0;0;0;1;4;closed_dry;6,97
606;WB42_T37;WB_42_T37;WB42;frozen;829985;5425204;74;;748,82;2021;140;3;37;Pitfall;100;4;1;0;0;0;0;0;0;0;0;2;5;closed_dry;6,23
609;WB42_T58;WB_42_T58;WB42;frozen;829985;5425204;74;;748,82;2021;161;4;58;Pitfall;58;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;13,18
608;WB42_T51;WB_42_T51;WB42;frozen;829985;5425204;74;;748,82;2021;154;4;51;Pitfall;0;2;0;1;0;2;0;0;0;0;0;3;5;closed_dry;13,38
607;WB42_T44;WB_42_T44;WB42;frozen;829985;5425204;74;;748,82;2021;147;4;44;Pitfall;300;0;0;0;0;0;0;0;0;0;0;0;0;closed_dry;6,14
610;WB43_T6;WB_43_T6;WB43;frozen;829336;5424541;54;54;779,64;2021;109;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;2,58
612;WB43_T13;WB_43_T13;WB43;frozen;829336;5424541;54;;779,64;2021;116;2;13;Pitfall;0;16;0;3;1;0;0;0;0;0;0;3;20;open_dry;8,48
611;WB43_T9;WB_43_T9;WB43;frozen;829336;5424541;54;;779,64;2021;112;2;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;5,64
613;WB43_T16;WB_43_T16;WB43;frozen;829336;5424541;54;;779,64;2021;119;2;16;Pitfall;0;42;1;8;20;0;0;0;0;0;0;4;71;open_dry;10,95
614;WB43_T23;WB_43_T23;WB43;frozen;829336;5424541;54;;779,64;2021;126;3;23;Pitfall;35;21;0;6;10;0;0;0;0;0;0;3;37;open_dry;6,76
616;WB43_T37;WB_43_T37;WB43;frozen;829336;5424541;54;;779,64;2021;140;4;37;Pitfall;5;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;6,85
615;WB43_T30;WB_43_T30;WB43;frozen;829336;5424541;54;;779,64;2021;133;4;30;Pitfall;150;5;0;203;18;0;0;0;0;0;0;3;226;open_dry;13,18
619;WB43_T58;WB_43_T58;WB43;frozen;829336;5424541;54;;779,64;2021;161;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;13,18
618;WB43_T51;WB_43_T51;WB43;frozen;829336;5424541;54;;779,64;2021;154;5;51;Pitfall;0;0;0;2;0;0;0;0;0;0;0;1;2;open_dry;13,555
617;WB43_T44;WB_43_T44;WB43;frozen;829336;5424541;54;;779,64;2021;147;5;44;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;7,09
621;WB44_T9;WB_44_T9;WB44;frozen;829879;5425411;60;;762,46;2021;112;1;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;4,03
620;WB44_T6;WB_44_T6;WB44;frozen;829879;5425411;60;60;762,46;2021;109;1;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;2,12
624;WB44_T23;WB_44_T23;WB44;frozen;829879;5425411;60;;762,46;2021;126;2;23;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,6
623;WB44_T16;WB_44_T16;WB44;frozen;829879;5425411;60;;762,46;2021;119;2;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;7,74
622;WB44_T13;WB_44_T13;WB44;frozen;829879;5425411;60;;762,46;2021;116;2;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;5,73
627;WB44_T44;WB_44_T44;WB44;frozen;829879;5425411;60;;762,46;2021;147;3;44;Pitfall;35;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,06
626;WB44_T37;WB_44_T37;WB44;frozen;829879;5425411;60;;762,46;2021;140;3;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,17
625;WB44_T30;WB_44_T30;WB44;frozen;829879;5425411;60;;762,46;2021;133;3;30;Pitfall;0;2;0;0;0;0;0;0;0;0;0;1;2;closed_wet;11,76
629;WB44_T58;WB_44_T58;WB44;frozen;829879;5425411;60;;762,46;2021;161;4;58;Pitfall;10;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;13,32
628;WB44_T51;WB_44_T51;WB44;frozen;829879;5425411;60;;762,46;2021;154;4;51;Pitfall;400;2;5;6;0;2;0;0;0;0;0;4;15;closed_wet;12,76
630;WB45_T6;WB_45_T6;WB45;fresh;819418;5429242;57,5;57,5;775,65;2021;131;2;6;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;15,55166667
634;WB45_T23;WB_45_T23;WB45;fresh;819418;5429242;57,5;;775,65;2021;148;2;23;Pitfall;100;6;0;2;0;7;0;0;0;1;0;4;16;open_dry;7,36
633;WB45_T16;WB_45_T16;WB45;fresh;819418;5429242;57,5;;775,65;2021;141;2;16;Pitfall;0;2;0;2;0;0;0;0;0;0;0;2;4;open_dry;6,0425
632;WB45_T13;WB_45_T13;WB45;fresh;819418;5429242;57,5;;775,65;2021;138;2;13;Pitfall;0;3;0;0;0;1;1;0;0;0;0;3;5;open_dry;6,378
631;WB45_T9;WB_45_T9;WB45;fresh;819418;5429242;57,5;;775,65;2021;134;2;9;Pitfall;0;6;0;0;0;0;0;0;0;0;0;1;6;open_dry;7,576
637;WB45_T44;WB_45_T44;WB45;fresh;819418;5429242;57,5;;775,65;2021;169;4;44;Pitfall;5;1;0;0;0;0;0;0;0;0;0;1;1;open_dry;19,80571429
636;WB45_T37;WB_45_T37;WB45;fresh;819418;5429242;57,5;;775,65;2021;162;4;37;Pitfall;40;4;1;8;0;1;0;0;0;0;0;4;14;open_dry;13,595
635;WB45_T30;WB_45_T30;WB45;fresh;819418;5429242;57,5;;775,65;2021;155;4;30;Pitfall;40;16;39;552;38;3;0;0;0;0;0;5;648;open_dry;13,52461538
639;WB45_T58;WB_45_T58;WB45;fresh;819418;5429242;57,5;;775,65;2021;183;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_dry;11,28
638;WB45_T51;WB_45_T51;WB45;fresh;819418;5429242;57,5;;775,65;2021;176;5;51;Pitfall;0;1;0;0;0;0;0;0;0;0;0;1;1;open_dry;16,56714286
642;WB46_T16;WB_46_T16;WB46;frozen;820137;5429198;54;;824,92;2021;141;2;16;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,0425
641;WB46_T13;WB_46_T13;WB46;frozen;820137;5429198;54;;824,92;2021;138;2;13;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;6,378
640;WB46_T9;WB_46_T9;WB46;frozen;820137;5429198;54;54;824,92;2021;134;2;9;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;7,576
644;WB46_T30;WB_46_T30;WB46;frozen;820137;5429198;54;;824,92;2021;155;2;30;Pitfall;5;1;0;0;1;1;0;0;0;0;0;3;3;closed_wet;13,52461538
643;WB46_T23;WB_46_T23;WB46;frozen;820137;5429198;54;;824,92;2021;148;2;23;Pitfall;0;0;0;0;0;1;0;0;0;0;0;1;1;closed_wet;7,36
645;WB46_T44;WB_46_T44;WB46;frozen;820137;5429198;54;;824,92;2021;169;4;44;Pitfall;5;1;2;0;0;1;0;0;0;0;0;3;4;closed_wet;19,80571429
647;WB46_T58;WB_46_T58;WB46;frozen;820137;5429198;54;;824,92;2021;183;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;closed_wet;11,28
646;WB46_T51;WB_46_T51;WB46;frozen;820137;5429198;54;;824,92;2021;176;5;51;Pitfall;0;0;0;0;1;0;0;0;0;0;0;1;1;closed_wet;16,56714286
653;WB47_T30;WB_47_T30;WB47;frozen;820723;5429578;45;;831,87;2021;155;2;30;Pitfall;5;0;5;248;1;1;0;0;0;0;0;4;255;open_wet;13,52461538
652;WB47_T23;WB_47_T23;WB47;frozen;820723;5429578;45;;831,87;2021;148;2;23;Pitfall;5;0;1;0;0;0;0;0;0;0;0;1;1;open_wet;7,36
651;WB47_T16;WB_47_T16;WB47;frozen;820723;5429578;45;;831,87;2021;141;2;16;Pitfall;0;0;2;0;0;0;0;0;0;0;0;1;2;open_wet;6,0425
650;WB47_T13;WB_47_T13;WB47;frozen;820723;5429578;45;;831,87;2021;138;2;13;Pitfall;0;0;1;1;0;0;0;0;0;0;0;2;2;open_wet;6,378
649;WB47_T9;WB_47_T9;WB47;frozen;820723;5429578;45;;831,87;2021;134;2;9;Pitfall;0;1;0;1;0;0;0;0;0;0;0;2;2;open_wet;7,576
648;WB47_T6;WB_47_T6;WB47;frozen;820723;5429578;45;45;831,87;2021;131;2;6;Pitfall;0;4;0;11;0;0;0;0;0;0;0;2;15;open_wet;15,55166667
654;WB47_T37;WB_47_T37;WB47;frozen;820723;5429578;45;;831,87;2021;162;3;37;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;13,595
655;WB47_T44;WB_47_T44;WB47;frozen;820723;5429578;45;;831,87;2021;169;4;44;Pitfall;15;1;0;0;0;0;0;0;0;0;0;1;1;open_wet;19,80571429
657;WB47_T58;WB_47_T58;WB47;frozen;820723;5429578;45;;831,87;2021;183;5;58;Pitfall;0;0;0;0;0;0;0;0;0;0;0;0;0;open_wet;11,28
656;WB47_T51;WB_47_T51;WB47;frozen;820723;5429578;45;;831,87;2021;176;5;51;Pitfall;0;0;0;1;0;0;0;0;0;0;0;1;1;open_wet;16,56714286
