RecordID;Group;Participant;Service.original;Specific.Service.harmonized;ESCODE;Ecosystem.service;Ecosystem.service.type;Habitats;Biome;Importance;Why.important;HWB;Keyword.why.important;Provision;Why.changed.provision;Keyword.why.changed.provision;Access;Why.changed.access;Keyword.why.changed.access;Provision.will;Access.will;Measures.needed;Action.by.whom.provision;Keyword.Action.provision;Action.by.whom.access;Keyword.action.access;Comments;HWB.MAT;HWB.SEC;HWB.PHY;HWB.SOC;BIO.AGR;BIO.AGF;BIO.ALP;BIO.WAT;BIO.FOR;BIO.GRS
100;Red;8;Natural health;Habitat;ES.HAB;Habitat creation and maintenance;Regulating;"Montane forest; agroforestry; home gardens";"forest; agroforestry";High;for a balanced biodiversity to increase farming yields without using chemicals;physical;agricultural productivity;decreased;"human population growth; deforestation; missuse of chemicals; missinformation; loss of traditional farming";"population growth; deforestation; chemicals use; lack of information; loss of traditional farming";Increased;"awareness of possibilities and access to heritage food. Knowhow in nutritional health has increased in general; awareness towards nutritional health in tourism kitchens has increased";"increased awareness; access to heritage food; increase knowledge in nutritional health";Decrease;Deteriorate;Yes;"Toursim sector, growing trend within the sector towards sustainable and responsible tourism practices; access to cultural toursim to grow traditional farming and nutritional practices";"sustainable toursim; responsible tourism; cultural tourism";slow travel practices involving heritage foods and cultural practices;slow travel;NA;0;0;1;0;0;1;0;0;1;0
101;Red;53;Natural health;Habitat;ES.HAB;Habitat creation and maintenance;Regulating;NA;NA;High;NA;;na;no answer;sustainable living;sustainable living;Decreased;people are looking for easy way and not thinking of the outcome and the future and for the nature;look for easy solutions (complacency);Increase;Deteriorate;Yes;Education toward public about holistic living and balance of life;education;NA;NA;NA;0;0;0;0;0;0;0;0;0;0
102;Red;53;Climate regulation;Climate regulation;ES.CLI;Regulation of climate;Regulating;NA;NA;High;I trade with nature;material;livelihood;decreased;overpopulation;population growth;Decreased;too many people demand the same things and less to be taken out;excessive demand;Decrease;Deteriorate;Yes;education, governments toward the outcome in the coming years;education;NA;NA;NA;1;0;0;0;0;0;0;0;0;0
103;Red;8;Climate regulation;Climate regulation;ES.CLI;Regulation of climate;Regulating;Montane forest;forest;High;provides forest cover, water, food, rain, regulates climate;"physical; material; security";"climate regulation; food; water; habitat";decreased;"deforestation; dissapearance of wildlife corridors; trading traditional farming against conventional farming";"deforestation; habitat loss; loss of traditional farming";Decreased;"less rains; more irregular weather patterns; desertification; wildlife dicrease; more dust; erosion; less tourism activities";"climate change; wildlife loss; desertification; erosion";Decrease;Deteriorate;Yes;"improve forest cover; open up and protect wildlife corridors; improve gender equality: ministry of tourism, natural resources, misnistry of lands, ministry of agriculture and forestry";"reforestation; protect wildlife corridors; improve gender equality";Promote and sustain home gardens through the cultivation and value chain and market access of heritage foods by empowering women. Introduce non-invasive crops as buffer between protected and cultivated lands as alternative income e.g. bee hive, oysternut cultivation;"promote home gardens; value chain; market access of heritage foods; empower women; introduce non-invasive crops";NA;1;1;1;0;0;0;0;0;1;0
104;Red;23;Climate regulation;Climate regulation;ES.CLI;Regulation of climate;Regulating;NA;NA;High;"living organisms such as animals, birds, human being; normal life; plants depend on both oxygen and carbon dioxide during the afternoon";"physical; cultural";"air for living organisms; for life; for plants";decreased;"population increase; air polution, car, etc.; environmental destroyment (deforestation)";"population growth; pollution; deforestation";Not changed;NA;NA;Decrease;Deteriorate;Yes;"create awareness for environmental conservation; land use planning; restoration; law enforcement. Government, all people, institutions";"awareness raising; land use planning; restoration; law enforcement";NA;NA;NA;0;0;1;1;0;0;0;0;0;0
105;Yellow;5;Source of revenue;Income;ES.LIV;Other - livelihoods, economy, employment and income;Other;High land and low land;"agriculture; agroforestry";High;"Improves the life standarnd of the people especially farmers; provides income to the government; enables farmers to obtain money for their agriculture activities";"physical; material";"livelihood; agricultural practices; national income";increased;"Improvement on the structure of agricultural trade compared to past years; government and farmers obtain income from agricultural activities";"national revenue; private income";Decreased;Increase in the price of agricultural goods has led to limitations on accessing ;agricultural goods price increase;Increase;Deteriorate;Yes;"Regulate and control trade of agricultural goods; having a board that stands for the effectivennes and efficiency of this service; providing education to the stakeholders on the importance of revenue";"Government and private sectors cooperation; education";"encourage and implement structure trade of agricultural goods; regular monitoring and evaluation of agricultural trade; discouraging informal agricultural goods trade";Agricultutal trade;Implementation of laws aand policies that encourage  smooth agricultural goods trade;1;0;1;0;1;1;0;0;1;0
106;Yellow;5;Employment;Work;ES.LIV;Other - livelihoods, economy, employment and income;Other;High land and low land;"agriculture; agroforestry";High;"Provides income to farmers; improves life standard of farmers";material;"income; livelihood";increased;more than 80% of Tanzanians depend on agriculture to support their lives;livelihood;Increased;"A large area of the fores has been cleared for agricultural expansion; agriculture has become a backbone in Tanzania";deforestation;Decrease;Deteriorate;Yes;Cooperation between government and private sectors to improve the service;Government and private sectors cooperation;Advancing in agricultural production techniques to inrease employment to the people;Agricultutal production;NA;1;0;0;0;1;1;0;0;1;0
107;Yellow;5;Food and feed for livestock;Feed;ES.FOD;Food and feed;Provisioning;High land and low land;"agriculture; agroforestry";High;"Production of agricultural products that are used for both as food to humans and feed to animals; provision of energy to both humans and animals ";"physical; material";"food; feed; energy";decreased;"Climate change has led to less production of food and animal feed; environmental degradation resulting from excessive use of artificial fertilizers and poor agricultural practices; increase of human population";"climate change; environmental degradation; overuse agrochemicals; poor agricultural practices; population growth";Decreased;High price of food and animal feed;increased cost of food;Decrease;Deteriorate;Yes;"Capacity building on environmental conservation; selecting productive areas and practice the conservation only for Agricultural activities; encourage the use of technical agriculture to increase production";"Education; improved agriculture";"Promoting markets for agricultural goods; Implementing structure trade of agricultural products; encouraging cross border trade of agricultural goods";Agricultural trade;NA;1;0;1;0;1;1;0;0;1;0
108;Yellow;10;Food for humans and feed for livestock;Food and feed;ES.FOD;Food and feed;Provisioning;Agriculture;agriculture;High;source of food which is a basic need for both humans and livestocks;physical;"food; feed";decreased;"Climate change has led to unexpected rainfall leading to soil erosion and drought; decrease in soil fertility";"climate change; environmental degradation; soil erosion";Decreased;Cost of food and feed production has gone higher from time to time;increased cost of food production;Decrease;Deteriorate;Yes;"Intergrated soil fertility management is required for sustainable use of the land; climate change mitigations";"Soil fertility; climate change";Controlling export of food crops to increase local access;Export control;NA;0;0;1;0;1;0;0;0;0;0
109;Yellow;10;Source of revenue;Income;ES.LIV;Other - livelihoods, economy, employment and income;Other;Agriculture;agriculture;High;A big population depends on agriculture for cash crops production;"physical; material";income;decreased;"Climate change leading to either drought or heavy rains; expensive agro inputs; unreliable martkets and price fluctuation";"climate change; agricultural markets; expensive inputs";Decreased;"climate change leading to drought and heavy rains; expensive agro inputs leading to reduced cash crops production; lack of reliable markets ";"climate change; increased cost of food production";Decrease;Deteriorate;Yes;Climate change mitigation measures such as planting trees;Climate change ;Introduction of crops insurance to encourage cash crops cultivation;Crops cultivation;NA;1;0;1;0;1;0;0;0;0;0
110;Yellow;14;Water;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Forest;forest;High;"Domestic use, agricultural support both small and large scale agriculture; hydropower generation; provision of means of livelihood";"physical; material";"human consumption; livelihood; agricultural practices; hydropower";decreased;"Environmental degradation leading to soil erosion and siltation; increase in population leading to increase in demand of water";"population growth; environmental degradation; erosion; population growth; increased water demand";Decreased;"Increase in population; demand for agriculture";population growth;Decrease;Deteriorate;Yes;"Improve the livelihood of the people to avoid overdependence on easily available natural resources; practicing modern farming systems and avoiding cultivating along the river reserves; planting tress to control soil erosion and improve fertility";"Improving livelihood; conservation agriculture; afforestation";Providing alternative sources of fuel;Alternative energy sources;NA;1;0;1;0;0;0;0;0;1;0
111;Yellow;14;Fuel wood;fuelwood;ES.NRG;Energy;Provisioning;Forest;forest;High;Source of fuel for cooking;material;cooking fuel;decreased;Environmental degradation such as cutting of trees for commercial purposes;"environmental degradation; deforestation";Increased;Population increase;population growth;Decrease;No answer;Yes;"Improve the livelihood of the people to reduce overdependence on existing natural resources; provision of environmental education; planting of trees especially indigeneous trees; strict forest and environmental law enforcement";"improving liveihood; education; afforestation; law enforcement";"provision of alternative sources of fuel; provision of subsidies to liquefied petroleum gas";Alternative energy sources;"Harmonization of sectoral policies; payment of environmental services for large scale users; collaborative efforts from different institutions at  different levels";1;0;0;0;0;0;0;0;1;0
112;Yellow;17;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;Economic, social, and hygiene value in human life;"physical; cultural; material";livelihood;increased;No clear answer;NA;Decreased;No clear answer;NA;Decrease;Improve;Yes;"Effective water resources management, development and efficient use; use of IWRM plan for sustainable water resources management";IWRM;"Insisting of efficient technology of water use; control antropogenic activities; appropriate water alocation during low seasons";Water use control;"Investiment in water resources managament practices is needed; appropriate technology in agriculture and industrialization is also needed";1;0;1;1;0;0;0;1;0;0
113;Yellow;17;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;All living organisms existence depends on it;"physical; cultural";life supporting;decreased;"Neglegance to take suitable measures on protection of water bodies; insufficient education on water resources management at the community level";"lack of water related education; lack of water protection measures";Increased;Tanzanian governemnt efforts in making sure that every citizen gets access to water services;water access policy;Decrease;Deteriorate;Yes;Conservation and protection of water sources by the ministry responsible and local government authorities;water conservation ;Expansion of water services network by the government considering the population growth;Water provision;NA;0;0;1;1;0;0;0;1;0;0
114;Yellow;17;Irrigation;Irrigation water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;Food provision for the entire period of the year through irrigation;physical;food;increased;Investment in irrigation agriculture by the people as a result of support and motivation from the government;"investment in irrigation; government support";Increased;Provision of education on irrigation agricultural system;education on irrigation agriculture;Decrease;Deteriorate;Yes;"Conservation and protection of water sources; good water allocation";"Water conservation; water allocation";construction of irrigation projects;Agricultural production;NA;0;0;1;0;0;0;0;1;0;0
115;Yellow;17;Groun water recharge;Groundwater;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Forest;forest;High;Origin of water sources both surface and ground water ;material;water;decreased;Deforestation associated with anthropogenic activities has affected the recharge of ground water;"deforestation; human activities";Increased;No clear answer;NA;Decrease;Deteriorate;Yes;"Mapping and assessing groundwater recharge areas; planting trees";"hydrogeological mapping; afforestation";"Investing on appropriate technology on groundwater exploration and drilling; rain water harvesting technology";Technology;Effective management of groundwater potential sites;1;0;0;0;0;0;0;0;1;0
116;Yellow;20;Medicinal purposes;Medicine;ES.MED;Medicinal, biochemical and genetic resources;Provisioning;Agroforesty;agroforestry;High;"Improves peoples' health; for research purposes";"physical; cultural";"health; research";decreased;"Prolonged drough; lack of awareness in the community";"climate change; lack of awareness";Decreased;Lack and poor awarenes in the community;lack of awareness;Decrease;Deteriorate;Yes;Awareness creation;Awareness;"Law enforcement; awareness creation";"Law enforcement; awareness";NA;0;0;1;1;0;1;0;0;1;0
117;Yellow;20;Irrigation;Irrigation water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;"Gives favourable climate for crop production; provision of water for both domestic and livestock use; medicinal purposes";"physical; material; security";"agricultural productivity; domestic water use; livestock water use; medicinal";increased;"Enforcement of laws; increased awareness among the community";"law enforcement; increased awareness";Increased;"Increase awareness amon the people; presence of by-laws; increased demand within the community";"by-laws; increased awareness; increased demand";Decrease;Deteriorate;Yes;"Tree planting, controlled fire outbreaks; creating awareness among the community; practicing good agriculture; putting people in the formal groups of production";"afforestation; awareness; agricultural production";"Law enforcement; awareness creation in the community";"Law enforcement; awareness";NA;1;1;1;0;0;0;0;1;0;0
118;Yellow;20;Source of revenue;Income;ES.LIV;Other - livelihoods, economy, employment and income;Other;Agroforesty;agroforestry;High;"Enables people to do other activities; improves peoples' livelihood";physical;livelihood;increased;"increased awareness among the people; law enforcement in the habitas; presence of formal groups in the community";"law enforcement; increased awareness; formal groups";Increased;"awareness creation has increased in the society; presence of law and its enforcement";"law enforcement; increased awareness";Decrease;Deteriorate;Yes;"Awareness creation among the people; tree planting, controlled fire outbreaks; law enforcement";"Afforestation; awareness; law enforcement";"Law enforcement; awareness creation among the people";"Law enforcement; awareness";NA;0;0;1;0;0;1;0;0;1;0
119;Yellow;48;Energy;Energy;ES.NRG;Energy;Provisioning;Agriculture;agriculture;High;No clear answer;;na;decreased;"Access to natural forests has been denied to most communities; low income; decrease of farm sizes leading to increasing competition between trees and crops";"access to forest denied; low income; decreasing farm size; competition";Decreased;Regulations have led to natural forests access barriers;law enforcement;Decrease;Deteriorate;Yes;"Promotion of sustainable harvesting of wood products; provision of education on joint management of forest resources; rising awareness among the community on sustainable forest harvests";"Soil fertility; climate change";Practiccing Community based forest management;CBFM;"Alternative energy sources are needed; practicing agroforesty";0;0;0;0;1;0;0;0;0;0
120;Yellow;48;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;Domestic water use is crucial for the survival of the communities;physical;life supporting;decreased;"Increase in demand; Climate change occassioned by mismanagement of natural resources; poor land use practices affecting water sources quality; poor water policy implementation";"climate change; mismanagament of natural resources; poor land use practices; poor water policy implementation";Decreased;"Poor land use practices has affected availability of perrenial free access  water; poor water supply systems";"poor land use practices; poor water supply";Decrease;Deteriorate;Yes;"Promoting sustainable management of land use practices; promoting tree planting";"sustainable land use practices; afforestation";"Establishment of water users associations; Paying for maintainace of water supply systems";"water users associations; water supply costs";NA;0;0;1;0;0;0;0;1;0;0
121;Yellow;50;Employment;Income;ES.LIV;Other - livelihoods, economy, employment and income;Other;Forest;forest;High;"Source of government revenue through tax; improves living standards of the people; ";material;"national income; livelihood";increased;No clear answer;NA;Decreased;"Changing governemnt policies limiting access to employment opportunities; poor investment conditions hence low rate of employment from private sectors";"limited emloyment opportunities; poor investment conditions";Decrease;Deteriorate;Yes;"Linking industrial policies to the environmental policies; encouraging funding competitions for self employment; creating awareness to the community on their economic activities and provide them with alternative jobs creation";"environmental policies; awareness";"support to agricultural organizations is needed to encourage employment and self employment opportunities; encouraging foreign investment companies and supporting local industries; supporting young generation in agricultural sector";"Agricultural production; employment";NA;1;0;0;0;0;0;0;0;1;0
122;Yellow;50;Erosion control;Erosion control;ES.HAZ;Regulation of hazards and extreme events;Regulating;Savannah ;grassland;High;"ensures productivity and livelihood to local farmers; conserve the nnature; reduces disasters like floods to the reidences";"physical; material; security";"livelihood; nature conservation; natural hazard reduction";not changed;NA;NA;Not changed;NA;NA;Decrease;Deteriorate;Yes;"Reviewing the existing laws and policies; creation of community awareness on taking actions in erosion control;encouraging good agricultural practices; encourage sustainable land management practices";"Policies; awareness creation; sustainable land use practices";"Government support to private actors by enacting favourable policies and laws; encourage research on soil control";"law enactment; research";NA;1;1;1;0;0;0;0;0;0;1
123;Yellow;50;Food and feed for livestock;Feed;ES.FOD;Food and feed;Provisioning;;;High;"Ensures food security globally; youth employment availability; opportunities for development of small industries; livestock keeping";material, security;"food security; employment; industries; livestock keeping";increased;"population growth; climate change; insufficient community commitment";"climate change; population growth; lack of commitment";Decreased;"climate change; lack of enough value addition skills; natural disasters";"climate change; natural disasters";Decrease;Deteriorate;Yes;"strick laws and regulation on harmful economic activities  to environment; increased interventions to private and public institutions working on food and livestock; encouraging the use of affordable energy sources";"law enactment; alternative energy sources";"supporting farmers to increase agricultural production; encourage ttechnology use in agriculture; building capacity to the pastoralist societies; improve access to the agricultural markets";"agricultural production; technology; awareness creation; agricultural markets";NA;1;1;0;0;0;0;0;0;0;0
124;Yellow;51;Harvesting fuel wood and charcoal;Fuelwood;ES.NRG;Energy;Provisioning;Forest;forest;High;"cooking food; bricks making; heating and boiling";material;"brick making; cooking fuel";decreased;"defforestation; poor conservation awareness; inefficient exercise of forest Act; little planting of trees";"deforestation; lack of conservation awareness; lack policy implmentation / enforcement; insufficient reforestation";Decreased;over-exploitation;overexploitation;Decrease;Deteriorate;Yes;"fund provision to support tree planting activities; creating awareness on conservation activities; exercising acts and regulations for sustainable use";"afforestation; awareness creation; laws";"planting more trees; alternative energy sources";"afforestation; alternative energy sources";NA;1;0;0;0;0;0;0;0;1;0
125;Yellow;51;Fresh air;Air;ES.AIR;Regulation of air quality;Regulating;Forest;forest;High;Production of fresh air that supports healthy breathing;physical;health;decreased;"illegal harvesting of timber; charcoal production; overgrazing; uncontrolled fuel wood harvesting";"deforestation; charcoal production; overexploitation of fuelwood";Decreased;quality and quantity of fresh air has decreased because of forest degradation;forest degradation;Decrease;Deteriorate;Yes;"exercising forest act and by-laws on the management of the forest; initiating environmental friendly projects that reduces pressure on the forest resources; planting more trees in the village";"laws; afforestation";creating awareness to the community on the importance of conserving their environment;awareness creation;NA;0;0;1;0;0;0;0;0;1;0
126;Yellow;56;Source of revenue;Income;ES.LIV;Other - livelihoods, economy, employment and income;Other;Forest;forest;High;"Improve peoples living standard; brings about development";material, security;"livelihood; development";increased;"enforced acts and regulations; achievement of conservation education";"regulations enforced; conservation education";Decreased;shortage of materials due to discovery alternative materials;alternative materials;Decrease;Deteriorate;Yes;"reafforestation and afforestation programs; conservation education";"afforestation; education";NA;NA;NA;1;1;0;0;0;0;0;0;1;0
127;Yellow;56;Building materials;Building materials;ES.MAT;Materials and assistance;Provisioning;Forest;forest;High;"provides furniture and building materials; source of revenue";material;"furniture; building material; income";decreased;"shortage of timbers, poles and lumber due to climate change; increased deforestation and illegal logging";"climate change; deforestation; overexploitation";Decreased;effects of climate change on plantations and forests;climate change;Decrease;Deteriorate;Yes;"establishment of afforestation and reafforestation programs; enforcement of acts and regulations";"afforestation; regulations";NA;NA;NA;1;0;0;0;0;0;0;0;1;0
128;Yellow;56;Water sources;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Forest;forest;High;"Domestic and commercial use; industrial use; source of revenue; promotion of fishing industry; hydropower production; irrigation agriculture; navigation, recreational and spiritual purposes";material;"domestic water use; commercial water use; income; fish production; hydropower; irrigation; navigation; recreation; spirituality";decreased;"increase of deforestation rate; climate change; poverty";"deforestation; climate change; poverty";Decreased;"climate change; desertification in catchment forest; deforestation and wildfire increase";"climate change; forest degradation; deforestation; increase in wildfires";Decrease;Deteriorate;Yes;"afforestation and reafforestation measures; providing conservation education; restricting anthropogenic activities near by the catchment areas";"afforestation; education; regulations";"enactment and enforcement of laws by the government; NGOs working with government to conserve nature; provision of education ";"law enactment; education";NA;1;0;0;0;0;0;0;0;1;0
129;Yellow;62;Socio-economic development;Social interactions;ES.IDE;Supporting identities;Cultural;water bodies;freshwater;High;"80% of Tanzanians depend on rainfed or irrigation agriculture; employment opportunities";material;"agriculture; employment";decreased;"population growth;poor protection and conservation of water sources";"population growth; lack of water sources conservation";Decreased;deteriration of water sources;degradation of water sources;Decrease;Deteriorate;Yes;involvement of stakeholders related to water and agriculture is important;"water conservation; agriculture";involvement of stakeholders related to water and agriculture is encouradged ;"water conservation; agriculture";NA;1;0;0;0;0;0;0;1;0;0
130;Yellow;62;Socio-economic development;Social interactions;ES.IDE;Supporting identities;Cultural;water bodies;freshwater;High;domestic uses;material;livelihood;decreased;drying up of some rivers, springs and ground water;water scarcity;Decreased;fluctuation of water from the sources;water scarcity / unreliabile water supply;Decrease;Deteriorate;Yes;involvement of stakeholders related to water resources is important;water conservation;involvement of stakeholders related to water supply is encouradged ;water supply;NA;1;0;0;0;0;0;0;1;0;0
131;Yellow;62;Socio-economic development;Social interactions;ES.IDE;Supporting identities;Cultural;water bodies;freshwater;High;"generation of envirnmental friendly power such as HEP; ";material;power generation;not changed;No clear answer;NA;Not changed;No clear answer;NA;Decrease;Deteriorate;Yes;Sustainable water management;water conservation;proper management of water resources to maintain rainfalling;water conservation ;NA;1;0;0;0;0;0;0;1;0;0
132;Yellow;63;Building materials;Building materials;ES.MAT;Materials and assistance;Provisioning;Forest;forest;High;"source of medicines; provision of building materials; source of food; fresh air; conservation of soil";"physical; material; security";"health; building material; food; air; soil conservation";decreased;"poverty; ignorance; lack of capital ";"poverty; ignorance";Decreased;"shortage of income; lack of education";"lack of income; lack of education";Decrease;Deteriorate;Yes;"provision of education to people on forests importance; providing employment to peolple";"education; employment";"government support in forest conservation; encouradging individual participation  in conserving forests ";forest  conservation;NA;1;1;1;0;0;0;0;0;1;0
133;Yellow;63;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"fish farming; industrial use; hydropower generation; irrigation agriculture";material;"aquaculture; industrial water use; hydropower; agriculture";decreased;"establishment of settlements near water bodies; cutting down of trees";"urbanization near water bodies; deforestation";Decreased;low education on the importance of water ;lack of water related education;Decrease;Deteriorate;Yes;provision of education to people;education;"rising awareness on the importance of water sources; governemt and private sector participation in conserving water sources";water conservation;NA;1;0;0;0;0;0;0;1;0;0
134;Yellow;67;Irrigation;Irrigation water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"earn of revenue from water use and permit fees; academic opportunities; employment opportunities";"material; cultural";"income; academic interest / research; employment";decreased;"poor agricultural activities upstream; pollution from anthropogenic activities; illegal abstraction of water from the catchment areas";"poor agricultural practices; pollution; overexploitation of water";Decreased;"too much agricultural activities; increased technological advancement encouraging more farming";"agricultural intensification; agricultural practices";Decrease;Deteriorate;Yes;"advocating for conservation agriculture upstream; keeping safe the river buffer zone; advancement in irrigation systems; well supervision of water allocation";"conservation agriculture; water conservation";NA;NA;NA;1;0;0;1;0;0;0;1;0;0
135;Yellow;67;Domestic water supply;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"use for household chores; sanitation system; food production";"physical; material";"agricultural production; domestic water use; watsan";decreased;"encroachment of water sources; deforestation; usage of agrochemicals";"use of agrochemicals; encroachment on water sources; deforestation";Decreased;"change of water quality due to pollution; inadequate infrastructures for water supply";"water pollution; inadequate water infrastructure";Decrease;Deteriorate;Yes;"improving catchment management activities; involvement of different stakeholders to intervene";water conservation;NA;NA;NA;1;0;1;0;0;0;0;1;0;0
136;Yellow;67;Control sea water intrusion in pangani river;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"regulate sea water backflow; transportation of harvests";material;"sea water regulation; transport";decreased;"dropping of river water levels and rise of sea water levels; unproductive land near the estuary";dropping water levels;Decreased;"rising of sea levels causes more backflow and fresh water intrusion; reduced river flows due to increased agricultural activities";"rising sea levels; agricultural intensification";Decrease;Deteriorate;Yes;encourage more water use efficiency measures and do more catchment conservation;water conservation;NA;NA;NA;1;0;0;0;0;0;0;1;0;0
137;Yellow;67;Hydropower production;Hydropower;ES.NRG;Energy;Provisioning;water;freshwater;High;"revenue from power producers; energy production; economic development at different levels; flooding control";material, security;"income; energy; economic development; flood control";decreased;reduced water flows due to agriculture activities upstream;poor agricultural practices;Decreased;"less water for hydropower; silting of the dams with reduced water leveles;";"reduced water flow; siltation";Decrease;Deteriorate;Yes;"Control irrigation upstream the dam; improve irrigation efficiency; improve catchment management to reduce siltation";"irrigation; water conservation";NA;NA;NA;1;1;0;0;0;0;0;1;0;0
138;Yellow;68;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"cross services to the community; important to human health; economic and social development";"physical; cultural; material";"socioeconomic development; health";increased;"community members do not go away to access water; improved settlement areas";"water availability; better settlements";Increased;"community member do use clean water in domestic uses;";insufficient water quality;Decrease;Deteriorate;Yes;"economic development; cross water services to the communities; ";socio-economic value;"creating new employment opportunities to the community; income generation by using water; ";"income; employment";interaction between government and private sectors in water conservation activities;1;0;1;1;0;0;0;1;0;0
139;Yellow;68;Irrigation;Irrigation water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;"income generation; economic development";material;"income; economic development";increased;change of agricultural practices to modern agricultural;modern agricultural practices;Increased;"most communities access water for irrigation; improvement of irrigation methods and technology";"water use for irrigation; improvement of irrigation technology";Decrease;Deteriorate;Yes;"awareness creation to adopt new irrigation technology; use of high breed crops for better harvests; governement and international sponsoring of irrigation activities";"awareness creation; technology; fund";"use of new irrigation technology for efficient use of water; construction of storage tanks and small dams";Technology;NA;1;0;0;0;0;0;0;1;0;0
140;Yellow;78;Water sources;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Forest;forest;High;"domestic uses; irrigation; fishing; source of rainfall";material;"domestic water use; irrigation; fisheries; rainfall";decreased;"deforestation ; climatic changes";"deforestation; climate change";Decreased;drying of water bodies;water scarcity;Decrease;Deteriorate;Yes;"Provision of education and creating awareness on environmental conservation; afforestation";"education; afforestation";NA;NA;NA;1;0;0;0;0;0;0;0;1;0
141;Yellow;78;Beekeeping;Beekeeping;ES.FOD;Food and feed;Provisioning;Forest;forest;High;"Provision of food and medicines; sources of income; pollination";"physical; cultural; material";"food; health; income; pollination";increased;strict restriction of tree cutting ;limiting deforestation;Increased;environmental conservation activities;environmental conservation;Decrease;Deteriorate;Yes;"provision of environmental conservation education and awareness; empowering local beekeeping groups";"education; fund";NA;NA;NA;1;0;1;1;0;0;0;0;1;0
142;Yellow;85;Food;Food;ES.FOD;Food and feed;Provisioning;Agriculture;agriculture;High;"source of income; source of foreign currency";material;"income; national income";decreased;increased costs of production and unstable coffee price;"cost of production; unreliable markets (for coffee)";No answer;NA;NA;Decrease;Deteriorate;Yes;"Price subsidizing by the government; trainings to farmers; accesibility of reliable markets";price control;NA;NA;NA;1;0;0;0;1;0;0;0;0;0
143;Yellow;85;Water;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;Water;freshwater;High;supporting plants growth;cultural;plant growth;decreased;decrease in water availability;decrease in water availability;Decreased;"anthropogenic activities such as deforestation; cultivation nearby water sources; overgrazing";"deforestation; overgrazing; agriculture";Decrease;Deteriorate;Yes;"afforestation; soil and water conservation measures; minimizing cattles size and avoid grazing nearby water bodies; ";environmental conservation;"harvesting of rain water through constructing water dams; rational use of water; water use by-laws; planting of trees";"water conservation; laws enactment; afforestation";NA;0;0;0;1;0;0;0;1;0;0
144;Yellow;100;Irrigation;Irrigation water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;water;freshwater;High;major factor for irrigation agriculture;material;agriculture;increased;"increasing number of irrigation schemes leading to increase demand of water; improved irrigation schemes";"irrigation; increased water demand; improved irrigation schemes";Increased;"proper water management; water protection and conservation regulations";"water management; water conservation; regulations";Decrease;Deteriorate;Yes;"efforts on legal enforcememnt; formalization of water user associations; creating awareness on water use management";"regulations; awareness creation";improvement of water iirigation structure;agriculture;NA;1;0;0;0;0;0;0;1;0;0
145;Yellow;100;Water for domestic use;Water;ES.WQN;Regulation of freshwater quantity, location and timing;Regulating;clean and safe water;freshwater;High;"improvement of hygiene and sanitation; access to safe and clean reducing health risks; reducing water purification costs";"physical; security";health;increased;"conservation and protection of water sources; improvement of water quality in nature";"water conservation; improved water quality";Increased;"water sources protection regulations; creation of awareness on best water use and management practices";"water conservation; water management awareness raising";Decrease;Deteriorate;Yes;"legal enforcement on water and environmental protection; creating awareness on the importance of water sources protection and conservation; restricting human activities arround water sources";"awareness creation; regulations";"improvement of water supply services; creating environments for people to engange in other alternative economic activities";alternative economic activities;NA;0;1;1;0;0;0;0;1;0;0
