No;country;study_area;Gender;Owning_garden;agricultre;common_green;Kleingarden;Visit_agriculture;Visit_opengreen;Visit_forest;Visit_water;Length_agriculture;Length_opengreen;Length_forest;Length_water;distance;transport;F6_1;F6_2;F6_3;F6_4;F6_5;F6_6;F6_7;F6_8;F6_9;F6_10;F6_11;Wolfs;Bees;herbs;trees;F8_1;F8_2;F8_3;F8_4;F8_5;F8_6;F8_7;F8_8;F8_9;F8_10;F8_11;F8_12;firewood;decoration;water;fruits_vegetables;regionality_food;Regionality_clothes;F15_1;F15_2;F15_3;F15_4;F15_5;F15_6;F15_7;F15_8;F15_9;F15_10;F15_11;F15_12;F15_13;pics_rape;pics_mosaic;pics_forest;pics_lux;pics_city;pics_mine;organisation;passive_active;birthyr;since_here;prior_region;since;kids;migration_background;where;nationality;highest_school;highest_vocation;work_nature
157;1;2;2;1;1;1;999;3;0;3;0;3;999;3;999;3;3;1;6;6;6;6;6;6;6;6;6;6;3;4;4;4;1;1;6;2;6;1;6;6;6;6;6;999;4;2;4;1;3;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;3;1;1;2;999;1963;1;999;999;2;1;     999;Roman;6; ;1
158;1;2;1;1;1;1;999;2;0;1;0;3;999;3;999;2;1;3;6;6;6;6;6;6;4;1;6;6;1;3;3;3;6;6;6;6;6;2;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;6;6;6;6;6;999;6;6;6;6;6;6;6;2;3;2;999;1977;1;999;999;999;1;     999;Roman;3; ;2
159;1;2;1;1;1;1;999;3;0;3;0;3;999;3;999;2;3;1;6;6;6;6;6;6;6;6;6;6;3;4;4;4;5;1;6;4;6;1;4;6;2;6;6;999;4;2;4;2;3;3;1;6;6;6;4;6;6;4;4;4;6;6;6;6;6;6;6;3;6;2;999;1968;1991;1;1968;2;1;     999;Roman;6; ;2
160;1;2;2;1;1;1;999;3;0;1;1;4;999;3;1;2;1;1;6;6;6;6;6;6;6;6;6;6;3;4;4;4;1;6;6;1;6;1;6;6;1;6;6;999;4;2;4;1;3;3;1;6;6;6;1;6;6;6;6;1;4;6;6;5;6;6;6;3;4;2;999;1973;1;999;999;52;1;     999;Roman;5; ;2
161;1;2;2;1;1;1;999;1;0;0;0;2;999;999;999;2;1;3;6;6;6;6;6;6;4;6;6;6;3;4;4;4;5;1;6;888;6;1;6;6;5;6;6;999;4;0;4;1;3;3;1;5;6;6;6;6;6;6;6;888;6;6;6;6;6;6;6;2;6;2;999;1949;1973;1;1949;2;1;     999;Roman;2; ;2
162;1;2;2;1;1;1;999;3;2;2;0;4;1;2;999;2;3;1;6;6;6;6;6;6;6;2;6;6;1;1;4;4;3;1;6;1;6;1;6;6;1;6;6;999;3;2;4;1;3;2;1;6;6;6;1;6;6;6;6;999;6;6;6;1;6;6;6;1;6;2;999;1969;2000;999;999;1;2; ;Roman;5; ;2
163;1;2;2;1;1;1;999;3;0;4;0;4;999;2;999;2;4;3;6;6;5;6;6;6;6;4;999;6;2;2;4;4;6;1;6;1;6;1;6;6;1;6;6;999;4;1;4;1;3;3;1;6;999;5;6;6;6;6;6;1;6;6;6;6;6;6;6;1;6;2;999;1999;1;999;999;2;1;     999;Roman;1; ;2
164;1;2;1;1;1;1;999;3;0;1;0;4;999;4;999;2;4;1;6;6;6;6;6;6;4;1;6;6;1;2;3;3;5;3;6;1;6;1;6;6;1;6;6;999;4;1;4;1;3;3;1;6;4;6;6;6;6;6;6;888;888;6;6;6;6;6;6;2;6;2;999;1977;1993;1;1977;999;1;     999;Roman;3; ;2
165;1;2;1;1;1;1;999;3;3;2;0;4;1;3;999;2;3;1;6;6;4;6;6;6;6;2;6;6;1;1;4;4;4;5;6;6;6;6;6;6;1;6;6;999;4;3;4;1;3;2;1;6;6;6;1;6;6;6;6;2;6;6;6;1;6;6;6;1;6;2;999;1999;1;999;999;1;2; ;Roman;1; ;2
166;1;2;1;1;1;1;999;2;2;1;0;3;2;3;999;2;999;1;6;6;3;6;6;6;4;1;6;6;1;1;3;3;6;6;6;6;6;6;6;6;6;6;6;999;4;2;4;1;3;0;6;6;6;6;6;6;6;6;6;888;6;6;6;3;6;6;6;2;6;2;999;2003;1;999;999;999;2; ;Roman;1; ;2
167;1;2;1;1;1;1;999;3;0;1;0;1;999;3;999;2;1;1;6;6;4;6;6;6;4;4;4;6;1;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;4;2;2;1;3;2;1;4;6;6;1;6;6;6;6;1;5;6;6;6;6;6;6;2;6;2;999;1968;1;999;999;2;1;     999;Roman;9; ;2
168;1;2;1;1;1;0;999;2;1;1;1;1;2;2;1;2;999;4;6;4;3;5;5;6;5;4;4;6;888;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;3;1;3;1;3;2;1;6;5;5;2;6;6;6;5;1;5;5;5;6;6;6;6;3;1;2;999;1985;2014;2;999;2;2; ;Roman;10; ;2
169;1;2;2;1;1;1;999;1;3;1;1;3;2;2;4;2;3;1;6;6;6;6;6;6;6;2;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;1;4;1;3;0;1;6;6;6;1;6;6;6;6;1;6;6;6;6;5;6;6;2;1;2;999;1996;1;999;999;999;1;     999;Roman;6; ;2
170;1;2;1;1;1;1;999;0;4;1;0;999;2;2;999;2;3;1;6;6;6;6;6;6;6;2;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;2;4;1;3;0;1;6;6;6;6;6;6;6;6;1;6;6;6;6;4;6;6;4;1;2;999;1999;1;999;999;999;1;     999;Roman;1; ;2
171;1;2;2;1;1;1;999;3;0;1;0;1;999;2;999;1;1;3;6;6;3;6;3;6;5;3;6;6;3;4;4;4;3;2;6;3;6;2;6;6;1;6;6;999;4;2;4;1;3;2;1;5;4;5;3;6;5;5;5;2;6;6;6;5;5;6;6;3;1;1;999;1986;2014;2;999;2;2; ;Roman;10; ;2
172;1;2;2;1;1;0;999;3;0;1;0;3;999;2;999;2;2;3;6;6;6;6;6;6;4;2;6;6;1;4;4;4;2;1;6;1;6;1;6;6;1;6;6;999;3;1;4;1;3;3;1;4;6;6;1;5;6;6;6;2;4;6;6;4;6;6;6;4;1;2;999;1968;1;999;999;2;1;     999;Roman;9; ;2
173;1;2;1;0;1;0;999;3;0;1;0;3;999;999;999;2;3;3;6;6;3;6;6;6;6;2;6;6;3;3;3;3;1;1;6;1;6;1;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;5;4;2;999;1961;1;999;999;2;1;     999;Roman;9; ;2
174;1;2;2;1;1;1;999;4;1;1;1;2;2;3;3;2;3;2;6;6;3;6;6;6;6;6;5;6;1;4;1;4;1;6;6;1;6;1;4;6;1;6;4;999;3;1;4;1;3;2;1;4;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;1;3;2;999;1966;1;999;999;2;2; ;Roman;7; ;2
175;1;2;1;1;1;1;999;1;3;1;1;3;2;2;4;2;3;1;6;6;6;6;6;6;6;1;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;1;4;1;3;2;1;6;6;6;5;6;6;6;6;1;6;6;6;6;6;6;6;5;1;2;999;2003;1;999;999;2;1;     999;Roman;3; ;2
176;1;2;2;1;1;1;999;3;3;2;0;4;2;2;999;2;3;1;6;6;5;6;6;6;6;4;6;6;4;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;999;3;999;1;3;2;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;3;1;2;999;1986;1992;2;999;2;2; ;Roman;9; ;2
177;1;2;2;1;1;1;999;4;0;2;0;3;999;1;999;2;3;1;6;6;6;6;6;6;4;6;6;6;4;4;4;4;4;1;6;1;6;1;6;6;6;6;6;999;4;2;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;3;1;999;999;1949;999;999;999;2;1;     999;Roman;7; ;2
178;1;2;1;1;1;1;999;2;3;2;0;1;1;3;999;2;3;3;6;6;6;6;6;6;4;1;6;6;1;888;1;3;4;4;6;1;6;1;6;6;1;6;6;999;4;1;4;1;2;3;1;6;4;6;5;6;6;6;4;1;6;6;4;6;6;6;6;2;5;2;999;1953;1975;1;1953;2;1;     999;Roman;999; ;2
179;1;2;1;1;1;1;999;2;0;1;0;4;999;3;999;2;3;3;5;5;4;4;2;6;6;2;6;6;2;4;3;3;2;3;6;1;6;1;6;6;1;6;6;999;4;2;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;2;3;2;999;1968;1989;999;999;2;1;     999;Roman;10; ;2
180;1;2;2;1;1;1;999;3;3;1;0;3;2;3;999;1;3;1;6;6;5;6;6;6;6;4;6;6;4;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;4;3;4;1;3;2;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;3;1;2;999;1968;1;999;999;1;1;     999;Roman;6; ;2
181;1;2;1;1;1;1;999;3;2;1;0;2;1;3;999;2;1;1;6;6;6;6;6;6;4;2;6;6;1;4;1;4;1;1;6;1;6;1;6;6;1;6;6;999;4;1;4;1;0;0;1;6;6;6;6;6;6;6;6;888;6;6;6;6;6;6;6;2;4;2;999;1975;1997;1;1975;2;1;     999;Roman;6; ;2
182;1;2;2;1;1;1;999;2;3;1;0;3;2;2;999;2;3;1;6;6;6;6;6;6;6;2;6;6;4;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;2;4;1;3;2;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;1;1;2;999;1988;1;999;999;1;2; ;Roman;6; ;2
183;1;2;2;1;1;1;999;3;0;1;1;3;999;3;3;2;3;1;6;6;6;6;6;6;6;4;6;6;1;4;4;4;1;1;6;1;6;1;6;6;4;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;6;6;3;6;6;6;6;6;6;6;2;3;2;999;1980;1;999;999;2;1;     999;Roman;6; ;2
184;1;2;2;1;1;1;999;2;2;1;0;3;1;3;999;2;3;1;6;6;6;6;6;6;6;4;6;6;1;3;3;3;2;3;6;3;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;6;6;3;6;6;6;6;5;6;6;2;1;2;999;1972;1;999;999;1;1;     999;Roman;5; ;2
185;1;2;2;1;1;1;999;2;0;1;0;3;999;3;999;2;4;1;6;4;6;6;6;6;4;4;6;6;2;3;3;3;1;1;6;1;6;3;6;6;6;6;6;999;4;0;4;1;3;2;1;6;4;999;1;6;6;6;6;6;6;6;6;6;6;6;6;2;3;2;999;999;1;999;999;2;1;     999;Roman;5; ;2
186;1;2;1;1;1;1;999;1;3;1;0;2;2;2;999;2;1;3;6;6;3;6;6;6;6;1;6;6;3;3;3;3;2;2;6;2;6;2;6;6;6;6;6;999;4;1;4;1;2;2;2;6;6;6;1;6;6;6;6;1;888;6;6;6;6;6;6;1;2;999;999;2000;1;999;999;1;1;     999;Roman;1; ;2
187;1;2;1;1;1;0;999;2;999;1;999;3;999;3;999;2;1;1;4;4;5;6;6;6;4;3;6;6;1;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;4;2;4;1;3;3;1;4;6;6;3;6;6;6;6;1;6;6;6;6;6;6;6;4;4;2;999;1987;1;999;999;1;1;     999;Roman;5; ;2
188;1;2;2;1;1;0;999;3;0;1;0;4;999;2;999;2;4;1;6;6;6;6;6;6;6;6;6;6;1;4;4;4;1;1;6;1;6;1;6;6;1;6;6;999;3;2;4;1;3;1;1;6;6;6;1;6;6;6;6;1;4;6;6;6;6;6;6;6;6;2;999;1957;1;999;999;2;1;     999;Magyar;3; ;1
189;1;2;2;1;1;1;999;2;1;1;0;3;2;2;999;2;3;4;6;6;2;6;4;6;6;2;3;6;1;1;4;4;2;5;6;4;6;6;6;6;1;6;5;999;4;2;4;1;3;1;1;6;6;6;2;6;6;6;6;1;4;6;6;4;6;6;6;2;4;2;999;2005;1;999;999;1;1;     999;Roman;1; ;2
190;1;2;2;1;1;0;999;4;999;1;0;3;999;2;999;2;3;1;6;6;6;4;6;6;4;6;6;6;2;1;3;3;4;6;6;6;6;3;6;6;1;6;4;999;3;2;4;1;3;0;1;6;6;6;1;6;6;3;3;4;6;6;6;5;6;6;6;3;6;2;999;1975;1;999;999;1;1;     999;Roman;3; ;2
191;1;2;2;1;1;0;999;3;999;1;999;4;999;2;999;2;4;1;6;6;6;6;6;6;6;6;6;6;4;4;4;4;3;1;6;1;6;1;6;6;1;6;6;999;4;1;4;1;3;1;1;6;6;6;1;6;6;6;6;1;999;2;6;5;6;6;6;2;3;2;999;1986;1;999;999;2;1; ;Roman;6; ;1
192;1;2;2;1;1;0;999;3;999;1;0;3;999;3;999;2;4;1;6;6;6;6;6;6;5;4;6;6;1;3;2;3;5;3;5;1;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;999;6;6;1;6;6;6;4;5;6;6;6;6;6;6;6;1;4;2;999;1965;999;999;1;999;1;     999;Roman;4; ;2
193;1;2;2;1;1;1;999;3;1;1;0;3;1;3;999;2;4;1;6;6;6;6;6;6;5;3;6;6;1;3;3;3;1;1;6;1;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;6;6;1;888;6;6;6;6;6;6;4;5;2;999;1966;1;999;999;2;1;     999;Roman;5; ;2
194;1;2;1;1;1;1;999;2;2;2;1;2;2;2;4;2;4;1;6;6;6;6;6;6;4;6;6;6;1;4;4;4;1;3;6;1;6;1;6;6;5;6;6;999;4;2;4;2;3;0;1;6;6;6;1;6;6;6;6;888;6;6;6;6;6;6;6;2;6;2;999;1982;2002;1;1982;2;2;     999;Roman;5; ;2
195;1;2;2;1;1;1;999;3;2;1;0;2;1;3;999;2;1;1;6;6;6;6;6;6;6;1;6;6;1;1;1;1;6;888;6;6;6;6;6;6;6;6;6;999;4;1;4;1;3;0;1;999;6;6;1;6;6;6;6;888;6;6;6;6;6;6;6;6;6;2;999;1996;1;999;2;1;1;     999;Roma;3; ;2
196;1;2;2;1;1;1;999;4;1;1;0;3;1;2;999;1;1;1;6;6;6;6;6;6;2;2;6;6;1;4;4;1;3;1;6;1;6;1;1;6;6;6;6;999;4;0;4;1;3;2;1;6;2;6;1;6;6;6;5;1;6;6;6;5;5;6;6;2;3;2;999;1972;1987;2;999;2;2; ;Roman;4; ;2
197;1;2;2;1;1;1;999;4;0;1;0;4;999;2;999;2;4;1;6;6;6;6;6;6;4;2;6;6;1;4;4;2;3;1;6;1;6;1;6;6;1;6;6;999;4;2;4;1;3;3;1;6;3;6;1;6;6;6;5;1;6;6;6;5;6;6;6;1;1;2;999;1972;1;999;999;2;1;     999;Roman;3; ;2
198;1;2;2;1;1;1;999;3;3;3;1;2;1;3;3;2;3;1;6;6;6;6;6;6;6;4;6;6;3;4;4;4;6;1;6;1;6;1;6;6;1;6;6;999;4;3;4;1;3;3;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;4;5;2;999;1996;1;999;999;2;1;     999;Roman;6; ;2
199;1;2;2;1;1;0;999;3;0;1;1;3;999;4;2;3;3;1;6;6;6;6;6;6;5;5;6;6;1;3;3;3;2;2;6;2;6;2;6;6;6;6;6;999;4;1;4;1;3;3;1;4;6;1;6;6;6;6;6;3;6;6;6;6;6;6;6;2;1;2;999;1970;1;999;999;2;1;     999;Roman;5; ;1
200;1;2;1;1;1;1;999;1;2;1;1;2;2;2;3;3;3;2;6;6;3;6;6;6;4;1;4;6;1;2;2;2;2;2;6;2;6;2;6;6;6;5;6;999;3;1;3;1;3;1;2;5;5;5;3;5;5;5;5;3;3;5;5;6;6;6;6;2;2;999;999;2000;1;999;999;1;1;     999;Roman;1; ;2
201;1;2;1;1;1;0;999;2;0;1;0;3;999;3;999;2;4;1;5;4;5;5;6;5;4;2;6;6;1;3;3;3;2;2;5;3;6;3;6;6;5;6;6;999;4;0;4;1;3;1;1;5;6;6;1;6;6;6;4;3;6;5;6;6;6;6;6;2;2;999;999;1970;1;999;999;2;1;     999;Roman;5; ;2
202;1;2;2;1;1;1;999;3;2;1;2;2;1;4;1;3;999;1;2;6;6;6;6;6;6;2;6;6;1;4;4;4;888;6;6;1;6;1;6;6;6;6;6;999;4;1;4;1;2;0;1;6;4;6;1;6;6;6;6;1;6;6;6;6;6;6;6;1;1;1;999;2000;1;999;999;2;1;     999;Magyar;1; ;2
203;1;2;2;1;1;1;999;3;1;1;0;4;2;3;999;3;3;1;6;6;6;6;6;6;3;1;6;6;1;4;4;4;1;1;6;1;6;1;6;6;6;6;6;999;4;2;4;1;3;0;1;6;6;6;1;6;6;6;6;1;1;6;6;6;6;6;6;2;1;2;999;2000;1;999;999;2;2;     999;Magyar;1; ;2
204;1;2;1;1;1;0;999;2;1;999;0;4;999;4;999;2;3;1;6;4;6;6;6;6;5;1;6;6;1;1;3;4;1;1;6;1;6;1;6;6;1;6;6;999;4;1;4;1;3;2;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;5;3;5;2;999;1981;1;999;999;2;2;     999;Magyar;6; ;2
205;1;2;2;1;1;0;999;3;0;1;0;3;999;3;999;999;999;1;6;6;6;6;6;6;6;4;6;6;1;4;1;4;2;2;5;2;6;2;6;6;4;5;6;999;4;0;4;1;3;3;1;5;5;5;2;5;5;5;4;888;6;5;5;6;6;6;6;2;3;2;999;1946;1;999;999;1;1;     999;Magyar;4; ;2
206;1;2;1;1;1;1;999;2;1;1;1;3;2;4;4;4;3;1;6;6;4;6;6;6;4;1;6;6;1;4;2;2;3;1;6;1;6;1;6;6;6;6;6;999;3;2;4;1;3;3;1;4;4;6;1;6;6;6;4;3;6;5;5;6;6;6;5;1;1;1;999;1969;1;999;999;2;1;     999;Magyar;9; ;2
207;1;2;1;1;1;0;999;2;0;0;0;3;999;999;999;2;1;2;5;5;4;5;5;5;4;2;6;6;1;4;1;4;1;888;5;5;5;5;5;5;5;5;5;999;4;1;4;1;3;2;1;5;5;5;3;5;5;5;999;888;5;5;5;6;6;6;5;3;3;2;999;1949;999;999;999;999;999;     999;Roman;3; ;2
208;1;2;2;1;1;0;999;3;0;1;0;4;999;1;999;2;1;1;6;6;6;6;6;6;6;4;6;6;1;4;2;1;1;5;5;1;6;2;6;6;4;6;6;999;3;1;4;1;3;3;1;6;6;6;4;6;6;6;4;2;6;6;6;6;5;6;6;4;6;2;999;1952;1;999;999;2;1;     999;Roman;4; ;2
209;1;2;2;1;1;0;999;3;0;1;0;3;999;4;999;2;3;1;6;6;6;6;6;6;6;4;6;6;1;4;1;4;1;1;6;1;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;6;6;888;6;6;6;6;6;6;6;3;1;2;999;1955;1;999;999;2;1;     999;Magyar;5; ;2
210;1;2;2;1;1;0;999;0;1;0;4;999;4;999;2;3;1;4;6;6;5;6;5;4;4;6;6;1;4;1;2;1;1;6;1;6;1;6;6;6;6;6;6;999;4;1;4;1;3;3;1;4;6;6;1;6;6;6;6;3;6;6;4;5;5;6;6;1;1;999;999;1956;1;999;999;2;1;     999;Roman;4; ;1
211;1;2;1;1;1;1;999;1;999;0;0;2;999;999;999;2;1;1;5;6;6;6;6;6;4;2;6;6;1;4;1;4;3;3;6;3;6;3;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;4;1;6;6;6;6;5;6;5;2;5;2;999;1938;1;999;999;1;1;     999;Magyar;3; ;2
212;1;2;2;0;0;0;999;1;2;1;0;3;1;3;999;3;3;1;6;6;4;6;6;6;6;1;6;6;1;3;3;3;1;1;6;6;6;2;6;6;6;6;6;999;4;2;4;1;3;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;2;2;2;999;1998;1;999;999;2;1;     999;Magyar;1; ;2
213;1;2;2;1;1;1;999;3;0;1;0;3;999;3;999;2;4;1;6;6;6;6;6;6;4;6;6;6;1;4;1;4;2;1;6;1;6;1;6;6;3;6;6;999;4;1;4;1;2;2;1;6;6;6;1;6;6;6;6;2;6;6;6;6;6;6;6;2;2;2;999;1945;1;999;999;2;1;     999;Roman;5; ;2
214;1;2;1;1;1;0;999;2;0;1;0;2;999;3;999;3;3;1;6;6;6;6;6;6;4;4;6;6;1;4;2;4;1;1;6;1;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;1;6;6;6;6;3;6;6;6;6;6;6;6;3;2;999;999;1967;1;999;999;2;1;     999;Roman;5; ;2
215;1;2;1;1;1;0;999;3;0;1;999;4;999;4;999;2;1;1;6;6;6;6;6;6;6;6;6;6;1;4;4;4;1;5;6;2;6;6;6;6;1;6;6;999;4;1;4;1;3;3;1;6;6;6;5;6;6;6;6;2;6;6;6;6;6;6;6;4;1;2;999;1973;1;999;999;2;1;     999;Roman;6; ;2
216;1;2;1;1;1;0;999;2;999;0;0;3;999;999;999;2;1;1;6;6;6;6;6;6;4;3;6;6;1;4;4;4;1;1;6;3;6;2;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;2;1;999;999;1944;1;999;999;2;999;     999;999;5; ;2
217;1;2;2;1;1;0;999;3;0;1;0;3;999;3;999;2;1;1;6;6;6;6;6;6;6;6;6;6;1;4;4;4;1;1;6;6;6;6;6;6;6;6;6;999;3;1;4;1;3;3;1;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;6;3;1;2;999;1947;1;999;999;999;1;     999;Sachse;4; ;2
218;1;2;2;1;0;0;999;0;0;1;0;999;999;1;999;2;1;1;6;6;6;6;6;6;4;6;6;6;1;888;1;1;6;6;6;6;6;6;6;6;6;6;6;999;4;0;4;1;2;2;1;6;6;6;6;6;6;6;6;888;6;6;6;6;6;6;6;6;3;2;999;1979;1;999;999;2;1;     999;Roma;0; ;2
219;1;2;2;1;1;0;999;3;0;1;0;3;999;3;999;2;1;1;6;6;6;6;6;6;4;6;6;6;1;4;4;4;1;1;6;6;6;1;6;6;6;6;6;999;4;0;4;1;3;3;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;2;1;2;999;1958;1;999;999;2;1;     999;Sachse;5; ;1
220;1;2;2;1;1;0;999;3;0;1;0;4;999;4;999;2;1;1;6;6;6;6;6;6;6;6;6;6;1;4;3;4;2;1;6;1;6;1;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;4;1;2;999;1951;1;999;999;2;1;     999;Sachse;5; ;2
221;1;2;1;1;1;1;999;1;999;1;0;3;999;3;999;2;1;1;6;6;6;6;6;6;6;5;6;6;1;4;3;4;2;6;6;1;6;6;6;6;1;6;6;999;4;1;4;1;3;3;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;4;1;2;999;1970;1;999;999;2;1;     999;Roman;6; ;2
222;1;2;2;1;1;1;999;3;0;1;0;4;999;4;999;2;3;1;6;6;6;6;6;6;6;2;6;6;1;4;3;4;1;1;6;1;6;1;6;6;1;6;6;999;3;1;4;1;3;1;1;4;6;6;6;6;6;6;6;2;6;6;6;4;5;6;6;2;1;2;999;1968;1;999;999;999;1;     999;Roman;6; ;2
223;1;2;1;1;1;0;999;2;0;0;0;4;999;999;999;2;1;3;6;6;6;6;6;6;6;6;6;6;1;1;4;4;2;5;6;888;6;2;6;6;5;6;6;999;3;1;4;1;3;3;1;6;6;6;5;6;6;6;4;888;6;6;6;6;6;6;6;6;4;2;999;1947;1;999;999;2;1;     999;Roman;6; ;2
224;1;2;1;1;1;0;999;2;0;0;0;2;999;999;999;2;1;6;6;6;6;6;6;6;6;5;6;6;2;4;4;4;2;6;6;5;6;1;6;6;1;6;6;999;4;1;4;1;3;1;1;6;6;6;4;6;6;6;6;1;6;6;6;6;5;6;6;2;2;2;999;1936;1;999;999;2;1;     999;Roman;4; ;2
225;1;2;1;1;1;0;999;1;0;0;0;2;999;999;999;3;3;4;5;5;5;5;5;5;4;4;6;6;1;2;4;4;1;1;6;1;6;1;6;6;5;6;6;999;3;1;4;1;3;3;1;6;6;6;1;6;6;6;6;888;6;6;6;6;6;6;6;4;3;2;999;1927;999;999;999;2;1;     999;Roman;3; ;2
226;1;2;2;1;1;1;999;0;2;2;1;999;3;3;3;4;3;1;6;6;4;6;6;6;6;6;6;6;1;4;4;4;1;1;6;1;6;1;6;6;1;1;1;999;4;1;4;1;3;1;1;888;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;3;1;2;999;1971;1;999;999;1;1;     999;Roman;2; ;1
227;1;2;2;1;1;1;999;1;3;1;0;2;2;3;999;2;1;1;6;6;4;6;6;6;6;2;6;6;1;1;1;3;1;1;6;3;6;1;6;6;6;6;6;999;4;1;4;1;3;1;1;6;6;6;3;6;6;6;6;888;6;6;6;6;6;6;6;4;3;999;999;2003;999;999;999;999;999;     999;Roma;1; ;2
228;1;2;1;1;0;1;999;0;2;2;0;999;3;3;999;4;3;1;4;6;4;6;6;4;6;6;6;6;1;4;4;4;4;6;6;1;6;6;6;6;1;6;6;999;4;2;4;1;3;0;6;6;4;6;6;6;6;6;6;1;6;6;6;2;6;6;6;1;2;2;999;1996;1;999;999;2;1;     999;Roma;3; ;2
229;1;2;2;1;1;0;999;3;0;1;0;4;999;4;999;2;3;1;6;6;6;6;6;6;4;6;6;6;1;4;4;4;5;1;6;1;6;1;6;6;1;6;6;999;4;1;4;1;3;3;1;6;6;6;5;6;6;6;6;1;6;6;6;6;6;6;6;2;3;2;999;1967;1;999;999;2;1;     999;Roman;6; ;2
230;1;2;1;1;1;0;999;0;0;1;0;999;999;2;999;2;3;1;6;6;6;6;6;6;5;6;6;6;1;4;4;4;5;1;6;1;6;6;6;6;1;6;6;999;4;1;4;1;3;3;1;4;5;6;5;6;6;6;6;1;4;6;6;5;6;6;6;2;1;2;999;1970;1;999;999;2;1;     999;Roman;9; ;2
231;1;2;1;1;1;1;999;2;4;1;0;3;2;3;999;2;1;1;6;6;6;6;6;6;4;1;6;6;1;1;1;4;888;888;6;1;6;6;6;6;6;6;6;999;4;0;4;1;3;0;1;6;6;6;4;6;6;6;6;888;6;6;6;6;6;6;6;4;4;2;999;1981;1;999;999;2;2;     999;Roma;3; ;2
232;1;2;2;1;1;1;999;3;4;1;1;3;1;3;4;2;1;2;6;6;6;6;6;6;4;2;6;6;1;4;4;4;1;6;6;6;6;1;6;6;2;6;6;999;4;1;4;1;3;3;1;6;6;6;6;6;6;6;6;888;6;6;6;6;5;6;6;2;5;2;999;1948;1987;999;999;2;1;     999;Roma;0; ;2
233;1;2;2;1;1;1;999;3;3;1;2;4;2;4;4;4;3;1;6;6;6;6;6;6;6;5;6;6;3;4;4;4;1;3;6;1;6;1;6;6;5;6;6;999;4;2;3;1;3;3;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;5;6;2;999;1972;1;999;999;2;1;     999;Roman;6; ;2
234;1;2;2;1;1;1;999;3;4;1;1;4;1;4;4;4;3;1;6;6;6;6;6;6;6;6;6;6;1;4;4;4;1;1;6;6;6;1;6;6;6;6;6;999;4;1;3;1;3;3;1;6;6;6;6;6;6;6;6;2;6;6;999;6;6;6;6;6;6;2;999;1957;1;999;999;2;1;     999;Roman;6; ;2
235;1;2;1;1;1;1;999;2;4;1;0;3;1;3;999;2;1;6;6;6;6;6;6;6;6;2;6;6;1;4;4;4;1;888;6;6;6;6;6;6;6;6;6;999;4;1;4;1;3;3;1;6;6;6;6;6;6;888;6;888;6;6;6;6;6;6;6;3;2;2;999;1954;1;999;999;2;1; ;Roma;3; ;2
